HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N18.HOG0000063	OG0000002	n122							GZABCY1EN_004796	GZABGL1EN_009364																
N18.HOG0000064	OG0000002	n140							GZABCY1EN_004452	GZABGL1EN_013798																
N18.HOG0000065	OG0000002	n141							GZABCY1EN_007801	GZABGL1EN_014609																
N18.HOG0000066	OG0000002	n142							GZABCY1EN_010073, GZABCY1EN_012889	GZABGL1EN_010025																
N18.HOG0000067	OG0000002	n167							GZABCY1EN_004769	GZABGL1EN_012053, GZABGL1EN_006516																
N18.HOG0000068	OG0000002	n189							GZABCY1EN_013578	GZABGL1EN_009140, GZABGL1EN_008060																
N18.HOG0000069	OG0000002	n222							GZABCY1EN_012544	GZABGL1EN_009283																
N18.HOG0000070	OG0000002	n223							GZABCY1EN_004007	GZABGL1EN_013713																
N18.HOG0000071	OG0000002	n241							GZABCY1EN_013593, GZABCY1EN_013630	GZABGL1EN_010326, GZABGL1EN_015126																
N18.HOG0000072	OG0000002	n260							GZABCY1EN_002982, GZABCY1EN_000344	GZABGL1EN_003332, GZABGL1EN_013389																
N18.HOG0000073	OG0000002	n277							GZABCY1EN_011688	GZABGL1EN_003625																
N18.HOG0000074	OG0000002	n278							GZABCY1EN_014555	GZABGL1EN_013909																
N18.HOG0000075	OG0000002	n297							GZABCY1EN_009190	GZABGL1EN_007858																
N18.HOG0000076	OG0000002	n298							GZABCY1EN_012453	GZABGL1EN_010696																
N18.HOG0000077	OG0000002	n300							GZABCY1EN_013196, GZABCY1EN_011216	GZABGL1EN_011786, GZABGL1EN_014424																
N18.HOG0000078	OG0000003	n3							GZABCY1EN_002104	GZABGL1EN_015477																
N18.HOG0000079	OG0000003	n88							GZABCY1EN_007537, GZABCY1EN_007536	GZABGL1EN_005725																
N18.HOG0000080	OG0000003	n90							GZABCY1EN_007535	GZABGL1EN_005766																
N18.HOG0000081	OG0000003	n91							GZABCY1EN_013195, GZABCY1EN_013727	GZABGL1EN_009009																
N18.HOG0000082	OG0000003	n110							GZABCY1EN_002105	GZABGL1EN_015478, GZABGL1EN_010813																
N18.HOG0000083	OG0000003	n141							GZABCY1EN_010946	GZABGL1EN_003444																
N18.HOG0000084	OG0000003	n142							GZABCY1EN_009637	GZABGL1EN_010413																
N18.HOG0000085	OG0000003	n200							GZABCY1EN_011866, GZABCY1EN_005977	GZABGL1EN_012215																
N18.HOG0000086	OG0000003	n205							GZABCY1EN_005937	GZABGL1EN_013421, GZABGL1EN_013561																
N18.HOG0000087	OG0000003	n209							GZABCY1EN_005735	GZABGL1EN_004581																
N18.HOG0000088	OG0000003	n210							GZABCY1EN_008359, GZABCY1EN_004363	GZABGL1EN_006621																
N18.HOG0000089	OG0000003	n214							GZABCY1EN_011864, GZABCY1EN_005990	GZABGL1EN_006276																
N18.HOG0000090	OG0000003	n240							GZABCY1EN_009715	GZABGL1EN_009895																
N18.HOG0000091	OG0000003	n241							GZABCY1EN_007660	GZABGL1EN_010272																
N18.HOG0000092	OG0000003	n248							GZABCY1EN_013464	GZABGL1EN_005575																
N18.HOG0000093	OG0000003	n249							GZABCY1EN_007980	GZABGL1EN_013809																
N18.HOG0000094	OG0000003	n261							GZABCY1EN_013227	GZABGL1EN_007873																
N18.HOG0000095	OG0000003	n283							GZABCY1EN_012130	GZABGL1EN_015810																
N18.HOG0000096	OG0000004	n49							GZABCY1EN_013608, GZABCY1EN_014849, GZABCY1EN_014943	GZABGL1EN_012756, GZABGL1EN_012755, GZABGL1EN_008011																
N18.HOG0000097	OG0000004	n70							GZABCY1EN_012008	GZABGL1EN_011197																
N18.HOG0000098	OG0000004	n73							GZABCY1EN_012006	GZABGL1EN_011200, GZABGL1EN_007652																
N18.HOG0000099	OG0000004	n94							GZABCY1EN_012007	GZABGL1EN_011199																
N18.HOG0000100	OG0000004	n124							GZABCY1EN_007553	GZABGL1EN_005767																
N18.HOG0000101	OG0000004	n125							GZABCY1EN_007461	GZABGL1EN_004365																
N18.HOG0000102	OG0000004	n196							GZABCY1EN_009206, GZABCY1EN_015173	GZABGL1EN_011323																
N18.HOG0000103	OG0000004	n198							GZABCY1EN_007091	GZABGL1EN_009759																
N18.HOG0000104	OG0000004	n201							GZABCY1EN_006065																	
N18.HOG0000105	OG0000004	n259							GZABCY1EN_006066, GZABCY1EN_006067	GZABGL1EN_011198																
N18.HOG0000106	OG0000005	n1							GZABCY1EN_007569, GZABCY1EN_007119																	
N18.HOG0000107	OG0000005	n19							GZABCY1EN_015135	GZABGL1EN_011691																
N18.HOG0000108	OG0000005	n39							GZABCY1EN_015600																	
N18.HOG0000109	OG0000005	n60							GZABCY1EN_015137																	
N18.HOG0000110	OG0000005	n63							GZABCY1EN_015622, GZABCY1EN_015252																	
N18.HOG0000111	OG0000005	n84								GZABGL1EN_011855																
N18.HOG0000112	OG0000005	n107							GZABCY1EN_015130																	
N18.HOG0000113	OG0000005	n112							GZABCY1EN_009931																	
N18.HOG0000114	OG0000005	n119								GZABGL1EN_016103																
N18.HOG0000115	OG0000005	n126								GZABGL1EN_011031																
N18.HOG0000116	OG0000005	n142								GZABGL1EN_011032																
N18.HOG0000117	OG0000005	n149								GZABGL1EN_014442																
N18.HOG0000118	OG0000005	n152							GZABCY1EN_007626																	
N18.HOG0000119	OG0000005	n156								GZABGL1EN_012998																
N18.HOG0000120	OG0000005	n171							GZABCY1EN_010290																	
N18.HOG0000121	OG0000005	n180							GZABCY1EN_007625																	
N18.HOG0000122	OG0000005	n181							GZABCY1EN_000090																	
N18.HOG0000123	OG0000005	n188							GZABCY1EN_015108, GZABCY1EN_015107																	
N18.HOG0000124	OG0000005	n195								GZABGL1EN_016104																
N18.HOG0000125	OG0000005	n200							GZABCY1EN_015127																	
N18.HOG0000126	OG0000005	n204							GZABCY1EN_007921																	
N18.HOG0000127	OG0000005	n205							GZABCY1EN_015672, GZABCY1EN_014656																	
N18.HOG0000128	OG0000005	n209							GZABCY1EN_015261, GZABCY1EN_015277																	
N18.HOG0000129	OG0000005	n211							GZABCY1EN_010291																	
N18.HOG0000130	OG0000005	n218							GZABCY1EN_011933																	
N18.HOG0000131	OG0000005	n229							GZABCY1EN_003671	GZABGL1EN_014811																
N18.HOG0000132	OG0000005	n233							GZABCY1EN_013355																	
N18.HOG0000133	OG0000005	n234								GZABGL1EN_011683																
N18.HOG0000134	OG0000005	n246								GZABGL1EN_007032																
N18.HOG0000135	OG0000005	n262							GZABCY1EN_000676, GZABCY1EN_015280																	
N18.HOG0000136	OG0000005	n269							GZABCY1EN_013339, GZABCY1EN_011934, GZABCY1EN_014883	GZABGL1EN_016028																
N18.HOG0000137	OG0000005	n281							GZABCY1EN_015256, GZABCY1EN_008005, GZABCY1EN_015618, GZABCY1EN_015613, GZABCY1EN_008006, GZABCY1EN_015435																	
N18.HOG0000138	OG0000005	n288							GZABCY1EN_014654, GZABCY1EN_015073																	
N18.HOG0000139	OG0000005	n299							GZABCY1EN_006109, GZABCY1EN_015255																	
N18.HOG0000140	OG0000006	n16							GZABCY1EN_003510, GZABCY1EN_008468	GZABGL1EN_010141																
N18.HOG0000141	OG0000006	n47							GZABCY1EN_007371	GZABGL1EN_013256																
N18.HOG0000142	OG0000006	n70							GZABCY1EN_014338	GZABGL1EN_004221																
N18.HOG0000143	OG0000006	n71							GZABCY1EN_001215	GZABGL1EN_009771																
N18.HOG0000144	OG0000006	n86							GZABCY1EN_004456	GZABGL1EN_013024																
N18.HOG0000145	OG0000006	n110							GZABCY1EN_008753	GZABGL1EN_015769																
N18.HOG0000146	OG0000006	n118							GZABCY1EN_004356	GZABGL1EN_013822																
N18.HOG0000147	OG0000006	n129							GZABCY1EN_003006	GZABGL1EN_003822, GZABGL1EN_007122																
N18.HOG0000148	OG0000006	n155							GZABCY1EN_012964, GZABCY1EN_014611	GZABGL1EN_013874																
N18.HOG0000149	OG0000006	n216							GZABCY1EN_012765	GZABGL1EN_014067																
N18.HOG0000150	OG0000006	n217							GZABCY1EN_008692	GZABGL1EN_010897																
N18.HOG0000151	OG0000006	n249							GZABCY1EN_006103	GZABGL1EN_012764																
N18.HOG0000152	OG0000006	n250							GZABCY1EN_004886	GZABGL1EN_008142																
N18.HOG0000153	OG0000006	n278								GZABGL1EN_003738																
N18.HOG0000154	OG0000006	n279							GZABCY1EN_008335, GZABCY1EN_004612	GZABGL1EN_009233, GZABGL1EN_013976																
N18.HOG0000155	OG0000006	n298							GZABCY1EN_002200	GZABGL1EN_010707																
N18.HOG0000156	OG0000006	n299							GZABCY1EN_012304	GZABGL1EN_007853																
N18.HOG0000157	OG0000007	n4							GZABCY1EN_013439, GZABCY1EN_014642, GZABCY1EN_015597, GZABCY1EN_015064, GZABCY1EN_006183, GZABCY1EN_015649, GZABCY1EN_014801, GZABCY1EN_015235, GZABCY1EN_015234, GZABCY1EN_015257																	
N18.HOG0000158	OG0000007	n62							GZABCY1EN_000077																	
N18.HOG0000159	OG0000007	n116							GZABCY1EN_013310, GZABCY1EN_006062, GZABCY1EN_006070, GZABCY1EN_011986, GZABCY1EN_004485, GZABCY1EN_007930, GZABCY1EN_007929, GZABCY1EN_008095, GZABCY1EN_015124, GZABCY1EN_16022, GZABCY1EN_008101, GZABCY1EN_008122, GZABCY1EN_014854																	
N18.HOG0000160	OG0000007	n161							GZABCY1EN_015488, GZABCY1EN_003790																	
N18.HOG0000161	OG0000007	n164							GZABCY1EN_012045																	
N18.HOG0000162	OG0000007	n261							GZABCY1EN_015037, GZABCY1EN_013377, GZABCY1EN_015804, GZABCY1EN_008094, GZABCY1EN_013309																	
N18.HOG0000163	OG0000007	n269							GZABCY1EN_005973																	
N18.HOG0000164	OG0000007	n278							GZABCY1EN_015677																	
N18.HOG0000165	OG0000007	n290							GZABCY1EN_012120																	
N18.HOG0000166	OG0000007	n293							GZABCY1EN_015262																	
N18.HOG0000167	OG0000008	n7							GZABCY1EN_000504	GZABGL1EN_014827																
N18.HOG0000168	OG0000008	n22							GZABCY1EN_011943, GZABCY1EN_000459	GZABGL1EN_008251																
N18.HOG0000169	OG0000008	n50							GZABCY1EN_004173, GZABCY1EN_001732	GZABGL1EN_014648																
N18.HOG0000170	OG0000008	n55							GZABCY1EN_006590, GZABCY1EN_009233	GZABGL1EN_008626																
N18.HOG0000171	OG0000008	n136							GZABCY1EN_002078	GZABGL1EN_004993																
N18.HOG0000172	OG0000008	n137							GZABCY1EN_009020	GZABGL1EN_015481																
N18.HOG0000173	OG0000008	n160							GZABCY1EN_002527	GZABGL1EN_005969																
N18.HOG0000174	OG0000008	n175							GZABCY1EN_000746, GZABCY1EN_004853	GZABGL1EN_015238																
N18.HOG0000175	OG0000008	n177							GZABCY1EN_004854	GZABGL1EN_008353																
N18.HOG0000176	OG0000008	n199							GZABCY1EN_010679	GZABGL1EN_007253																
N18.HOG0000177	OG0000008	n200							GZABCY1EN_000357	GZABGL1EN_003904																
N18.HOG0000178	OG0000008	n210							GZABCY1EN_009406	GZABGL1EN_004943																
N18.HOG0000179	OG0000008	n237							GZABCY1EN_009602	GZABGL1EN_003476																
N18.HOG0000180	OG0000008	n238							GZABCY1EN_013847	GZABGL1EN_007260																
N18.HOG0000181	OG0000008	n248							GZABCY1EN_001925	GZABGL1EN_013487																
N18.HOG0000182	OG0000008	n260							GZABCY1EN_006926	GZABGL1EN_011456, GZABGL1EN_008167																
N18.HOG0000183	OG0000009	n7							GZABCY1EN_007615	GZABGL1EN_011435																
N18.HOG0000184	OG0000009	n28							GZABCY1EN_007614																	
N18.HOG0000185	OG0000009	n42							GZABCY1EN_014354	GZABGL1EN_003933																
N18.HOG0000186	OG0000009	n57							GZABCY1EN_009748	GZABGL1EN_010109, GZABGL1EN_009952																
N18.HOG0000187	OG0000009	n84							GZABCY1EN_010272	GZABGL1EN_012136																
N18.HOG0000188	OG0000009	n85							GZABCY1EN_001804	GZABGL1EN_009500																
N18.HOG0000189	OG0000009	n87							GZABCY1EN_002213, GZABCY1EN_009035, GZABCY1EN_002214, GZABCY1EN_009036	GZABGL1EN_010675, GZABGL1EN_007226																
N18.HOG0000190	OG0000009	n107								GZABGL1EN_005271																
N18.HOG0000191	OG0000009	n136								GZABGL1EN_005270, GZABGL1EN_005272																
N18.HOG0000192	OG0000009	n138							GZABCY1EN_009456	GZABGL1EN_005273, GZABGL1EN_005269, GZABGL1EN_005268																
N18.HOG0000193	OG0000010	n6								GZABGL1EN_010497																
N18.HOG0000194	OG0000010	n13							GZABCY1EN_007906	GZABGL1EN_014461																
N18.HOG0000195	OG0000010	n14							GZABCY1EN_003758																	
N18.HOG0000196	OG0000010	n52							GZABCY1EN_015610, GZABCY1EN_011362	GZABGL1EN_003564																
N18.HOG0000197	OG0000010	n66							GZABCY1EN_002863	GZABGL1EN_007723, GZABGL1EN_005244																
N18.HOG0000198	OG0000010	n79							GZABCY1EN_009574																	
N18.HOG0000199	OG0000010	n97							GZABCY1EN_006273	GZABGL1EN_014915																
N18.HOG0000200	OG0000010	n109							GZABCY1EN_012164	GZABGL1EN_015788																
N18.HOG0000201	OG0000010	n126							GZABCY1EN_010876	GZABGL1EN_008921																
N18.HOG0000202	OG0000010	n127							GZABCY1EN_005012	GZABGL1EN_011663																
N18.HOG0000203	OG0000010	n160							GZABCY1EN_003367	GZABGL1EN_011906, GZABGL1EN_007485																
N18.HOG0000204	OG0000010	n173							GZABCY1EN_011852	GZABGL1EN_012212																
N18.HOG0000205	OG0000010	n174							GZABCY1EN_005715	GZABGL1EN_003734																
N18.HOG0000206	OG0000010	n190							GZABCY1EN_008369, GZABCY1EN_004645	GZABGL1EN_006611, GZABGL1EN_011178																
N18.HOG0000207	OG0000010	n211							GZABCY1EN_009573	GZABGL1EN_003921																
N18.HOG0000208	OG0000010	n212							GZABCY1EN_013558	GZABGL1EN_013397																
N18.HOG0000209	OG0000010	n217							GZABCY1EN_012161, GZABCY1EN_014722	GZABGL1EN_015785																
N18.HOG0000210	OG0000010	n233							GZABCY1EN_010884, GZABCY1EN_005014	GZABGL1EN_011674, GZABGL1EN_008919																
N18.HOG0000211	OG0000011	n19							GZABCY1EN_011675	GZABGL1EN_014112																
N18.HOG0000212	OG0000011	n20							GZABCY1EN_002485	GZABGL1EN_016178																
N18.HOG0000213	OG0000011	n23							GZABCY1EN_011676	GZABGL1EN_014113																
N18.HOG0000214	OG0000011	n28							GZABCY1EN_013884, GZABCY1EN_013885	GZABGL1EN_008344																
N18.HOG0000215	OG0000011	n43							GZABCY1EN_002428	GZABGL1EN_007051																
N18.HOG0000216	OG0000011	n44							GZABCY1EN_005230	GZABGL1EN_010998																
N18.HOG0000217	OG0000011	n46							GZABCY1EN_013949	GZABGL1EN_008579																
N18.HOG0000218	OG0000011	n47							GZABCY1EN_006095	GZABGL1EN_014993																
N18.HOG0000219	OG0000011	n52							GZABCY1EN_014844, GZABCY1EN_011238																	
N18.HOG0000220	OG0000011	n55							GZABCY1EN_005331	GZABGL1EN_016019																
N18.HOG0000221	OG0000011	n56							GZABCY1EN_007859	GZABGL1EN_004668, GZABGL1EN_004670																
N18.HOG0000222	OG0000011	n58							GZABCY1EN_002476	GZABGL1EN_009209, GZABGL1EN_009210																
N18.HOG0000223	OG0000011	n60							GZABCY1EN_006857, GZABCY1EN_015691	GZABGL1EN_008683																
N18.HOG0000224	OG0000011	n64							GZABCY1EN_001200	GZABGL1EN_007357																
N18.HOG0000225	OG0000011	n65							GZABCY1EN_010728	GZABGL1EN_003319																
N18.HOG0000226	OG0000011	n66							GZABCY1EN_010729, GZABCY1EN_001203	GZABGL1EN_003320																
N18.HOG0000227	OG0000011	n73								GZABGL1EN_016020																
N18.HOG0000228	OG0000012	n19								GZABGL1EN_16633																
N18.HOG0000229	OG0000012	n58							GZABCY1EN_15962, GZABCY1EN_15977	GZABGL1EN_16550																
N18.HOG0000230	OG0000012	n77								GZABGL1EN_012996																
N18.HOG0000231	OG0000013	n2							GZABCY1EN_010079																	
N18.HOG0000232	OG0000013	n12							GZABCY1EN_010112																	
N18.HOG0000233	OG0000013	n31							GZABCY1EN_015212																	
N18.HOG0000234	OG0000013	n48							GZABCY1EN_010072																	
N18.HOG0000235	OG0000013	n56							GZABCY1EN_014424																	
N18.HOG0000236	OG0000013	n57							GZABCY1EN_015263																	
N18.HOG0000237	OG0000013	n102							GZABCY1EN_011697																	
N18.HOG0000238	OG0000013	n104							GZABCY1EN_003913																	
N18.HOG0000239	OG0000013	n114							GZABCY1EN_005911																	
N18.HOG0000240	OG0000013	n117							GZABCY1EN_015083																	
N18.HOG0000241	OG0000013	n118							GZABCY1EN_006003																	
N18.HOG0000242	OG0000013	n136							GZABCY1EN_011673	GZABGL1EN_004657																
N18.HOG0000243	OG0000013	n150							GZABCY1EN_006237, GZABCY1EN_008229																	
N18.HOG0000244	OG0000013	n153							GZABCY1EN_015265, GZABCY1EN_015312, GZABCY1EN_011560																	
N18.HOG0000245	OG0000013	n165							GZABCY1EN_003914																	
N18.HOG0000246	OG0000013	n187							GZABCY1EN_000010	GZABGL1EN_010679																
N18.HOG0000247	OG0000013	n188							GZABCY1EN_013395, GZABCY1EN_013392	GZABGL1EN_014890																
N18.HOG0000248	OG0000013	n197							GZABCY1EN_015500, GZABCY1EN_015652, GZABCY1EN_015066																	
N18.HOG0000249	OG0000013	n229								GZABGL1EN_014505																
N18.HOG0000250	OG0000014	n35							GZABCY1EN_006562, GZABCY1EN_003935	GZABGL1EN_012977, GZABGL1EN_015506																
N18.HOG0000251	OG0000014	n75							GZABCY1EN_012988	GZABGL1EN_015586																
N18.HOG0000252	OG0000014	n87							GZABCY1EN_010544	GZABGL1EN_008714																
N18.HOG0000253	OG0000014	n88							GZABCY1EN_013796	GZABGL1EN_010064																
N18.HOG0000254	OG0000014	n96							GZABCY1EN_004594																	
N18.HOG0000255	OG0000014	n109							GZABCY1EN_002202	GZABGL1EN_007861																
N18.HOG0000256	OG0000014	n110							GZABCY1EN_012240	GZABGL1EN_010708																
N18.HOG0000257	OG0000014	n186							GZABCY1EN_008688, GZABCY1EN_012742	GZABGL1EN_010908, GZABGL1EN_013069																
N18.HOG0000258	OG0000014	n191							GZABCY1EN_000380	GZABGL1EN_003366																
N18.HOG0000259	OG0000014	n205								GZABGL1EN_007236																
N18.HOG0000260	OG0000015	n7							GZABCY1EN_002455	GZABGL1EN_014944																
N18.HOG0000261	OG0000015	n30							GZABCY1EN_000002, GZABCY1EN_002961	GZABGL1EN_003203																
N18.HOG0000262	OG0000015	n48							GZABCY1EN_003500, GZABCY1EN_010616	GZABGL1EN_006454																
N18.HOG0000263	OG0000015	n67							GZABCY1EN_006985	GZABGL1EN_011961																
N18.HOG0000264	OG0000015	n68							GZABCY1EN_008546	GZABGL1EN_015452																
N18.HOG0000265	OG0000015	n95							GZABCY1EN_001518	GZABGL1EN_013904, GZABGL1EN_005974																
N18.HOG0000266	OG0000015	n107							GZABCY1EN_009668	GZABGL1EN_004384																
N18.HOG0000267	OG0000015	n111							GZABCY1EN_005337	GZABGL1EN_013222																
N18.HOG0000268	OG0000015	n144							GZABCY1EN_005867, GZABCY1EN_013522	GZABGL1EN_008889, GZABGL1EN_011356																
N18.HOG0000269	OG0000015	n173								GZABGL1EN_014166																
N18.HOG0000270	OG0000015	n178							GZABCY1EN_000548, GZABCY1EN_012024	GZABGL1EN_008536																
N18.HOG0000271	OG0000016	n1							GZABCY1EN_010332, GZABCY1EN_003459	GZABGL1EN_015418, GZABGL1EN_012078																
N18.HOG0000272	OG0000016	n36							GZABCY1EN_002640, GZABCY1EN_003544, GZABCY1EN_005899	GZABGL1EN_013183, GZABGL1EN_014868																
N18.HOG0000273	OG0000016	n79							GZABCY1EN_001286, GZABCY1EN_009253	GZABGL1EN_004717																
N18.HOG0000274	OG0000016	n111							GZABCY1EN_004476	GZABGL1EN_005685, GZABGL1EN_013025																
N18.HOG0000275	OG0000016	n115							GZABCY1EN_008938																	
N18.HOG0000276	OG0000016	n140							GZABCY1EN_002804	GZABGL1EN_013404																
N18.HOG0000277	OG0000016	n141							GZABCY1EN_011498	GZABGL1EN_014513																
N18.HOG0000278	OG0000016	n160							GZABCY1EN_005609	GZABGL1EN_003685																
N18.HOG0000279	OG0000017	n21							GZABCY1EN_014337																	
N18.HOG0000280	OG0000017	n57							GZABCY1EN_012326																	
N18.HOG0000281	OG0000017	n77							GZABCY1EN_011190, GZABCY1EN_013852	GZABGL1EN_008555, GZABGL1EN_009083																
N18.HOG0000282	OG0000017	n86							GZABCY1EN_009427	GZABGL1EN_007542																
