HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N11.HOG0000041	OG0000001	n122					GGMULA1EN_002030	GGRHOR1EN_002900								GZMUCI1EN_005087	GZMUCI2EN_004761	GZMUFR1EN_009532	GZMUHI1EN_009424	GZMUPL2EN_008216		GZRHMI1EN_004275	GZRHST1EN_008675, GZRHST1EN_006792			
N11.HOG0000042	OG0000001	n142					GGMULA1EN_001787	GGRHOR1EN_004262								GZMUCI1EN_004273	GZMUCI2EN_010670	GZMUFR1EN_005622	GZMUHI1EN_008573	GZMUPL2EN_005760		GZRHMI1EN_004642	GZRHST1EN_002349			
N11.HOG0000043	OG0000001	n151					GGMULA1EN_009159	GGRHOR1EN_009465, GGRHOR1EN_005943								GZMUCI1EN_007723	GZMUCI2EN_008976	GZMUFR1EN_002864	GZMUHI1EN_010091	GZMUPL2EN_010302		GZRHMI1EN_003289	GZRHST1EN_007988, GZRHST1EN_000839			
N11.HOG0000044	OG0000001	n169					GGMULA1EN_007912	GGRHOR1EN_003843, GGRHOR1EN_010453								GZMUCI1EN_006305	GZMUCI2EN_007337	GZMUFR1EN_003007	GZMUHI1EN_005282	GZMUPL2EN_010250		GZRHMI1EN_009954	GZRHST1EN_003281			
N11.HOG0000045	OG0000001	n195					GGMULA1EN_008012	GGRHOR1EN_007606, GGRHOR1EN_004044								GZMUCI1EN_005865	GZMUCI2EN_006297	GZMUFR1EN_002522	GZMUHI1EN_011174	GZMUPL2EN_003094		GZRHMI1EN_000703	GZRHST1EN_000925, GZRHST1EN_001425			
N11.HOG0000046	OG0000001	n227					GGMULA1EN_009346	GGRHOR1EN_010949								GZMUCI1EN_001276	GZMUCI2EN_000316	GZMUFR1EN_008338		GZMUPL2EN_002165		GZRHMI1EN_002315	GZRHST1EN_009714			
N11.HOG0000047	OG0000001	n234					GGMULA1EN_001542	GGRHOR1EN_006130								GZMUCI1EN_007838	GZMUCI2EN_008560	GZMUFR1EN_001052	GZMUHI1EN_006293	GZMUPL2EN_000826		GZRHMI1EN_009748	GZRHST1EN_007958, GZRHST1EN_000889			
N11.HOG0000048	OG0000001	n277					GGMULA1EN_009479	GGRHOR1EN_004633, GGRHOR1EN_004998								GZMUCI1EN_011263	GZMUCI2EN_011343	GZMUFR1EN_001019	GZMUHI1EN_000823	GZMUPL2EN_001641		GZRHMI1EN_004442	GZRHST1EN_000392, GZRHST1EN_002880			
N11.HOG0000049	OG0000001	n293					GGMULA1EN_010200	GGRHOR1EN_007827								GZMUCI1EN_002390	GZMUCI2EN_003590	GZMUFR1EN_007379	GZMUHI1EN_001333	GZMUPL2EN_003837		GZRHMI1EN_000891	GZRHST1EN_009779			
N11.HOG0000050	OG0000001	n302					GGMULA1EN_004996	GGRHOR1EN_003871, GGRHOR1EN_004216								GZMUCI1EN_008300	GZMUCI2EN_008010	GZMUFR1EN_006024	GZMUHI1EN_000783	GZMUPL2EN_001164		GZRHMI1EN_000541	GZRHST1EN_009115, GZRHST1EN_003239			
N11.HOG0000051	OG0000001	n327					GGMULA1EN_005032	GGRHOR1EN_010972, GGRHOR1EN_005282								GZMUCI1EN_007907	GZMUCI2EN_008498	GZMUFR1EN_000675	GZMUHI1EN_000102	GZMUPL2EN_000766		GZRHMI1EN_006787	GZRHST1EN_004766			
N11.HOG0000052	OG0000001	n349																	GZMUHI1EN_006748			GZRHMI1EN_009662	GZRHST1EN_008237, GZRHST1EN_009713			
N11.HOG0000053	OG0000001	n363					GGMULA1EN_005382	GGRHOR1EN_008434, GGRHOR1EN_000490								GZMUCI1EN_010615	GZMUCI2EN_010380	GZMUFR1EN_010382	GZMUHI1EN_012266	GZMUPL2EN_009375		GZRHMI1EN_005199	GZRHST1EN_003877			
N11.HOG0000054	OG0000001	n376					GGMULA1EN_000501									GZMUCI1EN_003289	GZMUCI2EN_002353	GZMUFR1EN_003515	GZMUHI1EN_002479	GZMUPL2EN_006981						
N11.HOG0000055	OG0000001	n407					GGMULA1EN_008448	GGRHOR1EN_011888, GGRHOR1EN_002305								GZMUCI1EN_008615	GZMUCI2EN_007846	GZMUFR1EN_006126	GZMUHI1EN_010311	GZMUPL2EN_001363		GZRHMI1EN_002779	GZRHST1EN_006617, GZRHST1EN_011265			
N11.HOG0000056	OG0000001	n423						GGRHOR1EN_14088, GGRHOR1EN_010014														GZRHMI1EN_000063	GZRHST1EN_009967			
N11.HOG0000057	OG0000002	n6					GGMULA1EN_009038	GGRHOR1EN_006791, GGRHOR1EN_011949								GZMUCI1EN_003052	GZMUCI2EN_002584	GZMUFR1EN_003437	GZMUHI1EN_006433	GZMUPL2EN_006353		GZRHMI1EN_002606	GZRHST1EN_006607			
N11.HOG0000058	OG0000002	n27					GGMULA1EN_004776															GZRHMI1EN_000398				
N11.HOG0000059	OG0000002	n46					GGMULA1EN_005192	GGRHOR1EN_002220								GZMUCI1EN_005189	GZMUCI2EN_004651	GZMUFR1EN_007866	GZMUHI1EN_009752	GZMUPL2EN_004677		GZRHMI1EN_003971	GZRHST1EN_012216			
N11.HOG0000060	OG0000002	n54					GGMULA1EN_003551	GGRHOR1EN_009715								GZMUCI1EN_009824	GZMUCI2EN_009711	GZMUFR1EN_006606	GZMUHI1EN_008851	GZMUPL2EN_000182		GZRHMI1EN_003829	GZRHST1EN_000480			
N11.HOG0000061	OG0000002	n62					GGMULA1EN_007306, GGMULA1EN_002674	GGRHOR1EN_008702								GZMUCI1EN_003250, GZMUCI1EN_010503	GZMUCI2EN_002394, GZMUCI2EN_010240	GZMUFR1EN_003465, GZMUFR1EN_010617	GZMUHI1EN_002823, GZMUHI1EN_005970	GZMUPL2EN_006957, GZMUPL2EN_006956, GZMUPL2EN_009896		GZRHMI1EN_009936	GZRHST1EN_012380			
N11.HOG0000062	OG0000002	n117														GZMUCI1EN_009549	GZMUCI2EN_003022	GZMUFR1EN_003229		GZMUPL2EN_006475						
N11.HOG0000063	OG0000002	n127					GGMULA1EN_009467	GGRHOR1EN_010057								GZMUCI1EN_008576	GZMUCI2EN_007891	GZMUFR1EN_006054	GZMUHI1EN_000840	GZMUPL2EN_001057		GZRHMI1EN_005301	GZRHST1EN_010155, GZRHST1EN_004072			
N11.HOG0000064	OG0000002	n147					GGMULA1EN_010191									GZMUCI1EN_002294	GZMUCI2EN_003542	GZMUFR1EN_011233	GZMUHI1EN_001323	GZMUPL2EN_003826						
N11.HOG0000065	OG0000002	n156					GGMULA1EN_010222	GGRHOR1EN_009150, GGRHOR1EN_013007								GZMUCI1EN_008248	GZMUCI2EN_008061	GZMUFR1EN_005973	GZMUHI1EN_003720	GZMUPL2EN_009138		GZRHMI1EN_006934	GZRHST1EN_003184, GZRHST1EN_000230			
N11.HOG0000066	OG0000002	n167						GGRHOR1EN_000298								GZMUCI1EN_008356	GZMUCI2EN_007951		GZMUHI1EN_008373	GZMUPL2EN_001297		GZRHMI1EN_003588	GZRHST1EN_011028, GZRHST1EN_008569			
N11.HOG0000067	OG0000002	n189					GGMULA1EN_007440	GGRHOR1EN_003929, GGRHOR1EN_008556								GZMUCI1EN_006402	GZMUCI2EN_007243	GZMUFR1EN_001452	GZMUHI1EN_005921	GZMUPL2EN_008791		GZRHMI1EN_001706	GZRHST1EN_009099, GZRHST1EN_012302			
N11.HOG0000068	OG0000002	n217					GGMULA1EN_005969	GGRHOR1EN_012462								GZMUCI1EN_005093	GZMUCI2EN_004756	GZMUFR1EN_009536	GZMUHI1EN_009796	GZMUPL2EN_008212		GZRHMI1EN_001476	GZRHST1EN_004886, GZRHST1EN_009224			
N11.HOG0000069	OG0000002	n241					GGMULA1EN_007340	GGRHOR1EN_006224, GGRHOR1EN_010297								GZMUCI1EN_007198	GZMUCI2EN_009204	GZMUFR1EN_009256	GZMUHI1EN_009920	GZMUPL2EN_007361		GZRHMI1EN_010017	GZRHST1EN_009618, GZRHST1EN_008889, GZRHST1EN_009619			
N11.HOG0000070	OG0000002	n260														GZMUCI1EN_000494	GZMUCI2EN_000698	GZMUFR1EN_005540		GZMUPL2EN_005463		GZRHMI1EN_006085	GZRHST1EN_001358			
N11.HOG0000071	OG0000002	n302					GGMULA1EN_008880	GGRHOR1EN_009632, GGRHOR1EN_002297								GZMUCI1EN_001934	GZMUCI2EN_009943	GZMUFR1EN_004567	GZMUHI1EN_001661	GZMUPL2EN_006027		GZRHMI1EN_005611	GZRHST1EN_011197			
N11.HOG0000072	OG0000002	n311					GGMULA1EN_009498									GZMUCI1EN_004717	GZMUCI2EN_005152	GZMUFR1EN_009404	GZMUHI1EN_003070	GZMUPL2EN_008288			GZRHST1EN_006651			
N11.HOG0000073	OG0000002	n324					GGMULA1EN_002456	GGRHOR1EN_011448								GZMUCI1EN_010833	GZMUCI2EN_010576	GZMUFR1EN_010761	GZMUHI1EN_006086	GZMUPL2EN_009465		GZRHMI1EN_006443	GZRHST1EN_007029			
N11.HOG0000074	OG0000002	n336					GGMULA1EN_010294	GGRHOR1EN_009990								GZMUCI1EN_004808	GZMUCI2EN_005119	GZMUFR1EN_009235	GZMUHI1EN_004347	GZMUPL2EN_007496		GZRHMI1EN_009812	GZRHST1EN_005102, GZRHST1EN_012041			
N11.HOG0000075	OG0000003	n68					GGMULA1EN_003092	GGRHOR1EN_004711, GGRHOR1EN_010988								GZMUCI1EN_006634	GZMUCI2EN_007027	GZMUFR1EN_001156	GZMUHI1EN_003457	GZMUPL2EN_009034		GZRHMI1EN_002389				
N11.HOG0000076	OG0000003	n110					GGMULA1EN_007634	GGRHOR1EN_000027, GGRHOR1EN_006991								GZMUCI1EN_009362, GZMUCI1EN_010531	GZMUCI2EN_002834, GZMUCI2EN_009632	GZMUFR1EN_003337, GZMUFR1EN_010461, GZMUFR1EN_006115	GZMUHI1EN_005467, GZMUHI1EN_009007	GZMUPL2EN_004390, GZMUPL2EN_004391, GZMUPL2EN_006545, GZMUPL2EN_004392, GZMUPL2EN_004389		GZRHMI1EN_004951	GZRHST1EN_012095, GZRHST1EN_007630, GZRHST1EN_007625, GZRHST1EN_007620			
N11.HOG0000077	OG0000003	n138					GGMULA1EN_008492	GGRHOR1EN_007333, GGRHOR1EN_007576								GZMUCI1EN_005149	GZMUCI2EN_004679	GZMUFR1EN_009682	GZMUHI1EN_010515	GZMUPL2EN_007784		GZRHMI1EN_007987	GZRHST1EN_000463, GZRHST1EN_006160			
N11.HOG0000078	OG0000003	n158					GGMULA1EN_005640									GZMUCI1EN_010672	GZMUCI2EN_010455	GZMUFR1EN_010953	GZMUHI1EN_007232	GZMUPL2EN_009426						
N11.HOG0000079	OG0000003	n170														GZMUCI1EN_011169	GZMUCI2EN_011251	GZMUFR1EN_001404								
N11.HOG0000080	OG0000003	n173					GGMULA1EN_001461, GGMULA1EN_009278	GGRHOR1EN_007715								GZMUCI1EN_001787, GZMUCI1EN_001785	GZMUCI2EN_001763, GZMUCI2EN_001764	GZMUFR1EN_004209, GZMUFR1EN_004210	GZMUHI1EN_006370	GZMUPL2EN_011273			GZRHST1EN_004834			
N11.HOG0000081	OG0000003	n184					GGMULA1EN_010041	GGRHOR1EN_000727, GGRHOR1EN_000714, GGRHOR1EN_006527								GZMUCI1EN_001358, GZMUCI1EN_008603	GZMUCI2EN_000436, GZMUCI2EN_007925	GZMUFR1EN_008682, GZMUFR1EN_006400	GZMUHI1EN_008348	GZMUPL2EN_006798, GZMUPL2EN_000360		GZRHMI1EN_001134	GZRHST1EN_011289, GZRHST1EN_011898			
N11.HOG0000082	OG0000003	n214					GGMULA1EN_004887	GGRHOR1EN_013026, GGRHOR1EN_009138								GZMUCI1EN_011381	GZMUCI2EN_011366		GZMUHI1EN_008952	GZMUPL2EN_000890		GZRHMI1EN_006919	GZRHST1EN_009054			
N11.HOG0000083	OG0000003	n237					GGMULA1EN_010624	GGRHOR1EN_000363								GZMUCI1EN_005904	GZMUCI2EN_006394	GZMUFR1EN_001978	GZMUHI1EN_011449, GZMUHI1EN_000320	GZMUPL2EN_003203		GZRHMI1EN_008428	GZRHST1EN_002175			
N11.HOG0000084	OG0000003	n261					GGMULA1EN_004916, GGMULA1EN_002569	GGRHOR1EN_008481								GZMUCI1EN_008725, GZMUCI1EN_005995, GZMUCI1EN_009232	GZMUCI2EN_007738, GZMUCI2EN_006425, GZMUCI2EN_002219	GZMUFR1EN_002001, GZMUFR1EN_003718	GZMUHI1EN_010428, GZMUHI1EN_008727, GZMUHI1EN_007188	GZMUPL2EN_000068, GZMUPL2EN_002795, GZMUPL2EN_002351		GZRHMI1EN_004386	GZRHST1EN_008667			
N11.HOG0000085	OG0000003	n283					GGMULA1EN_001834	GGRHOR1EN_013692								GZMUCI1EN_004115	GZMUCI2EN_010858	GZMUFR1EN_004892	GZMUHI1EN_010039	GZMUPL2EN_005603		GZRHMI1EN_007796	GZRHST1EN_011476			
N11.HOG0000086	OG0000004	n30					GGMULA1EN_007404	GGRHOR1EN_007111								GZMUCI1EN_009145	GZMUCI2EN_004174	GZMUFR1EN_007387	GZMUHI1EN_000226	GZMUPL2EN_003940		GZRHMI1EN_006886	GZRHST1EN_011052			
N11.HOG0000087	OG0000004	n47														GZMUCI1EN_001100	GZMUCI2EN_000797	GZMUFR1EN_005036, GZMUFR1EN_002106	GZMUHI1EN_007626, GZMUHI1EN_007623, GZMUHI1EN_012367, GZMUHI1EN_006600, GZMUHI1EN_003407	GZMUPL2EN_005054, GZMUPL2EN_005055, GZMUPL2EN_010355						
N11.HOG0000088	OG0000004	n109														GZMUCI1EN_003982, GZMUCI1EN_006770	GZMUCI2EN_010954, GZMUCI2EN_006893	GZMUFR1EN_005415, GZMUFR1EN_000493	GZMUHI1EN_005941, GZMUHI1EN_003581	GZMUPL2EN_005858, GZMUPL2EN_009054						
N11.HOG0000089	OG0000004	n120					GGMULA1EN_006319	GGRHOR1EN_004254								GZMUCI1EN_004477	GZMUCI2EN_005247	GZMUFR1EN_009703	GZMUHI1EN_001707	GZMUPL2EN_007713		GZRHMI1EN_004747	GZRHST1EN_001906			
N11.HOG0000090	OG0000004	n148					GGMULA1EN_006320, GGMULA1EN_009986	GGRHOR1EN_006736, GGRHOR1EN_002694, GGRHOR1EN_006497, GGRHOR1EN_006500, GGRHOR1EN_006502, GGRHOR1EN_006504, GGRHOR1EN_004828, GGRHOR1EN_008345, GGRHOR1EN_006898								GZMUCI1EN_007116, GZMUCI1EN_004476, GZMUCI1EN_005440, GZMUCI1EN_005439	GZMUCI2EN_006551, GZMUCI2EN_005246, GZMUCI2EN_005530, GZMUCI2EN_005531	GZMUFR1EN_001625, GZMUFR1EN_003123, GZMUFR1EN_009704, GZMUFR1EN_010155, GZMUFR1EN_010156	GZMUHI1EN_001706	GZMUPL2EN_001733, GZMUPL2EN_007714, GZMUPL2EN_007388		GZRHMI1EN_004148, GZRHMI1EN_003640, GZRHMI1EN_003626, GZRHMI1EN_003610, GZRHMI1EN_008561, GZRHMI1EN_003725, GZRHMI1EN_003726	GZRHST1EN_002945, GZRHST1EN_000772, GZRHST1EN_002944, GZRHST1EN_008952, GZRHST1EN_002943, GZRHST1EN_002889, GZRHST1EN_002946, GZRHST1EN_002907, GZRHST1EN_007160, GZRHST1EN_007161			
N11.HOG0000091	OG0000004	n201																GZMUFR1EN_003124	GZMUHI1EN_004575	GZMUPL2EN_010354		GZRHMI1EN_004149				
N11.HOG0000092	OG0000004	n223					GGMULA1EN_004071									GZMUCI1EN_000241	GZMUCI2EN_003354	GZMUFR1EN_011080	GZMUHI1EN_001708, GZMUHI1EN_008019	GZMUPL2EN_004614						
N11.HOG0000093	OG0000004	n259						GGRHOR1EN_006735											GZMUHI1EN_004574, GZMUHI1EN_007625, GZMUHI1EN_008018			GZRHMI1EN_003724				
N11.HOG0000094	OG0000005	n1						GGRHOR1EN_008696															GZRHST1EN_002905			
N11.HOG0000095	OG0000005	n12															GZMUCI2EN_12017									
N11.HOG0000096	OG0000005	n16																	GZMUHI1EN_008853, GZMUHI1EN_012034							
N11.HOG0000097	OG0000005	n28						GGRHOR1EN_007409								GZMUCI1EN_001414										
N11.HOG0000098	OG0000005	n30						GGRHOR1EN_009373, GGRHOR1EN_009369																		
N11.HOG0000099	OG0000005	n32						GGRHOR1EN_004674								GZMUCI1EN_009135	GZMUCI2EN_004197									
N11.HOG0000100	OG0000005	n34					GGMULA1EN_007757	GGRHOR1EN_009545								GZMUCI1EN_004791		GZMUFR1EN_008541					GZRHST1EN_011340			
N11.HOG0000101	OG0000005	n39					GGMULA1EN_008869, GGMULA1EN_006180	GGRHOR1EN_007621								GZMUCI1EN_004956, GZMUCI1EN_011692, GZMUCI1EN_007079	GZMUCI2EN_004897, GZMUCI2EN_011568, GZMUCI2EN_001754	GZMUFR1EN_004653, GZMUFR1EN_001299, GZMUFR1EN_006240, GZMUFR1EN_009220, GZMUFR1EN_001430	GZMUHI1EN_012032, GZMUHI1EN_002942			GZRHMI1EN_005817				
N11.HOG0000102	OG0000005	n60																				GZRHMI1EN_006452				
