HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N19.HOG0000016	OG0000000	n446									GZCUBL1EN_003966	GZCUEC1EN_000566														
N19.HOG0000017	OG0000000	n466									GZCUBL1EN_001780	GZCUEC1EN_007244														
N19.HOG0000018	OG0000000	n475									GZCUBL1EN_000411															
N19.HOG0000019	OG0000000	n518									GZCUBL1EN_008481	GZCUEC1EN_008843														
N19.HOG0000020	OG0000000	n536									GZCUBL1EN_001990	GZCUEC1EN_007492														
N19.HOG0000021	OG0000001	n5									GZCUBL1EN_002944	GZCUEC1EN_007737														
N19.HOG0000022	OG0000001	n25									GZCUBL1EN_003927	GZCUEC1EN_000517														
N19.HOG0000023	OG0000001	n61										GZCUEC1EN_001501														
N19.HOG0000024	OG0000001	n63									GZCUBL1EN_008859	GZCUEC1EN_003680														
N19.HOG0000025	OG0000001	n92									GZCUBL1EN_006816	GZCUEC1EN_001502														
N19.HOG0000026	OG0000001	n97									GZCUBL1EN_009960	GZCUEC1EN_010809														
N19.HOG0000027	OG0000001	n125									GZCUBL1EN_003240	GZCUEC1EN_001649														
N19.HOG0000028	OG0000001	n126									GZCUBL1EN_000658	GZCUEC1EN_004353														
N19.HOG0000029	OG0000001	n151									GZCUBL1EN_006983	GZCUEC1EN_006524														
N19.HOG0000030	OG0000001	n169									GZCUBL1EN_003958	GZCUEC1EN_000555														
N19.HOG0000031	OG0000001	n185									GZCUBL1EN_001893	GZCUEC1EN_007399														
N19.HOG0000032	OG0000001	n195									GZCUBL1EN_005454	GZCUEC1EN_005822														
N19.HOG0000033	OG0000001	n218									GZCUBL1EN_010754	GZCUEC1EN_010045														
N19.HOG0000034	OG0000001	n254									GZCUBL1EN_003274	GZCUEC1EN_001679														
N19.HOG0000035	OG0000001	n271									GZCUBL1EN_000794	GZCUEC1EN_004316														
N19.HOG0000036	OG0000001	n277									GZCUBL1EN_009038	GZCUEC1EN_003780														
N19.HOG0000037	OG0000001	n303									GZCUBL1EN_006840	GZCUEC1EN_001527														
N19.HOG0000038	OG0000001	n320									GZCUBL1EN_002412	GZCUEC1EN_002825														
N19.HOG0000039	OG0000001	n327									GZCUBL1EN_008452	GZCUEC1EN_008897														
N19.HOG0000040	OG0000001	n349									GZCUBL1EN_008133															
N19.HOG0000041	OG0000001	n376									GZCUBL1EN_004115	GZCUEC1EN_000469														
N19.HOG0000042	OG0000001	n400									GZCUBL1EN_002105	GZCUEC1EN_002995														
N19.HOG0000043	OG0000001	n407									GZCUBL1EN_006863	GZCUEC1EN_001556														
N19.HOG0000044	OG0000002	n6									GZCUBL1EN_010159	GZCUEC1EN_005636, GZCUEC1EN_010566														
N19.HOG0000045	OG0000002	n27									GZCUBL1EN_000203															
N19.HOG0000046	OG0000002	n32									GZCUBL1EN_001225	GZCUEC1EN_008350														
N19.HOG0000047	OG0000002	n62									GZCUBL1EN_002807	GZCUEC1EN_000945														
N19.HOG0000048	OG0000002	n122									GZCUBL1EN_005882	GZCUEC1EN_005637														
N19.HOG0000049	OG0000002	n127									GZCUBL1EN_009773	GZCUEC1EN_010931														
N19.HOG0000050	OG0000002	n147									GZCUBL1EN_008917	GZCUEC1EN_003712														
N19.HOG0000051	OG0000002	n167									GZCUBL1EN_001358	GZCUEC1EN_008404														
N19.HOG0000052	OG0000002	n189									GZCUBL1EN_003576	GZCUEC1EN_001196														
N19.HOG0000053	OG0000002	n217									GZCUBL1EN_009046	GZCUEC1EN_003795														
N19.HOG0000054	OG0000002	n241									GZCUBL1EN_000861	GZCUEC1EN_004284														
N19.HOG0000055	OG0000002	n260									GZCUBL1EN_002658	GZCUEC1EN_001950														
N19.HOG0000056	OG0000002	n274									GZCUBL1EN_009084	GZCUEC1EN_003743														
N19.HOG0000057	OG0000002	n294									GZCUBL1EN_008408	GZCUEC1EN_008802														
N19.HOG0000058	OG0000002	n300									GZCUBL1EN_010326	GZCUEC1EN_010399														
N19.HOG0000059	OG0000003	n79									GZCUBL1EN_005755	GZCUEC1EN_005286														
N19.HOG0000060	OG0000003	n85									GZCUBL1EN_005754	GZCUEC1EN_005285														
N19.HOG0000061	OG0000003	n110									GZCUBL1EN_005241	GZCUEC1EN_009307														
N19.HOG0000062	OG0000003	n138									GZCUBL1EN_003470	GZCUEC1EN_001074														
N19.HOG0000063	OG0000003	n200									GZCUBL1EN_005817	GZCUEC1EN_005508														
N19.HOG0000064	OG0000003	n204									GZCUBL1EN_005821	GZCUEC1EN_005615														
N19.HOG0000065	OG0000003	n210									GZCUBL1EN_007474	GZCUEC1EN_000018														
N19.HOG0000066	OG0000003	n214									GZCUBL1EN_005815	GZCUEC1EN_005507														
N19.HOG0000067	OG0000003	n238									GZCUBL1EN_000011	GZCUEC1EN_010008														
N19.HOG0000068	OG0000003	n244									GZCUBL1EN_006678	GZCUEC1EN_000883														
N19.HOG0000069	OG0000003	n261									GZCUBL1EN_002997	GZCUEC1EN_007771														
N19.HOG0000070	OG0000003	n283									GZCUBL1EN_007823	GZCUEC1EN_006538														
N19.HOG0000071	OG0000004	n53									GZCUBL1EN_004690	GZCUEC1EN_004634														
N19.HOG0000072	OG0000004	n54									GZCUBL1EN_004701	GZCUEC1EN_002760														
N19.HOG0000073	OG0000004	n55									GZCUBL1EN_002299, GZCUBL1EN_002300	GZCUEC1EN_004588														
N19.HOG0000074	OG0000004	n57									GZCUBL1EN_006624, GZCUBL1EN_006623, GZCUBL1EN_006619, GZCUBL1EN_006618, GZCUBL1EN_006622, GZCUBL1EN_006620	GZCUEC1EN_007544														
N19.HOG0000075	OG0000004	n70									GZCUBL1EN_009119	GZCUEC1EN_003924														
N19.HOG0000076	OG0000004	n80									GZCUBL1EN_009122	GZCUEC1EN_003923, GZCUEC1EN_003925														
N19.HOG0000077	OG0000004	n82									GZCUBL1EN_008870	GZCUEC1EN_003653														
N19.HOG0000078	OG0000004	n84									GZCUBL1EN_008868, GZCUBL1EN_008869, GZCUBL1EN_008867	GZCUEC1EN_003654, GZCUEC1EN_003655, GZCUEC1EN_003652														
N19.HOG0000079	OG0000004	n89									GZCUBL1EN_009111, GZCUBL1EN_009112	GZCUEC1EN_003916														
N19.HOG0000080	OG0000004	n91									GZCUBL1EN_003833	GZCUEC1EN_000696														
N19.HOG0000081	OG0000004	n92									GZCUBL1EN_003144, GZCUBL1EN_009121	GZCUEC1EN_003922														
N19.HOG0000082	OG0000004	n94									GZCUBL1EN_009120, GZCUBL1EN_003815	GZCUEC1EN_000698														
N19.HOG0000083	OG0000004	n120									GZCUBL1EN_005722, GZCUBL1EN_010114	GZCUEC1EN_005288														
N19.HOG0000084	OG0000004	n148									GZCUBL1EN_002301	GZCUEC1EN_004587														
N19.HOG0000085	OG0000004	n201										GZCUEC1EN_007515														
N19.HOG0000086	OG0000004	n259									GZCUBL1EN_004689	GZCUEC1EN_004633														
N19.HOG0000087	OG0000005	n19										GZCUEC1EN_009035														
N19.HOG0000088	OG0000005	n63									GZCUBL1EN_007342															
N19.HOG0000089	OG0000005	n102									GZCUBL1EN_001219															
N19.HOG0000090	OG0000005	n107									GZCUBL1EN_007901															
N19.HOG0000091	OG0000005	n112									GZCUBL1EN_007314															
N19.HOG0000092	OG0000005	n205									GZCUBL1EN_003779	GZCUEC1EN_005048														
N19.HOG0000093	OG0000005	n222									GZCUBL1EN_006507	GZCUEC1EN_009730														
N19.HOG0000094	OG0000005	n223									GZCUBL1EN_007227	GZCUEC1EN_009036														
N19.HOG0000095	OG0000005	n262										GZCUEC1EN_007556														
N19.HOG0000096	OG0000005	n276									GZCUBL1EN_010753, GZCUBL1EN_006320	GZCUEC1EN_005059														
N19.HOG0000097	OG0000005	n281									GZCUBL1EN_004555	GZCUEC1EN_011015														
N19.HOG0000098	OG0000005	n288									GZCUBL1EN_006520, GZCUBL1EN_010531	GZCUEC1EN_006046														
N19.HOG0000099	OG0000005	n293									GZCUBL1EN_000158, GZCUBL1EN_010181, GZCUBL1EN_000157, GZCUBL1EN_007248															
N19.HOG0000100	OG0000005	n301									GZCUBL1EN_003973															
N19.HOG0000101	OG0000005	n303									GZCUBL1EN_006685	GZCUEC1EN_009865														
N19.HOG0000102	OG0000006	n6										GZCUEC1EN_010597														
N19.HOG0000103	OG0000006	n16									GZCUBL1EN_007036	GZCUEC1EN_009575														
N19.HOG0000104	OG0000006	n34									GZCUBL1EN_004339	GZCUEC1EN_002613														
N19.HOG0000105	OG0000006	n47									GZCUBL1EN_002769	GZCUEC1EN_000936														
N19.HOG0000106	OG0000006	n86									GZCUBL1EN_002389	GZCUEC1EN_002798														
N19.HOG0000107	OG0000006	n110									GZCUBL1EN_007570	GZCUEC1EN_005777														
N19.HOG0000108	OG0000006	n118									GZCUBL1EN_003363	GZCUEC1EN_001775														
N19.HOG0000109	OG0000006	n155									GZCUBL1EN_000188	GZCUEC1EN_009820														
N19.HOG0000110	OG0000006	n212									GZCUBL1EN_010414	GZCUEC1EN_010322														
N19.HOG0000111	OG0000006	n229									GZCUBL1EN_004118	GZCUEC1EN_000472														
N19.HOG0000112	OG0000006	n294									GZCUBL1EN_008986	GZCUEC1EN_003874														
N19.HOG0000113	OG0000006	n295									GZCUBL1EN_008419	GZCUEC1EN_008813														
N19.HOG0000114	OG0000007	n4									GZCUBL1EN_007332, GZCUBL1EN_007257															
N19.HOG0000115	OG0000007	n116									GZCUBL1EN_008494															
N19.HOG0000116	OG0000007	n161										GZCUEC1EN_007349, GZCUEC1EN_009650														
N19.HOG0000117	OG0000007	n164										GZCUEC1EN_011004, GZCUEC1EN_010514														
N19.HOG0000118	OG0000007	n201									GZCUBL1EN_000911, GZCUBL1EN_008493															
N19.HOG0000119	OG0000008	n7									GZCUBL1EN_003784	GZCUEC1EN_001272														
N19.HOG0000120	OG0000008	n22									GZCUBL1EN_003683	GZCUEC1EN_001901														
N19.HOG0000121	OG0000008	n50									GZCUBL1EN_010107	GZCUEC1EN_010617														
N19.HOG0000122	OG0000008	n55									GZCUBL1EN_008853	GZCUEC1EN_004076														
N19.HOG0000123	OG0000008	n132									GZCUBL1EN_009487	GZCUEC1EN_008078														
N19.HOG0000124	OG0000008	n160									GZCUBL1EN_004495	GZCUEC1EN_002536														
N19.HOG0000125	OG0000008	n172									GZCUBL1EN_001737	GZCUEC1EN_007258														
N19.HOG0000126	OG0000008	n193									GZCUBL1EN_008064	GZCUEC1EN_006927														
N19.HOG0000127	OG0000008	n210									GZCUBL1EN_002874	GZCUEC1EN_004775														
N19.HOG0000128	OG0000008	n233									GZCUBL1EN_004382															
N19.HOG0000129	OG0000008	n248									GZCUBL1EN_002875	GZCUEC1EN_004776														
N19.HOG0000130	OG0000008	n260									GZCUBL1EN_002595	GZCUEC1EN_002100														
N19.HOG0000131	OG0000009	n7									GZCUBL1EN_000876	GZCUEC1EN_004267														
N19.HOG0000132	OG0000009	n42									GZCUBL1EN_005535, GZCUBL1EN_005536	GZCUEC1EN_006383, GZCUEC1EN_006384														
N19.HOG0000133	OG0000009	n57									GZCUBL1EN_003537	GZCUEC1EN_001139														
N19.HOG0000134	OG0000009	n71									GZCUBL1EN_010725	GZCUEC1EN_010068														
N19.HOG0000135	OG0000009	n87									GZCUBL1EN_004170	GZCUEC1EN_000255														
N19.HOG0000136	OG0000009	n107									GZCUBL1EN_010519															
N19.HOG0000137	OG0000009	n136									GZCUBL1EN_010518															
N19.HOG0000138	OG0000009	n140									GZCUBL1EN_010514	GZCUEC1EN_010253														
N19.HOG0000139	OG0000009	n141									GZCUBL1EN_010517, GZCUBL1EN_010516, GZCUBL1EN_010515	GZCUEC1EN_010059														
N19.HOG0000140	OG0000010	n6									GZCUBL1EN_010161	GZCUEC1EN_010564														
N19.HOG0000141	OG0000010	n11									GZCUBL1EN_003206	GZCUEC1EN_001612														
N19.HOG0000142	OG0000010	n52									GZCUBL1EN_002200	GZCUEC1EN_004663														
N19.HOG0000143	OG0000010	n66									GZCUBL1EN_008841	GZCUEC1EN_004088														
N19.HOG0000144	OG0000010	n79										GZCUEC1EN_002935, GZCUEC1EN_006658														
N19.HOG0000145	OG0000010	n97									GZCUBL1EN_000982	GZCUEC1EN_003330														
N19.HOG0000146	OG0000010	n109									GZCUBL1EN_007811	GZCUEC1EN_006663														
N19.HOG0000147	OG0000010	n123									GZCUBL1EN_003671	GZCUEC1EN_001887														
N19.HOG0000148	OG0000010	n160									GZCUBL1EN_006336	GZCUEC1EN_004937														
N19.HOG0000149	OG0000010	n169									GZCUBL1EN_008304	GZCUEC1EN_008713														
N19.HOG0000150	OG0000010	n190									GZCUBL1EN_008666	GZCUEC1EN_003975														
N19.HOG0000151	OG0000010	n207									GZCUBL1EN_002274															
N19.HOG0000152	OG0000010	n217									GZCUBL1EN_007807															
N19.HOG0000153	OG0000010	n233									GZCUBL1EN_003667	GZCUEC1EN_001882														
N19.HOG0000154	OG0000011	n16									GZCUBL1EN_004721	GZCUEC1EN_004613, GZCUEC1EN_004612														
N19.HOG0000155	OG0000011	n25									GZCUBL1EN_004722	GZCUEC1EN_004614														
N19.HOG0000156	OG0000011	n26									GZCUBL1EN_004723	GZCUEC1EN_004615														
N19.HOG0000157	OG0000011	n28									GZCUBL1EN_004517	GZCUEC1EN_002518														
N19.HOG0000158	OG0000011	n33									GZCUBL1EN_003629	GZCUEC1EN_001307														
N19.HOG0000159	OG0000011	n79									GZCUBL1EN_009684	GZCUEC1EN_010633														
N19.HOG0000160	OG0000011	n85									GZCUBL1EN_003019, GZCUBL1EN_003014, GZCUBL1EN_002991, GZCUBL1EN_002992, GZCUBL1EN_002958, GZCUBL1EN_002964, GZCUBL1EN_002962, GZCUBL1EN_002959, GZCUBL1EN_002953, GZCUBL1EN_002954, GZCUBL1EN_002955, GZCUBL1EN_002956, GZCUBL1EN_002957, GZCUBL1EN_002952	GZCUEC1EN_007746, GZCUEC1EN_007728														
N19.HOG0000161	OG0000011	n100									GZCUBL1EN_000897, GZCUBL1EN_000899, GZCUBL1EN_000900	GZCUEC1EN_000935, GZCUEC1EN_010858, GZCUEC1EN_007774, GZCUEC1EN_007675, GZCUEC1EN_007682, GZCUEC1EN_007684, GZCUEC1EN_007677, GZCUEC1EN_007692, GZCUEC1EN_007679, GZCUEC1EN_007678, GZCUEC1EN_007689														
N19.HOG0000162	OG0000011	n113									GZCUBL1EN_007000	GZCUEC1EN_006504														
N19.HOG0000163	OG0000011	n119									GZCUBL1EN_009659	GZCUEC1EN_006196														
N19.HOG0000164	OG0000011	n121									GZCUBL1EN_003134	GZCUEC1EN_007979														
N19.HOG0000165	OG0000011	n122									GZCUBL1EN_009697	GZCUEC1EN_006241														
N19.HOG0000166	OG0000011	n127									GZCUBL1EN_006896	GZCUEC1EN_007921														
N19.HOG0000167	OG0000011	n129									GZCUBL1EN_008137	GZCUEC1EN_007018														
N19.HOG0000168	OG0000011	n130									GZCUBL1EN_003165	GZCUEC1EN_003383														
N19.HOG0000169	OG0000011	n131									GZCUBL1EN_001012	GZCUEC1EN_003370														
N19.HOG0000170	OG0000011	n132									GZCUBL1EN_010365	GZCUEC1EN_010360														
N19.HOG0000171	OG0000011	n133									GZCUBL1EN_010366	GZCUEC1EN_006147														
N19.HOG0000172	OG0000011	n136									GZCUBL1EN_006972	GZCUEC1EN_006647														
N19.HOG0000173	OG0000011	n137									GZCUBL1EN_009871, GZCUBL1EN_006975	GZCUEC1EN_006651														
N19.HOG0000174	OG0000011	n139									GZCUBL1EN_000894	GZCUEC1EN_006164, GZCUEC1EN_006129														
N19.HOG0000175	OG0000011	n141									GZCUBL1EN_009683	GZCUEC1EN_010631, GZCUEC1EN_010642, GZCUEC1EN_006210, GZCUEC1EN_009216, GZCUEC1EN_010632, GZCUEC1EN_006213, GZCUEC1EN_010628, GZCUEC1EN_006212, GZCUEC1EN_006214, GZCUEC1EN_006211, GZCUEC1EN_006215														
N19.HOG0000176	OG0000012	n34										GZCUEC1EN_007762, GZCUEC1EN_002845														
N19.HOG0000177	OG0000012	n99									GZCUBL1EN_008790	GZCUEC1EN_004510														
N19.HOG0000178	OG0000012	n100										GZCUEC1EN_009522														
N19.HOG0000179	OG0000012	n121										GZCUEC1EN_001531														
N19.HOG0000180	OG0000012	n136										GZCUEC1EN_003353														
N19.HOG0000181	OG0000012	n190										GZCUEC1EN_004794														
N19.HOG0000182	OG0000013	n2										GZCUEC1EN_007814														
N19.HOG0000183	OG0000013	n12									GZCUBL1EN_004990															
N19.HOG0000184	OG0000013	n31										GZCUEC1EN_009613														
N19.HOG0000185	OG0000013	n57										GZCUEC1EN_011010														
N19.HOG0000186	OG0000013	n120									GZCUBL1EN_001655															
N19.HOG0000187	OG0000013	n134										GZCUEC1EN_011011														
N19.HOG0000188	OG0000013	n136									GZCUBL1EN_004679	GZCUEC1EN_011017, GZCUEC1EN_011012														
N19.HOG0000189	OG0000013	n150										GZCUEC1EN_007813														
N19.HOG0000190	OG0000013	n180										GZCUEC1EN_011021														
N19.HOG0000191	OG0000014	n35									GZCUBL1EN_006605	GZCUEC1EN_007560														
N19.HOG0000192	OG0000014	n75									GZCUBL1EN_005678	GZCUEC1EN_005255														
N19.HOG0000193	OG0000014	n84									GZCUBL1EN_006829	GZCUEC1EN_001516														
N19.HOG0000194	OG0000014	n96									GZCUBL1EN_009075	GZCUEC1EN_003754														
N19.HOG0000195	OG0000014	n105									GZCUBL1EN_008425	GZCUEC1EN_008820														
N19.HOG0000196	OG0000014	n186									GZCUBL1EN_005292	GZCUEC1EN_005963														
N19.HOG0000197	OG0000014	n191									GZCUBL1EN_004540	GZCUEC1EN_002493														
N19.HOG0000198	OG0000015	n7									GZCUBL1EN_004876	GZCUEC1EN_008990														
N19.HOG0000199	OG0000015	n30									GZCUBL1EN_000346	GZCUEC1EN_002350														
N19.HOG0000200	OG0000015	n48									GZCUBL1EN_009463	GZCUEC1EN_008053														
N19.HOG0000201	OG0000015	n64									GZCUBL1EN_005458	GZCUEC1EN_005826														
N19.HOG0000202	OG0000015	n95									GZCUBL1EN_004492	GZCUEC1EN_002607														
N19.HOG0000203	OG0000015	n107									GZCUBL1EN_006244	GZCUEC1EN_004860														
N19.HOG0000204	OG0000015	n111									GZCUBL1EN_002479	GZCUEC1EN_004687														
N19.HOG0000205	OG0000015	n144									GZCUBL1EN_009351	GZCUEC1EN_003460														
N19.HOG0000206	OG0000015	n173									GZCUBL1EN_008702	GZCUEC1EN_003957														
N19.HOG0000207	OG0000015	n178									GZCUBL1EN_002375	GZCUEC1EN_002785														
N19.HOG0000208	OG0000016	n1									GZCUBL1EN_008155	GZCUEC1EN_007039														
N19.HOG0000209	OG0000016	n36									GZCUBL1EN_007216	GZCUEC1EN_009672														
N19.HOG0000210	OG0000016	n79									GZCUBL1EN_008709	GZCUEC1EN_004298														
N19.HOG0000211	OG0000016	n111										GZCUEC1EN_002793														
N19.HOG0000212	OG0000016	n115									GZCUBL1EN_002394															
N19.HOG0000213	OG0000016	n127									GZCUBL1EN_001366	GZCUEC1EN_008447														
N19.HOG0000214	OG0000016	n160									GZCUBL1EN_007494	GZCUEC1EN_008915														
N19.HOG0000215	OG0000016	n174										GZCUEC1EN_008916														
N19.HOG0000216	OG0000017	n57										GZCUEC1EN_004761														
N19.HOG0000217	OG0000017	n77									GZCUBL1EN_002843	GZCUEC1EN_004760, GZCUEC1EN_004762														
N19.HOG0000218	OG0000017	n83									GZCUBL1EN_006179	GZCUEC1EN_005122														
N19.HOG0000219	OG0000017	n105									GZCUBL1EN_010648, GZCUBL1EN_010649, GZCUBL1EN_001169	GZCUEC1EN_007589, GZCUEC1EN_007588														
N19.HOG0000220	OG0000017	n146									GZCUBL1EN_008324	GZCUEC1EN_007173														
N19.HOG0000221	OG0000017	n157									GZCUBL1EN_001173	GZCUEC1EN_008152														
N19.HOG0000222	OG0000018	n60									GZCUBL1EN_001269	GZCUEC1EN_008298														
N19.HOG0000223	OG0000018	n91									GZCUBL1EN_000493	GZCUEC1EN_002237														
N19.HOG0000224	OG0000018	n92									GZCUBL1EN_000479	GZCUEC1EN_002219														
N19.HOG0000225	OG0000018	n97									GZCUBL1EN_002519	GZCUEC1EN_004488														
N19.HOG0000226	OG0000018	n121									GZCUBL1EN_006278	GZCUEC1EN_004886														
N19.HOG0000227	OG0000018	n124									GZCUBL1EN_000518	GZCUEC1EN_002261														
N19.HOG0000228	OG0000018	n130									GZCUBL1EN_008998	GZCUEC1EN_003892														
N19.HOG0000229	OG0000018	n161									GZCUBL1EN_010314	GZCUEC1EN_010412														
N19.HOG0000230	OG0000018	n177									GZCUBL1EN_009686	GZCUEC1EN_006223														
N19.HOG0000231	OG0000018	n178									GZCUBL1EN_003863	GZCUEC1EN_000709														
N19.HOG0000232	OG0000019	n3									GZCUBL1EN_001603	GZCUEC1EN_008655														
N19.HOG0000233	OG0000019	n30									GZCUBL1EN_006569	GZCUEC1EN_000810														
N19.HOG0000234	OG0000019	n56									GZCUBL1EN_008697	GZCUEC1EN_003952														
N19.HOG0000235	OG0000019	n85									GZCUBL1EN_008612	GZCUEC1EN_005455														
N19.HOG0000236	OG0000019	n126									GZCUBL1EN_008967															
N19.HOG0000237	OG0000019	n128									GZCUBL1EN_001119	GZCUEC1EN_006101														
N19.HOG0000238	OG0000019	n140									GZCUBL1EN_006128															
N19.HOG0000239	OG0000019	n156									GZCUBL1EN_001406	GZCUEC1EN_008363														
N19.HOG0000240	OG0000019	n161										GZCUEC1EN_005158														
N19.HOG0000241	OG0000019	n177									GZCUBL1EN_001203	GZCUEC1EN_008186														
N19.HOG0000242	OG0000020	n5									GZCUBL1EN_010599	GZCUEC1EN_010203														
N19.HOG0000243	OG0000020	n61									GZCUBL1EN_000806	GZCUEC1EN_004332														
N19.HOG0000244	OG0000020	n92										GZCUEC1EN_003369														
N19.HOG0000245	OG0000020	n94									GZCUBL1EN_007423	GZCUEC1EN_000101														
N19.HOG0000246	OG0000020	n100									GZCUBL1EN_008992															
N19.HOG0000247	OG0000021	n22									GZCUBL1EN_001349	GZCUEC1EN_008454														
N19.HOG0000248	OG0000021	n25									GZCUBL1EN_003444	GZCUEC1EN_001121														
N19.HOG0000249	OG0000021	n69									GZCUBL1EN_002860	GZCUEC1EN_004745														
N19.HOG0000250	OG0000021	n89									GZCUBL1EN_004823	GZCUEC1EN_003211														
N19.HOG0000251	OG0000021	n126									GZCUBL1EN_001632	GZCUEC1EN_008507														
N19.HOG0000252	OG0000021	n138									GZCUBL1EN_005175	GZCUEC1EN_009240														
N19.HOG0000253	OG0000021	n156									GZCUBL1EN_007796	GZCUEC1EN_006673														
N19.HOG0000254	OG0000022	n19									GZCUBL1EN_007251	GZCUEC1EN_009647														
N19.HOG0000255	OG0000022	n27									GZCUBL1EN_009660	GZCUEC1EN_006193														
N19.HOG0000256	OG0000022	n28									GZCUBL1EN_007984	GZCUEC1EN_009490														
N19.HOG0000257	OG0000022	n62									GZCUBL1EN_000241	GZCUEC1EN_009761														
N19.HOG0000258	OG0000022	n63									GZCUBL1EN_000242	GZCUEC1EN_009760														
N19.HOG0000259	OG0000022	n64									GZCUBL1EN_000237	GZCUEC1EN_009765														
N19.HOG0000260	OG0000022	n65									GZCUBL1EN_000243	GZCUEC1EN_009759														
N19.HOG0000261	OG0000022	n93									GZCUBL1EN_007868	GZCUEC1EN_006584														
N19.HOG0000262	OG0000022	n98									GZCUBL1EN_008156	GZCUEC1EN_007037														
N19.HOG0000263	OG0000023	n33									GZCUBL1EN_001622	GZCUEC1EN_008376														
N19.HOG0000264	OG0000023	n50									GZCUBL1EN_004059	GZCUEC1EN_000186														
N19.HOG0000265	OG0000023	n99									GZCUBL1EN_006195	GZCUEC1EN_005074														
N19.HOG0000266	OG0000023	n129									GZCUBL1EN_007965															
N19.HOG0000267	OG0000025	n82									GZCUBL1EN_11099, GZCUBL1EN_11112, GZCUBL1EN_11079															
N19.HOG0000268	OG0000026	n39									GZCUBL1EN_004565	GZCUEC1EN_002407														
N19.HOG0000269	OG0000026	n41									GZCUBL1EN_001819	GZCUEC1EN_010760, GZCUEC1EN_007301														
N19.HOG0000270	OG0000026	n43									GZCUBL1EN_004447	GZCUEC1EN_002697														
N19.HOG0000271	OG0000026	n101									GZCUBL1EN_000007, GZCUBL1EN_000003	GZCUEC1EN_008993, GZCUEC1EN_010010, GZCUEC1EN_003260, GZCUEC1EN_007662, GZCUEC1EN_010012, GZCUEC1EN_010995, GZCUEC1EN_010017														
N19.HOG0000272	OG0000026	n109									GZCUBL1EN_000603	GZCUEC1EN_004451														
N19.HOG0000273	OG0000026	n125									GZCUBL1EN_008381	GZCUEC1EN_008781														
N19.HOG0000274	OG0000027	n9										GZCUEC1EN_001818														
N19.HOG0000275	OG0000027	n12									GZCUBL1EN_000866	GZCUEC1EN_004277														
N19.HOG0000276	OG0000027	n40									GZCUBL1EN_003411, GZCUBL1EN_003405															
