HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N22.HOG0000021	OG0000000	n435														GZMUCI1EN_003655	GZMUCI2EN_001962									
N22.HOG0000022	OG0000000	n446														GZMUCI1EN_003625	GZMUCI2EN_001994									
N22.HOG0000023	OG0000000	n466														GZMUCI1EN_004782	GZMUCI2EN_005093									
N22.HOG0000024	OG0000000	n475														GZMUCI1EN_004742	GZMUCI2EN_005054									
N22.HOG0000025	OG0000000	n482														GZMUCI1EN_003055	GZMUCI2EN_002582									
N22.HOG0000026	OG0000000	n520														GZMUCI1EN_000269	GZMUCI2EN_003325									
N22.HOG0000027	OG0000000	n538														GZMUCI1EN_005731	GZMUCI2EN_006176									
N22.HOG0000028	OG0000000	n547														GZMUCI1EN_007818	GZMUCI2EN_008579									
N22.HOG0000029	OG0000001	n2														GZMUCI1EN_009243	GZMUCI2EN_002794									
N22.HOG0000030	OG0000001	n37														GZMUCI1EN_006790	GZMUCI2EN_006879									
N22.HOG0000031	OG0000001	n49														GZMUCI1EN_006235	GZMUCI2EN_007413									
N22.HOG0000032	OG0000001	n54														GZMUCI1EN_002703	GZMUCI2EN_003769									
N22.HOG0000033	OG0000001	n70														GZMUCI1EN_000139	GZMUCI2EN_003213									
N22.HOG0000034	OG0000001	n75														GZMUCI1EN_007757	GZMUCI2EN_009010									
N22.HOG0000035	OG0000001	n122														GZMUCI1EN_005087	GZMUCI2EN_004761									
N22.HOG0000036	OG0000001	n142														GZMUCI1EN_004273	GZMUCI2EN_010670									
N22.HOG0000037	OG0000001	n151														GZMUCI1EN_007723	GZMUCI2EN_008976									
N22.HOG0000038	OG0000001	n169														GZMUCI1EN_006305	GZMUCI2EN_007337									
N22.HOG0000039	OG0000001	n195														GZMUCI1EN_005865	GZMUCI2EN_006297									
N22.HOG0000040	OG0000001	n227														GZMUCI1EN_001276	GZMUCI2EN_000316									
N22.HOG0000041	OG0000001	n234														GZMUCI1EN_007838	GZMUCI2EN_008560									
N22.HOG0000042	OG0000001	n277														GZMUCI1EN_011263	GZMUCI2EN_011343									
N22.HOG0000043	OG0000001	n293														GZMUCI1EN_002390	GZMUCI2EN_003590									
N22.HOG0000044	OG0000001	n302														GZMUCI1EN_008300	GZMUCI2EN_008010									
N22.HOG0000045	OG0000001	n327														GZMUCI1EN_007907	GZMUCI2EN_008498									
N22.HOG0000046	OG0000001	n363														GZMUCI1EN_010615	GZMUCI2EN_010380									
N22.HOG0000047	OG0000001	n376														GZMUCI1EN_003289	GZMUCI2EN_002353									
N22.HOG0000048	OG0000001	n407														GZMUCI1EN_008615	GZMUCI2EN_007846									
N22.HOG0000049	OG0000002	n6														GZMUCI1EN_003052	GZMUCI2EN_002584									
N22.HOG0000050	OG0000002	n46														GZMUCI1EN_005189	GZMUCI2EN_004651									
N22.HOG0000051	OG0000002	n54														GZMUCI1EN_009824	GZMUCI2EN_009711									
N22.HOG0000052	OG0000002	n66														GZMUCI1EN_003250	GZMUCI2EN_002394									
N22.HOG0000053	OG0000002	n75														GZMUCI1EN_010503	GZMUCI2EN_010240									
N22.HOG0000054	OG0000002	n117														GZMUCI1EN_009549	GZMUCI2EN_003022									
N22.HOG0000055	OG0000002	n127														GZMUCI1EN_008576	GZMUCI2EN_007891									
N22.HOG0000056	OG0000002	n147														GZMUCI1EN_002294	GZMUCI2EN_003542									
N22.HOG0000057	OG0000002	n156														GZMUCI1EN_008248	GZMUCI2EN_008061									
N22.HOG0000058	OG0000002	n167														GZMUCI1EN_008356	GZMUCI2EN_007951									
N22.HOG0000059	OG0000002	n189														GZMUCI1EN_006402	GZMUCI2EN_007243									
N22.HOG0000060	OG0000002	n217														GZMUCI1EN_005093	GZMUCI2EN_004756									
N22.HOG0000061	OG0000002	n241														GZMUCI1EN_007198	GZMUCI2EN_009204									
N22.HOG0000062	OG0000002	n260														GZMUCI1EN_000494	GZMUCI2EN_000698									
N22.HOG0000063	OG0000002	n302														GZMUCI1EN_001934	GZMUCI2EN_009943									
N22.HOG0000064	OG0000002	n311														GZMUCI1EN_004717	GZMUCI2EN_005152									
N22.HOG0000065	OG0000002	n324														GZMUCI1EN_010833	GZMUCI2EN_010576									
N22.HOG0000066	OG0000002	n336														GZMUCI1EN_004808	GZMUCI2EN_005119									
N22.HOG0000067	OG0000003	n68														GZMUCI1EN_006634	GZMUCI2EN_007027									
N22.HOG0000068	OG0000003	n126														GZMUCI1EN_009362	GZMUCI2EN_002834									
N22.HOG0000069	OG0000003	n132														GZMUCI1EN_010531	GZMUCI2EN_009632									
N22.HOG0000070	OG0000003	n138														GZMUCI1EN_005149	GZMUCI2EN_004679									
N22.HOG0000071	OG0000003	n158														GZMUCI1EN_010672	GZMUCI2EN_010455									
N22.HOG0000072	OG0000003	n170														GZMUCI1EN_011169	GZMUCI2EN_011251									
N22.HOG0000073	OG0000003	n179														GZMUCI1EN_001787	GZMUCI2EN_001763									
N22.HOG0000074	OG0000003	n181														GZMUCI1EN_001785	GZMUCI2EN_001764									
N22.HOG0000075	OG0000003	n193														GZMUCI1EN_001358	GZMUCI2EN_000436									
N22.HOG0000076	OG0000003	n196														GZMUCI1EN_008603	GZMUCI2EN_007925									
N22.HOG0000077	OG0000003	n214														GZMUCI1EN_011381	GZMUCI2EN_011366									
N22.HOG0000078	OG0000003	n237														GZMUCI1EN_005904	GZMUCI2EN_006394									
N22.HOG0000079	OG0000003	n270														GZMUCI1EN_008725	GZMUCI2EN_007738									
N22.HOG0000080	OG0000003	n272														GZMUCI1EN_005995	GZMUCI2EN_006425									
N22.HOG0000081	OG0000003	n277														GZMUCI1EN_009232	GZMUCI2EN_002219									
N22.HOG0000082	OG0000003	n283														GZMUCI1EN_004115	GZMUCI2EN_010858									
N22.HOG0000083	OG0000004	n30														GZMUCI1EN_009145	GZMUCI2EN_004174									
N22.HOG0000084	OG0000004	n100														GZMUCI1EN_001100	GZMUCI2EN_000797									
N22.HOG0000085	OG0000004	n113														GZMUCI1EN_003982	GZMUCI2EN_010954									
N22.HOG0000086	OG0000004	n116														GZMUCI1EN_006770	GZMUCI2EN_006893									
N22.HOG0000087	OG0000004	n120														GZMUCI1EN_004477	GZMUCI2EN_005247									
N22.HOG0000088	OG0000004	n153														GZMUCI1EN_007116	GZMUCI2EN_006551									
N22.HOG0000089	OG0000004	n157														GZMUCI1EN_004476	GZMUCI2EN_005246									
N22.HOG0000090	OG0000004	n164														GZMUCI1EN_005440	GZMUCI2EN_005530									
N22.HOG0000091	OG0000004	n166														GZMUCI1EN_005439	GZMUCI2EN_005531									
N22.HOG0000092	OG0000004	n223														GZMUCI1EN_000241	GZMUCI2EN_003354									
N22.HOG0000093	OG0000005	n12															GZMUCI2EN_12017									
N22.HOG0000094	OG0000005	n28														GZMUCI1EN_001414										
N22.HOG0000095	OG0000005	n32														GZMUCI1EN_009135	GZMUCI2EN_004197									
N22.HOG0000096	OG0000005	n34														GZMUCI1EN_004791										
N22.HOG0000097	OG0000005	n45														GZMUCI1EN_004956	GZMUCI2EN_004897									
N22.HOG0000098	OG0000005	n52														GZMUCI1EN_011692	GZMUCI2EN_011568									
N22.HOG0000099	OG0000005	n54														GZMUCI1EN_007079	GZMUCI2EN_001754									
N22.HOG0000100	OG0000005	n89														GZMUCI1EN_001777										
N22.HOG0000101	OG0000005	n119														GZMUCI1EN_007004										
N22.HOG0000102	OG0000005	n126														GZMUCI1EN_004263										
N22.HOG0000103	OG0000005	n131															GZMUCI2EN_006627									
N22.HOG0000104	OG0000005	n138															GZMUCI2EN_009782									
N22.HOG0000105	OG0000005	n142														GZMUCI1EN_003048										
N22.HOG0000106	OG0000005	n152														GZMUCI1EN_009991										
N22.HOG0000107	OG0000005	n157														GZMUCI1EN_12391	GZMUCI2EN_12065									
N22.HOG0000108	OG0000005	n160														GZMUCI1EN_12405, GZMUCI1EN_003756	GZMUCI2EN_006611									
N22.HOG0000109	OG0000005	n175														GZMUCI1EN_007415, GZMUCI1EN_003674										
N22.HOG0000110	OG0000005	n177														GZMUCI1EN_011225										
N22.HOG0000111	OG0000005	n195															GZMUCI2EN_006213									
N22.HOG0000112	OG0000005	n219															GZMUCI2EN_000491, GZMUCI2EN_005683									
N22.HOG0000113	OG0000005	n227															GZMUCI2EN_005117									
N22.HOG0000114	OG0000005	n229															GZMUCI2EN_000327									
N22.HOG0000115	OG0000005	n244														GZMUCI1EN_004790	GZMUCI2EN_005103									
N22.HOG0000116	OG0000005	n257														GZMUCI1EN_006620										
N22.HOG0000117	OG0000005	n262														GZMUCI1EN_011893										
N22.HOG0000118	OG0000006	n16														GZMUCI1EN_010541	GZMUCI2EN_010276									
N22.HOG0000119	OG0000006	n47														GZMUCI1EN_008132	GZMUCI2EN_008179									
N22.HOG0000120	OG0000006	n63														GZMUCI1EN_007261	GZMUCI2EN_009142									
N22.HOG0000121	OG0000006	n73														GZMUCI1EN_010456	GZMUCI2EN_010197									
N22.HOG0000122	OG0000006	n92														GZMUCI1EN_010139	GZMUCI2EN_009397									
N22.HOG0000123	OG0000006	n98														GZMUCI1EN_009050	GZMUCI2EN_004275									
N22.HOG0000124	OG0000006	n118														GZMUCI1EN_012033, GZMUCI1EN_007158	GZMUCI2EN_009251									
N22.HOG0000125	OG0000006	n142														GZMUCI1EN_002735	GZMUCI2EN_003738									
N22.HOG0000126	OG0000006	n145														GZMUCI1EN_005248, GZMUCI1EN_005270	GZMUCI2EN_004589, GZMUCI2EN_004568									
N22.HOG0000127	OG0000006	n152														GZMUCI1EN_005249	GZMUCI2EN_004588									
N22.HOG0000128	OG0000006	n157														GZMUCI1EN_008954	GZMUCI2EN_004370									
N22.HOG0000129	OG0000006	n170														GZMUCI1EN_001841	GZMUCI2EN_001674									
N22.HOG0000130	OG0000006	n212														GZMUCI1EN_007995	GZMUCI2EN_008398									
N22.HOG0000131	OG0000006	n232														GZMUCI1EN_010734	GZMUCI2EN_010336									
N22.HOG0000132	OG0000006	n241														GZMUCI1EN_009566	GZMUCI2EN_003038									
N22.HOG0000133	OG0000006	n277														GZMUCI1EN_006051	GZMUCI2EN_008242									
N22.HOG0000134	OG0000006	n289														GZMUCI1EN_006262	GZMUCI2EN_007386									
N22.HOG0000135	OG0000006	n295														GZMUCI1EN_008062										
N22.HOG0000136	OG0000007	n24														GZMUCI1EN_010353	GZMUCI2EN_010096									
N22.HOG0000137	OG0000007	n37															GZMUCI2EN_010186									
N22.HOG0000138	OG0000007	n38														GZMUCI1EN_010446										
N22.HOG0000139	OG0000007	n49															GZMUCI2EN_011132									
N22.HOG0000140	OG0000007	n68														GZMUCI1EN_001550										
N22.HOG0000141	OG0000007	n81														GZMUCI1EN_005362										
N22.HOG0000142	OG0000007	n83														GZMUCI1EN_010382										
N22.HOG0000143	OG0000007	n94															GZMUCI2EN_005610									
N22.HOG0000144	OG0000007	n102														GZMUCI1EN_006583										
N22.HOG0000145	OG0000007	n140															GZMUCI2EN_004356									
N22.HOG0000146	OG0000007	n147														GZMUCI1EN_000423										
N22.HOG0000147	OG0000007	n172														GZMUCI1EN_008303										
N22.HOG0000148	OG0000007	n184														GZMUCI1EN_002435										
N22.HOG0000149	OG0000007	n190															GZMUCI2EN_010472									
N22.HOG0000150	OG0000007	n220														GZMUCI1EN_011532	GZMUCI2EN_011724									
N22.HOG0000151	OG0000007	n224															GZMUCI2EN_007384, GZMUCI2EN_010763, GZMUCI2EN_011175, GZMUCI2EN_007517, GZMUCI2EN_011180									
N22.HOG0000152	OG0000007	n230															GZMUCI2EN_000432									
N22.HOG0000153	OG0000007	n233														GZMUCI1EN_011717	GZMUCI2EN_011562									
N22.HOG0000154	OG0000007	n236														GZMUCI1EN_010859	GZMUCI2EN_011193									
N22.HOG0000155	OG0000007	n240														GZMUCI1EN_009963										
N22.HOG0000156	OG0000007	n246															GZMUCI2EN_007586									
N22.HOG0000157	OG0000007	n283														GZMUCI1EN_006595	GZMUCI2EN_009800									
N22.HOG0000158	OG0000007	n294														GZMUCI1EN_011105										
N22.HOG0000159	OG0000008	n7														GZMUCI1EN_010013	GZMUCI2EN_009514									
N22.HOG0000160	OG0000008	n22														GZMUCI1EN_001598	GZMUCI2EN_000094									
N22.HOG0000161	OG0000008	n40														GZMUCI1EN_006421	GZMUCI2EN_007223									
N22.HOG0000162	OG0000008	n60														GZMUCI1EN_005272	GZMUCI2EN_004567									
N22.HOG0000163	OG0000008	n132														GZMUCI1EN_002725	GZMUCI2EN_003747									
N22.HOG0000164	OG0000008	n172														GZMUCI1EN_006645	GZMUCI2EN_007017									
N22.HOG0000165	OG0000008	n193														GZMUCI1EN_008181	GZMUCI2EN_008131									
N22.HOG0000166	OG0000008	n210														GZMUCI1EN_002515	GZMUCI2EN_003719									
N22.HOG0000167	OG0000008	n233														GZMUCI1EN_005539	GZMUCI2EN_005847									
N22.HOG0000168	OG0000008	n248														GZMUCI1EN_002421	GZMUCI2EN_003623									
N22.HOG0000169	OG0000008	n260														GZMUCI1EN_004052	GZMUCI2EN_010802									
N22.HOG0000170	OG0000009	n6														GZMUCI1EN_009910	GZMUCI2EN_009611									
N22.HOG0000171	OG0000009	n42														GZMUCI1EN_007987	GZMUCI2EN_008406									
N22.HOG0000172	OG0000009	n57														GZMUCI1EN_009069	GZMUCI2EN_004257									
N22.HOG0000173	OG0000009	n71														GZMUCI1EN_002844	GZMUCI2EN_004010									
N22.HOG0000174	OG0000009	n87														GZMUCI1EN_003330	GZMUCI2EN_002277									
N22.HOG0000175	OG0000009	n123														GZMUCI1EN_005959	GZMUCI2EN_006364									
N22.HOG0000176	OG0000009	n128														GZMUCI1EN_003787	GZMUCI2EN_011141									
N22.HOG0000177	OG0000010	n6															GZMUCI2EN_008358									
N22.HOG0000178	OG0000010	n18														GZMUCI1EN_011662	GZMUCI2EN_011595									
N22.HOG0000179	OG0000010	n25														GZMUCI1EN_006183										
N22.HOG0000180	OG0000010	n52														GZMUCI1EN_001304	GZMUCI2EN_000380									
N22.HOG0000181	OG0000010	n66														GZMUCI1EN_000947	GZMUCI2EN_000948									
N22.HOG0000182	OG0000010	n79														GZMUCI1EN_006005	GZMUCI2EN_006435									
N22.HOG0000183	OG0000010	n97														GZMUCI1EN_011944, GZMUCI1EN_003750	GZMUCI2EN_004461									
N22.HOG0000184	OG0000010	n109														GZMUCI1EN_002766	GZMUCI2EN_004100									
N22.HOG0000185	OG0000010	n123														GZMUCI1EN_006477	GZMUCI2EN_007174									
N22.HOG0000186	OG0000010	n169														GZMUCI1EN_002053	GZMUCI2EN_001529									
N22.HOG0000187	OG0000010	n190														GZMUCI1EN_003325	GZMUCI2EN_002272									
N22.HOG0000188	OG0000010	n217														GZMUCI1EN_002193	GZMUCI2EN_003395									
N22.HOG0000189	OG0000010	n233														GZMUCI1EN_010632	GZMUCI2EN_010495									
N22.HOG0000190	OG0000011	n33														GZMUCI1EN_011688	GZMUCI2EN_011573									
N22.HOG0000191	OG0000011	n48														GZMUCI1EN_002132	GZMUCI2EN_001448									
N22.HOG0000192	OG0000011	n155														GZMUCI1EN_004344	GZMUCI2EN_010599									
N22.HOG0000193	OG0000011	n163														GZMUCI1EN_008412	GZMUCI2EN_007585									
N22.HOG0000194	OG0000011	n175														GZMUCI1EN_010248, GZMUCI1EN_012077	GZMUCI2EN_001597									
N22.HOG0000195	OG0000011	n179														GZMUCI1EN_010334	GZMUCI2EN_010065									
N22.HOG0000196	OG0000011	n188														GZMUCI1EN_001097	GZMUCI2EN_000800									
N22.HOG0000197	OG0000011	n192														GZMUCI1EN_004895	GZMUCI2EN_004974									
N22.HOG0000198	OG0000011	n195														GZMUCI1EN_004901	GZMUCI2EN_004982									
N22.HOG0000199	OG0000011	n197														GZMUCI1EN_004903	GZMUCI2EN_004981, GZMUCI2EN_004984									
N22.HOG0000200	OG0000011	n200														GZMUCI1EN_007193	GZMUCI2EN_009210									
N22.HOG0000201	OG0000011	n201														GZMUCI1EN_007849	GZMUCI2EN_008436									
N22.HOG0000202	OG0000011	n235														GZMUCI1EN_004343	GZMUCI2EN_010600									
N22.HOG0000203	OG0000012	n34														GZMUCI1EN_008039										
N22.HOG0000204	OG0000012	n53														GZMUCI1EN_012040, GZMUCI1EN_006584										
N22.HOG0000205	OG0000012	n63															GZMUCI2EN_12010									
N22.HOG0000206	OG0000012	n77														GZMUCI1EN_008037	GZMUCI2EN_009631, GZMUCI2EN_005890									
N22.HOG0000207	OG0000012	n109														GZMUCI1EN_006257										
N22.HOG0000208	OG0000012	n134														GZMUCI1EN_12466										
N22.HOG0000209	OG0000012	n139														GZMUCI1EN_008473	GZMUCI2EN_12104									
N22.HOG0000210	OG0000012	n166															GZMUCI2EN_003490									
N22.HOG0000211	OG0000012	n217															GZMUCI2EN_004196									
N22.HOG0000212	OG0000012	n219															GZMUCI2EN_006991									
N22.HOG0000213	OG0000012	n222															GZMUCI2EN_005102, GZMUCI2EN_003551									
N22.HOG0000214	OG0000012	n226															GZMUCI2EN_006561									
N22.HOG0000215	OG0000013	n37														GZMUCI1EN_010953, GZMUCI1EN_009573	GZMUCI2EN_003046									
N22.HOG0000216	OG0000013	n41														GZMUCI1EN_001007	GZMUCI2EN_007206									
N22.HOG0000217	OG0000013	n45															GZMUCI2EN_007205									
N22.HOG0000218	OG0000013	n48															GZMUCI2EN_009896									
N22.HOG0000219	OG0000013	n81														GZMUCI1EN_008235										
N22.HOG0000220	OG0000013	n90															GZMUCI2EN_011714									
N22.HOG0000221	OG0000013	n94															GZMUCI2EN_011713, GZMUCI2EN_001617									
N22.HOG0000222	OG0000013	n99															GZMUCI2EN_001618									
N22.HOG0000223	OG0000013	n104															GZMUCI2EN_011106									
N22.HOG0000224	OG0000013	n141														GZMUCI1EN_009640	GZMUCI2EN_009895									
N22.HOG0000225	OG0000013	n166															GZMUCI2EN_010053									
N22.HOG0000226	OG0000013	n191															GZMUCI2EN_005121									
N22.HOG0000227	OG0000013	n203															GZMUCI2EN_002699									
N22.HOG0000228	OG0000013	n205														GZMUCI1EN_000141	GZMUCI2EN_003215									
N22.HOG0000229	OG0000013	n211														GZMUCI1EN_001006	GZMUCI2EN_007204									
N22.HOG0000230	OG0000013	n219														GZMUCI1EN_010999										
N22.HOG0000231	OG0000013	n224														GZMUCI1EN_006018	GZMUCI2EN_006448									
N22.HOG0000232	OG0000013	n229														GZMUCI1EN_003435	GZMUCI2EN_005730									
N22.HOG0000233	OG0000014	n7														GZMUCI1EN_011046	GZMUCI2EN_005947									
N22.HOG0000234	OG0000014	n42														GZMUCI1EN_006874	GZMUCI2EN_006797									
N22.HOG0000235	OG0000014	n51														GZMUCI1EN_004587	GZMUCI2EN_005360									
N22.HOG0000236	OG0000014	n75														GZMUCI1EN_010131	GZMUCI2EN_009406									
N22.HOG0000237	OG0000014	n84														GZMUCI1EN_010223	GZMUCI2EN_009304									
N22.HOG0000238	OG0000014	n128														GZMUCI1EN_008484	GZMUCI2EN_007658									
N22.HOG0000239	OG0000014	n131														GZMUCI1EN_007182	GZMUCI2EN_009226									
N22.HOG0000240	OG0000014	n138														GZMUCI1EN_008710	GZMUCI2EN_007753									
N22.HOG0000241	OG0000014	n148														GZMUCI1EN_001126	GZMUCI2EN_000199									
N22.HOG0000242	OG0000014	n168														GZMUCI1EN_005580	GZMUCI2EN_006026									
N22.HOG0000243	OG0000014	n177														GZMUCI1EN_004500	GZMUCI2EN_005434									
N22.HOG0000244	OG0000014	n194														GZMUCI1EN_011624	GZMUCI2EN_011634									
N22.HOG0000245	OG0000015	n23														GZMUCI1EN_002954	GZMUCI2EN_003911									
N22.HOG0000246	OG0000015	n26														GZMUCI1EN_006927	GZMUCI2EN_006742									
N22.HOG0000247	OG0000015	n48														GZMUCI1EN_003065	GZMUCI2EN_002571									
N22.HOG0000248	OG0000015	n64														GZMUCI1EN_003209	GZMUCI2EN_002434									
N22.HOG0000249	OG0000015	n94														GZMUCI1EN_008921	GZMUCI2EN_004406									
N22.HOG0000250	OG0000015	n111														GZMUCI1EN_009858	GZMUCI2EN_009674									
N22.HOG0000251	OG0000015	n153														GZMUCI1EN_001071	GZMUCI2EN_000806									
N22.HOG0000252	OG0000015	n159														GZMUCI1EN_009760	GZMUCI2EN_009776									
N22.HOG0000253	OG0000015	n185														GZMUCI1EN_006980	GZMUCI2EN_006691									
N22.HOG0000254	OG0000015	n190														GZMUCI1EN_003169	GZMUCI2EN_002470									
N22.HOG0000255	OG0000016	n48														GZMUCI1EN_005744	GZMUCI2EN_006161									
N22.HOG0000256	OG0000016	n54														GZMUCI1EN_007309	GZMUCI2EN_009088									
N22.HOG0000257	OG0000016	n95														GZMUCI1EN_009688	GZMUCI2EN_009850									
N22.HOG0000258	OG0000016	n99														GZMUCI1EN_006379	GZMUCI2EN_007266									
N22.HOG0000259	OG0000016	n115														GZMUCI1EN_003542	GZMUCI2EN_002096									
N22.HOG0000260	OG0000016	n127														GZMUCI1EN_005163	GZMUCI2EN_004697									
N22.HOG0000261	OG0000016	n160														GZMUCI1EN_005296	GZMUCI2EN_004546									
N22.HOG0000262	OG0000016	n174														GZMUCI1EN_002049	GZMUCI2EN_001533									
N22.HOG0000263	OG0000017	n21														GZMUCI1EN_007258	GZMUCI2EN_009145									
N22.HOG0000264	OG0000017	n57														GZMUCI1EN_005768	GZMUCI2EN_006212									
N22.HOG0000265	OG0000017	n74														GZMUCI1EN_000187	GZMUCI2EN_003255									
N22.HOG0000266	OG0000017	n108														GZMUCI1EN_008961	GZMUCI2EN_004363									
N22.HOG0000267	OG0000017	n118														GZMUCI1EN_006408	GZMUCI2EN_007237									
N22.HOG0000268	OG0000017	n129														GZMUCI1EN_006407	GZMUCI2EN_007238									
N22.HOG0000269	OG0000017	n133														GZMUCI1EN_006406	GZMUCI2EN_007239									
N22.HOG0000270	OG0000017	n166														GZMUCI1EN_004694	GZMUCI2EN_005173									
N22.HOG0000271	OG0000017	n174														GZMUCI1EN_001204	GZMUCI2EN_000278									
N22.HOG0000272	OG0000018	n47														GZMUCI1EN_006173	GZMUCI2EN_008349									
N22.HOG0000273	OG0000018	n60														GZMUCI1EN_009827	GZMUCI2EN_009705									
N22.HOG0000274	OG0000018	n77														GZMUCI1EN_003791	GZMUCI2EN_011137									
N22.HOG0000275	OG0000018	n102														GZMUCI1EN_009043	GZMUCI2EN_004282									
N22.HOG0000276	OG0000018	n107														GZMUCI1EN_004304	GZMUCI2EN_010641									
N22.HOG0000277	OG0000018	n120														GZMUCI1EN_004385	GZMUCI2EN_005854									
N22.HOG0000278	OG0000018	n152														GZMUCI1EN_007287	GZMUCI2EN_009119									
N22.HOG0000279	OG0000018	n169														GZMUCI1EN_003790	GZMUCI2EN_011138									
N22.HOG0000280	OG0000019	n16														GZMUCI1EN_004168	GZMUCI2EN_010773									
N22.HOG0000281	OG0000019	n30														GZMUCI1EN_006541	GZMUCI2EN_007112									
N22.HOG0000282	OG0000019	n56														GZMUCI1EN_004332	GZMUCI2EN_010611									
N22.HOG0000283	OG0000019	n85														GZMUCI1EN_001939	GZMUCI2EN_009947									
N22.HOG0000284	OG0000019	n104														GZMUCI1EN_011647	GZMUCI2EN_011611									
N22.HOG0000285	OG0000019	n114														GZMUCI1EN_007327	GZMUCI2EN_009106									
N22.HOG0000286	OG0000019	n135														GZMUCI1EN_007506	GZMUCI2EN_008755									
N22.HOG0000287	OG0000019	n140														GZMUCI1EN_003263	GZMUCI2EN_002380									
N22.HOG0000288	OG0000019	n171														GZMUCI1EN_009263	GZMUCI2EN_002773									
N22.HOG0000289	OG0000019	n177														GZMUCI1EN_003813	GZMUCI2EN_011115									
N22.HOG0000290	OG0000020	n9														GZMUCI1EN_007241	GZMUCI2EN_009162									
N22.HOG0000291	OG0000020	n18														GZMUCI1EN_004725	GZMUCI2EN_005143									
N22.HOG0000292	OG0000020	n36														GZMUCI1EN_002111	GZMUCI2EN_001508									
N22.HOG0000293	OG0000020	n44														GZMUCI1EN_008227	GZMUCI2EN_008083									
N22.HOG0000294	OG0000020	n61														GZMUCI1EN_007242	GZMUCI2EN_009161									
N22.HOG0000295	OG0000020	n78														GZMUCI1EN_005020	GZMUCI2EN_004832									
N22.HOG0000296	OG0000020	n100														GZMUCI1EN_000298	GZMUCI2EN_003295									
N22.HOG0000297	OG0000020	n118														GZMUCI1EN_009894	GZMUCI2EN_009667									
N22.HOG0000298	OG0000020	n124														GZMUCI1EN_007240	GZMUCI2EN_009163									
N22.HOG0000299	OG0000020	n138														GZMUCI1EN_004801	GZMUCI2EN_005113									
N22.HOG0000300	OG0000020	n165														GZMUCI1EN_002087	GZMUCI2EN_001484									
N22.HOG0000301	OG0000021	n4														GZMUCI1EN_000389	GZMUCI2EN_000607									
