HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N17.HOG0000041	OG0000001	n151					GGMULA1EN_009159									GZMUCI1EN_007723	GZMUCI2EN_008976	GZMUFR1EN_002864		GZMUPL2EN_010302						
N17.HOG0000042	OG0000001	n169					GGMULA1EN_007912									GZMUCI1EN_006305	GZMUCI2EN_007337	GZMUFR1EN_003007		GZMUPL2EN_010250						
N17.HOG0000043	OG0000001	n195					GGMULA1EN_008012									GZMUCI1EN_005865	GZMUCI2EN_006297	GZMUFR1EN_002522		GZMUPL2EN_003094						
N17.HOG0000044	OG0000001	n227					GGMULA1EN_009346									GZMUCI1EN_001276	GZMUCI2EN_000316	GZMUFR1EN_008338		GZMUPL2EN_002165						
N17.HOG0000045	OG0000001	n234					GGMULA1EN_001542									GZMUCI1EN_007838	GZMUCI2EN_008560	GZMUFR1EN_001052		GZMUPL2EN_000826						
N17.HOG0000046	OG0000001	n277					GGMULA1EN_009479									GZMUCI1EN_011263	GZMUCI2EN_011343	GZMUFR1EN_001019		GZMUPL2EN_001641						
N17.HOG0000047	OG0000001	n293					GGMULA1EN_010200									GZMUCI1EN_002390	GZMUCI2EN_003590	GZMUFR1EN_007379		GZMUPL2EN_003837						
N17.HOG0000048	OG0000001	n302					GGMULA1EN_004996									GZMUCI1EN_008300	GZMUCI2EN_008010	GZMUFR1EN_006024		GZMUPL2EN_001164						
N17.HOG0000049	OG0000001	n327					GGMULA1EN_005032									GZMUCI1EN_007907	GZMUCI2EN_008498	GZMUFR1EN_000675		GZMUPL2EN_000766						
N17.HOG0000050	OG0000001	n363					GGMULA1EN_005382									GZMUCI1EN_010615	GZMUCI2EN_010380	GZMUFR1EN_010382		GZMUPL2EN_009375						
N17.HOG0000051	OG0000001	n376					GGMULA1EN_000501									GZMUCI1EN_003289	GZMUCI2EN_002353	GZMUFR1EN_003515		GZMUPL2EN_006981						
N17.HOG0000052	OG0000001	n407					GGMULA1EN_008448									GZMUCI1EN_008615	GZMUCI2EN_007846	GZMUFR1EN_006126		GZMUPL2EN_001363						
N17.HOG0000053	OG0000002	n6					GGMULA1EN_009038									GZMUCI1EN_003052	GZMUCI2EN_002584	GZMUFR1EN_003437		GZMUPL2EN_006353						
N17.HOG0000054	OG0000002	n27					GGMULA1EN_004776																			
N17.HOG0000055	OG0000002	n46					GGMULA1EN_005192									GZMUCI1EN_005189	GZMUCI2EN_004651	GZMUFR1EN_007866		GZMUPL2EN_004677						
N17.HOG0000056	OG0000002	n54					GGMULA1EN_003551									GZMUCI1EN_009824	GZMUCI2EN_009711	GZMUFR1EN_006606		GZMUPL2EN_000182						
N17.HOG0000057	OG0000002	n66					GGMULA1EN_007306									GZMUCI1EN_003250	GZMUCI2EN_002394	GZMUFR1EN_003465		GZMUPL2EN_006957, GZMUPL2EN_006956						
N17.HOG0000058	OG0000002	n75					GGMULA1EN_002674									GZMUCI1EN_010503	GZMUCI2EN_010240	GZMUFR1EN_010617		GZMUPL2EN_009896						
N17.HOG0000059	OG0000002	n117														GZMUCI1EN_009549	GZMUCI2EN_003022	GZMUFR1EN_003229		GZMUPL2EN_006475						
N17.HOG0000060	OG0000002	n127					GGMULA1EN_009467									GZMUCI1EN_008576	GZMUCI2EN_007891	GZMUFR1EN_006054		GZMUPL2EN_001057						
N17.HOG0000061	OG0000002	n147					GGMULA1EN_010191									GZMUCI1EN_002294	GZMUCI2EN_003542	GZMUFR1EN_011233		GZMUPL2EN_003826						
N17.HOG0000062	OG0000002	n156					GGMULA1EN_010222									GZMUCI1EN_008248	GZMUCI2EN_008061	GZMUFR1EN_005973		GZMUPL2EN_009138						
N17.HOG0000063	OG0000002	n167														GZMUCI1EN_008356	GZMUCI2EN_007951			GZMUPL2EN_001297						
N17.HOG0000064	OG0000002	n189					GGMULA1EN_007440									GZMUCI1EN_006402	GZMUCI2EN_007243	GZMUFR1EN_001452		GZMUPL2EN_008791						
N17.HOG0000065	OG0000002	n217					GGMULA1EN_005969									GZMUCI1EN_005093	GZMUCI2EN_004756	GZMUFR1EN_009536		GZMUPL2EN_008212						
N17.HOG0000066	OG0000002	n241					GGMULA1EN_007340									GZMUCI1EN_007198	GZMUCI2EN_009204	GZMUFR1EN_009256		GZMUPL2EN_007361						
N17.HOG0000067	OG0000002	n260														GZMUCI1EN_000494	GZMUCI2EN_000698	GZMUFR1EN_005540		GZMUPL2EN_005463						
N17.HOG0000068	OG0000002	n302					GGMULA1EN_008880									GZMUCI1EN_001934	GZMUCI2EN_009943	GZMUFR1EN_004567		GZMUPL2EN_006027						
N17.HOG0000069	OG0000002	n311					GGMULA1EN_009498									GZMUCI1EN_004717	GZMUCI2EN_005152	GZMUFR1EN_009404		GZMUPL2EN_008288						
N17.HOG0000070	OG0000002	n324					GGMULA1EN_002456									GZMUCI1EN_010833	GZMUCI2EN_010576	GZMUFR1EN_010761		GZMUPL2EN_009465						
N17.HOG0000071	OG0000002	n336					GGMULA1EN_010294									GZMUCI1EN_004808	GZMUCI2EN_005119	GZMUFR1EN_009235		GZMUPL2EN_007496						
N17.HOG0000072	OG0000003	n68					GGMULA1EN_003092									GZMUCI1EN_006634	GZMUCI2EN_007027	GZMUFR1EN_001156		GZMUPL2EN_009034						
N17.HOG0000073	OG0000003	n124																		GZMUPL2EN_004390, GZMUPL2EN_004391						
N17.HOG0000074	OG0000003	n126														GZMUCI1EN_009362	GZMUCI2EN_002834	GZMUFR1EN_003337		GZMUPL2EN_006545, GZMUPL2EN_004392, GZMUPL2EN_004389						
N17.HOG0000075	OG0000003	n132					GGMULA1EN_007634									GZMUCI1EN_010531	GZMUCI2EN_009632	GZMUFR1EN_010461, GZMUFR1EN_006115								
N17.HOG0000076	OG0000003	n138					GGMULA1EN_008492									GZMUCI1EN_005149	GZMUCI2EN_004679	GZMUFR1EN_009682		GZMUPL2EN_007784						
N17.HOG0000077	OG0000003	n158					GGMULA1EN_005640									GZMUCI1EN_010672	GZMUCI2EN_010455	GZMUFR1EN_010953		GZMUPL2EN_009426						
N17.HOG0000078	OG0000003	n170														GZMUCI1EN_011169	GZMUCI2EN_011251	GZMUFR1EN_001404								
N17.HOG0000079	OG0000003	n173					GGMULA1EN_001461, GGMULA1EN_009278									GZMUCI1EN_001787, GZMUCI1EN_001785	GZMUCI2EN_001763, GZMUCI2EN_001764	GZMUFR1EN_004209, GZMUFR1EN_004210		GZMUPL2EN_011273						
N17.HOG0000080	OG0000003	n184					GGMULA1EN_010041									GZMUCI1EN_001358, GZMUCI1EN_008603	GZMUCI2EN_000436, GZMUCI2EN_007925	GZMUFR1EN_008682, GZMUFR1EN_006400		GZMUPL2EN_006798, GZMUPL2EN_000360						
N17.HOG0000081	OG0000003	n214					GGMULA1EN_004887									GZMUCI1EN_011381	GZMUCI2EN_011366			GZMUPL2EN_000890						
N17.HOG0000082	OG0000003	n237					GGMULA1EN_010624									GZMUCI1EN_005904	GZMUCI2EN_006394	GZMUFR1EN_001978		GZMUPL2EN_003203						
N17.HOG0000083	OG0000003	n269					GGMULA1EN_004916									GZMUCI1EN_008725, GZMUCI1EN_005995	GZMUCI2EN_007738, GZMUCI2EN_006425	GZMUFR1EN_002001		GZMUPL2EN_000068, GZMUPL2EN_002795						
N17.HOG0000084	OG0000003	n277					GGMULA1EN_002569									GZMUCI1EN_009232	GZMUCI2EN_002219	GZMUFR1EN_003718		GZMUPL2EN_002351						
N17.HOG0000085	OG0000003	n283					GGMULA1EN_001834									GZMUCI1EN_004115	GZMUCI2EN_010858	GZMUFR1EN_004892		GZMUPL2EN_005603						
N17.HOG0000086	OG0000004	n30					GGMULA1EN_007404									GZMUCI1EN_009145	GZMUCI2EN_004174	GZMUFR1EN_007387		GZMUPL2EN_003940						
N17.HOG0000087	OG0000004	n47														GZMUCI1EN_001100	GZMUCI2EN_000797	GZMUFR1EN_005036, GZMUFR1EN_002106		GZMUPL2EN_005054, GZMUPL2EN_005055, GZMUPL2EN_010355						
N17.HOG0000088	OG0000004	n109														GZMUCI1EN_003982, GZMUCI1EN_006770	GZMUCI2EN_010954, GZMUCI2EN_006893	GZMUFR1EN_005415, GZMUFR1EN_000493		GZMUPL2EN_005858, GZMUPL2EN_009054						
N17.HOG0000089	OG0000004	n120					GGMULA1EN_006319									GZMUCI1EN_004477	GZMUCI2EN_005247	GZMUFR1EN_009703		GZMUPL2EN_007713						
N17.HOG0000090	OG0000004	n151					GGMULA1EN_006320									GZMUCI1EN_007116, GZMUCI1EN_004476	GZMUCI2EN_006551, GZMUCI2EN_005246	GZMUFR1EN_001625, GZMUFR1EN_003123, GZMUFR1EN_009704		GZMUPL2EN_001733, GZMUPL2EN_007714						
N17.HOG0000091	OG0000004	n161					GGMULA1EN_009986									GZMUCI1EN_005440, GZMUCI1EN_005439	GZMUCI2EN_005530, GZMUCI2EN_005531	GZMUFR1EN_010155, GZMUFR1EN_010156		GZMUPL2EN_007388						
N17.HOG0000092	OG0000004	n201																GZMUFR1EN_003124		GZMUPL2EN_010354						
N17.HOG0000093	OG0000004	n223					GGMULA1EN_004071									GZMUCI1EN_000241	GZMUCI2EN_003354	GZMUFR1EN_011080		GZMUPL2EN_004614						
N17.HOG0000094	OG0000005	n12															GZMUCI2EN_12017									
N17.HOG0000095	OG0000005	n28														GZMUCI1EN_001414										
N17.HOG0000096	OG0000005	n32														GZMUCI1EN_009135	GZMUCI2EN_004197									
N17.HOG0000097	OG0000005	n34					GGMULA1EN_007757									GZMUCI1EN_004791		GZMUFR1EN_008541								
N17.HOG0000098	OG0000005	n45					GGMULA1EN_008869									GZMUCI1EN_004956	GZMUCI2EN_004897	GZMUFR1EN_001299, GZMUFR1EN_006240, GZMUFR1EN_009220								
N17.HOG0000099	OG0000005	n52					GGMULA1EN_006180									GZMUCI1EN_011692	GZMUCI2EN_011568									
N17.HOG0000100	OG0000005	n54														GZMUCI1EN_007079	GZMUCI2EN_001754	GZMUFR1EN_001430								
N17.HOG0000101	OG0000005	n89														GZMUCI1EN_001777										
N17.HOG0000102	OG0000005	n112					GGMULA1EN_003744																			
N17.HOG0000103	OG0000005	n119														GZMUCI1EN_007004		GZMUFR1EN_008396								
N17.HOG0000104	OG0000005	n126														GZMUCI1EN_004263										
N17.HOG0000105	OG0000005	n131															GZMUCI2EN_006627	GZMUFR1EN_005016								
N17.HOG0000106	OG0000005	n138															GZMUCI2EN_009782									
N17.HOG0000107	OG0000005	n142														GZMUCI1EN_003048				GZMUPL2EN_001836						
N17.HOG0000108	OG0000005	n152														GZMUCI1EN_009991										
N17.HOG0000109	OG0000005	n157														GZMUCI1EN_12391	GZMUCI2EN_12065									
N17.HOG0000110	OG0000005	n160					GGMULA1EN_009564									GZMUCI1EN_12405, GZMUCI1EN_003756	GZMUCI2EN_006611									
N17.HOG0000111	OG0000005	n175					GGMULA1EN_001295									GZMUCI1EN_007415, GZMUCI1EN_003674										
N17.HOG0000112	OG0000005	n177														GZMUCI1EN_011225				GZMUPL2EN_000264						
N17.HOG0000113	OG0000005	n184					GGMULA1EN_010900																			
N17.HOG0000114	OG0000005	n188																GZMUFR1EN_008306								
N17.HOG0000115	OG0000005	n195															GZMUCI2EN_006213									
N17.HOG0000116	OG0000005	n219															GZMUCI2EN_000491, GZMUCI2EN_005683									
N17.HOG0000117	OG0000005	n221																		GZMUPL2EN_007809						
N17.HOG0000118	OG0000005	n227															GZMUCI2EN_005117									
N17.HOG0000119	OG0000005	n229															GZMUCI2EN_000327			GZMUPL2EN_003730						
N17.HOG0000120	OG0000005	n239																GZMUFR1EN_008540								
N17.HOG0000121	OG0000005	n240																GZMUFR1EN_006172								
N17.HOG0000122	OG0000005	n244														GZMUCI1EN_004790	GZMUCI2EN_005103									
N17.HOG0000123	OG0000005	n246					GGMULA1EN_010461																			
N17.HOG0000124	OG0000005	n257					GGMULA1EN_010460									GZMUCI1EN_006620				GZMUPL2EN_009725						
N17.HOG0000125	OG0000005	n262														GZMUCI1EN_011893		GZMUFR1EN_006994, GZMUFR1EN_000003								
N17.HOG0000126	OG0000006	n16					GGMULA1EN_005669									GZMUCI1EN_010541	GZMUCI2EN_010276	GZMUFR1EN_010548		GZMUPL2EN_010791						
N17.HOG0000127	OG0000006	n47					GGMULA1EN_008202									GZMUCI1EN_008132	GZMUCI2EN_008179	GZMUFR1EN_006849		GZMUPL2EN_001589						
N17.HOG0000128	OG0000006	n63					GGMULA1EN_008769									GZMUCI1EN_007261	GZMUCI2EN_009142	GZMUFR1EN_009765		GZMUPL2EN_007489						
N17.HOG0000129	OG0000006	n73					GGMULA1EN_006564									GZMUCI1EN_010456	GZMUCI2EN_010197	GZMUFR1EN_010659		GZMUPL2EN_010872						
N17.HOG0000130	OG0000006	n92														GZMUCI1EN_010139	GZMUCI2EN_009397	GZMUFR1EN_002422								
N17.HOG0000131	OG0000006	n98					GGMULA1EN_004064									GZMUCI1EN_009050	GZMUCI2EN_004275	GZMUFR1EN_011203		GZMUPL2EN_003970						
N17.HOG0000132	OG0000006	n118														GZMUCI1EN_012033, GZMUCI1EN_007158	GZMUCI2EN_009251	GZMUFR1EN_009313		GZMUPL2EN_008318						
N17.HOG0000133	OG0000006	n129					GGMULA1EN_003982									GZMUCI1EN_002735, GZMUCI1EN_005248, GZMUCI1EN_005270, GZMUCI1EN_005249	GZMUCI2EN_003738, GZMUCI2EN_004589, GZMUCI2EN_004568, GZMUCI2EN_004588	GZMUFR1EN_007720, GZMUFR1EN_007710, GZMUFR1EN_007721		GZMUPL2EN_003573, GZMUPL2EN_003410, GZMUPL2EN_003400, GZMUPL2EN_003408						
N17.HOG0000134	OG0000006	n157					GGMULA1EN_005129									GZMUCI1EN_008954	GZMUCI2EN_004370	GZMUFR1EN_011377								
N17.HOG0000135	OG0000006	n170														GZMUCI1EN_001841	GZMUCI2EN_001674	GZMUFR1EN_003838								
N17.HOG0000136	OG0000006	n212					GGMULA1EN_003227									GZMUCI1EN_007995	GZMUCI2EN_008398	GZMUFR1EN_001511		GZMUPL2EN_008979						
N17.HOG0000137	OG0000006	n232														GZMUCI1EN_010734	GZMUCI2EN_010336	GZMUFR1EN_010497		GZMUPL2EN_009701						
N17.HOG0000138	OG0000006	n241					GGMULA1EN_000141									GZMUCI1EN_009566	GZMUCI2EN_003038	GZMUFR1EN_003800		GZMUPL2EN_007085						
N17.HOG0000139	OG0000006	n277					GGMULA1EN_002638									GZMUCI1EN_006051	GZMUCI2EN_008242	GZMUFR1EN_002035		GZMUPL2EN_002799						
N17.HOG0000140	OG0000006	n289					GGMULA1EN_010657									GZMUCI1EN_006262	GZMUCI2EN_007386	GZMUFR1EN_005780		GZMUPL2EN_004911						
N17.HOG0000141	OG0000006	n295					GGMULA1EN_004582									GZMUCI1EN_008062		GZMUFR1EN_002209								
N17.HOG0000142	OG0000007	n24					GGMULA1EN_009085									GZMUCI1EN_010353	GZMUCI2EN_010096	GZMUFR1EN_001720								
N17.HOG0000143	OG0000007	n33																		GZMUPL2EN_007981						
N17.HOG0000144	OG0000007	n37															GZMUCI2EN_010186									
N17.HOG0000145	OG0000007	n38														GZMUCI1EN_010446										
N17.HOG0000146	OG0000007	n39																		GZMUPL2EN_005132						
N17.HOG0000147	OG0000007	n42					GGMULA1EN_010345													GZMUPL2EN_010348						
N17.HOG0000148	OG0000007	n49															GZMUCI2EN_011132	GZMUFR1EN_000727								
N17.HOG0000149	OG0000007	n51																GZMUFR1EN_003046								
N17.HOG0000150	OG0000007	n68														GZMUCI1EN_001550		GZMUFR1EN_007497								
N17.HOG0000151	OG0000007	n73																		GZMUPL2EN_006752						
N17.HOG0000152	OG0000007	n81														GZMUCI1EN_005362										
N17.HOG0000153	OG0000007	n82					GGMULA1EN_008293																			
N17.HOG0000154	OG0000007	n83					GGMULA1EN_001635									GZMUCI1EN_010382				GZMUPL2EN_000318						
N17.HOG0000155	OG0000007	n90																		GZMUPL2EN_008488						
N17.HOG0000156	OG0000007	n94					GGMULA1EN_001825										GZMUCI2EN_005610									
N17.HOG0000157	OG0000007	n102					GGMULA1EN_010711									GZMUCI1EN_006583										
N17.HOG0000158	OG0000007	n105					GGMULA1EN_008155																			
N17.HOG0000159	OG0000007	n110																GZMUFR1EN_001719								
N17.HOG0000160	OG0000007	n139					GGMULA1EN_008044																			
N17.HOG0000161	OG0000007	n140															GZMUCI2EN_004356			GZMUPL2EN_003098						
N17.HOG0000162	OG0000007	n146																		GZMUPL2EN_011047						
N17.HOG0000163	OG0000007	n147														GZMUCI1EN_000423				GZMUPL2EN_008821						
N17.HOG0000164	OG0000007	n168																GZMUFR1EN_009188, GZMUFR1EN_009187, GZMUFR1EN_005988								
N17.HOG0000165	OG0000007	n172														GZMUCI1EN_008303		GZMUFR1EN_005219								
N17.HOG0000166	OG0000007	n184														GZMUCI1EN_002435										
N17.HOG0000167	OG0000007	n190															GZMUCI2EN_010472	GZMUFR1EN_005902, GZMUFR1EN_010969								
N17.HOG0000168	OG0000007	n214																		GZMUPL2EN_008822						
N17.HOG0000169	OG0000007	n219														GZMUCI1EN_011532, GZMUCI1EN_011106, GZMUCI1EN_011717, GZMUCI1EN_010859	GZMUCI2EN_011724, GZMUCI2EN_007384, GZMUCI2EN_010763, GZMUCI2EN_011175, GZMUCI2EN_007517, GZMUCI2EN_011180, GZMUCI2EN_000432, GZMUCI2EN_011562, GZMUCI2EN_011193	GZMUFR1EN_011042, GZMUFR1EN_11888, GZMUFR1EN_11924, GZMUFR1EN_011419, GZMUFR1EN_011033, GZMUFR1EN_011412, GZMUFR1EN_003140								
N17.HOG0000170	OG0000007	n240														GZMUCI1EN_009963										
N17.HOG0000171	OG0000007	n246					GGMULA1EN_007756										GZMUCI2EN_007586									
N17.HOG0000172	OG0000007	n249																		GZMUPL2EN_004564						
N17.HOG0000173	OG0000007	n257					GGMULA1EN_008354																			
N17.HOG0000174	OG0000007	n259					GGMULA1EN_006035																			
N17.HOG0000175	OG0000007	n283														GZMUCI1EN_006595	GZMUCI2EN_009800	GZMUFR1EN_000548								
N17.HOG0000176	OG0000007	n290																GZMUFR1EN_008110								
N17.HOG0000177	OG0000007	n294														GZMUCI1EN_011105										
N17.HOG0000178	OG0000008	n7					GGMULA1EN_002397									GZMUCI1EN_010013	GZMUCI2EN_009514	GZMUFR1EN_006756		GZMUPL2EN_001430						
N17.HOG0000179	OG0000008	n22					GGMULA1EN_000049									GZMUCI1EN_001598	GZMUCI2EN_000094	GZMUFR1EN_009026		GZMUPL2EN_006275						
N17.HOG0000180	OG0000008	n40					GGMULA1EN_001698									GZMUCI1EN_006421	GZMUCI2EN_007223	GZMUFR1EN_000352		GZMUPL2EN_008682						
N17.HOG0000181	OG0000008	n60					GGMULA1EN_003818									GZMUCI1EN_005272	GZMUCI2EN_004567	GZMUFR1EN_007709		GZMUPL2EN_003403						
N17.HOG0000182	OG0000008	n104																		GZMUPL2EN_004465						
N17.HOG0000183	OG0000008	n132					GGMULA1EN_005347									GZMUCI1EN_002725	GZMUCI2EN_003747	GZMUFR1EN_007418		GZMUPL2EN_004263						
N17.HOG0000184	OG0000008	n160					GGMULA1EN_007233											GZMUFR1EN_007762		GZMUPL2EN_004578						
N17.HOG0000185	OG0000008	n172					GGMULA1EN_009388									GZMUCI1EN_006645	GZMUCI2EN_007017	GZMUFR1EN_000254		GZMUPL2EN_000869						
N17.HOG0000186	OG0000008	n193					GGMULA1EN_008374									GZMUCI1EN_008181	GZMUCI2EN_008131	GZMUFR1EN_006321		GZMUPL2EN_001073						
N17.HOG0000187	OG0000008	n210														GZMUCI1EN_002515	GZMUCI2EN_003719	GZMUFR1EN_007910		GZMUPL2EN_004472						
N17.HOG0000188	OG0000008	n233					GGMULA1EN_003328									GZMUCI1EN_005539	GZMUCI2EN_005847	GZMUFR1EN_002740		GZMUPL2EN_002597						
N17.HOG0000189	OG0000008	n248					GGMULA1EN_010870									GZMUCI1EN_002421	GZMUCI2EN_003623	GZMUFR1EN_007759		GZMUPL2EN_004466						
N17.HOG0000190	OG0000008	n260					GGMULA1EN_010713									GZMUCI1EN_004052	GZMUCI2EN_010802	GZMUFR1EN_005132		GZMUPL2EN_005627						
N17.HOG0000191	OG0000009	n6					GGMULA1EN_001981									GZMUCI1EN_009910	GZMUCI2EN_009611	GZMUFR1EN_006163		GZMUPL2EN_001563						
