HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N7.HOG0000053	OG0000004	n211																						GZUMIS1EN_006085, GZUMIS1EN_006089, GZUMIS1EN_006088, GZUMIS1EN_006090	GZUMRA1EN_008854, GZUMRA1EN_008853, GZUMRA1EN_007956, GZUMRA1EN_008849, GZUMRA1EN_008851, GZUMRA1EN_008848	GZUMVI1EN_006752, GZUMVI1EN_006751
N7.HOG0000054	OG0000004	n222																						GZUMIS1EN_006750		GZUMVI1EN_006750
N7.HOG0000055	OG0000004	n223																						GZUMIS1EN_002892, GZUMIS1EN_002951, GZUMIS1EN_002879, GZUMIS1EN_002811	GZUMRA1EN_002746, GZUMRA1EN_002747, GZUMRA1EN_002739, GZUMRA1EN_002745, GZUMRA1EN_002742, GZUMRA1EN_002743, GZUMRA1EN_002748, GZUMRA1EN_002740, GZUMRA1EN_002741, GZUMRA1EN_002744	GZUMVI1EN_005018
N7.HOG0000056	OG0000004	n259																						GZUMIS1EN_006752, GZUMIS1EN_006083		
N7.HOG0000057	OG0000004	n276																						GZUMIS1EN_006084		
N7.HOG0000058	OG0000005	n1																							GZUMRA1EN_007622	GZUMVI1EN_004062, GZUMVI1EN_004063, GZUMVI1EN_004064, GZUMVI1EN_005238
N7.HOG0000059	OG0000005	n142																							GZUMRA1EN_005555	
N7.HOG0000060	OG0000005	n149																							GZUMRA1EN_004233	
N7.HOG0000061	OG0000005	n210																							GZUMRA1EN_004929	
N7.HOG0000062	OG0000006	n16																						GZUMIS1EN_006334		GZUMVI1EN_008023
N7.HOG0000063	OG0000006	n37																						GZUMIS1EN_001314	GZUMRA1EN_001578	GZUMVI1EN_006407
N7.HOG0000064	OG0000006	n39																						GZUMIS1EN_004051, GZUMIS1EN_004052, GZUMIS1EN_003846, GZUMIS1EN_004803	GZUMRA1EN_001391	GZUMVI1EN_006628
N7.HOG0000065	OG0000006	n44																						GZUMIS1EN_007936	GZUMRA1EN_005456	GZUMVI1EN_005205
N7.HOG0000066	OG0000006	n114																						GZUMIS1EN_001019	GZUMRA1EN_003299	GZUMVI1EN_003372
N7.HOG0000067	OG0000006	n208																						GZUMIS1EN_002710, GZUMIS1EN_009519	GZUMRA1EN_002876	GZUMVI1EN_008648
N7.HOG0000068	OG0000006	n229																						GZUMIS1EN_009146	GZUMRA1EN_003468	GZUMVI1EN_002991
N7.HOG0000069	OG0000006	n263																						GZUMIS1EN_009517, GZUMIS1EN_002712	GZUMRA1EN_002878	GZUMVI1EN_008646
N7.HOG0000070	OG0000006	n267																						GZUMIS1EN_008388	GZUMRA1EN_006243	GZUMVI1EN_008991
N7.HOG0000071	OG0000006	n269																						GZUMIS1EN_008625	GZUMRA1EN_009315	GZUMVI1EN_001489
N7.HOG0000072	OG0000007	n4																								GZUMVI1EN_005823
N7.HOG0000073	OG0000007	n42																							GZUMRA1EN_005478	GZUMVI1EN_003025, GZUMVI1EN_005832
N7.HOG0000074	OG0000007	n48																							GZUMRA1EN_007140, GZUMRA1EN_9699, GZUMRA1EN_9698, GZUMRA1EN_008670	GZUMVI1EN_007437, GZUMVI1EN_003029, GZUMVI1EN_003026, GZUMVI1EN_002995, GZUMVI1EN_000028, GZUMVI1EN_005833, GZUMVI1EN_006190
N7.HOG0000075	OG0000007	n283																								GZUMVI1EN_002996
N7.HOG0000076	OG0000007	n290																							GZUMRA1EN_005554	
N7.HOG0000077	OG0000008	n5																						GZUMIS1EN_004411	GZUMRA1EN_001735	GZUMVI1EN_001542
N7.HOG0000078	OG0000008	n38																						GZUMIS1EN_005860	GZUMRA1EN_007281, GZUMRA1EN_007280	GZUMVI1EN_000587
N7.HOG0000079	OG0000008	n73																						GZUMIS1EN_009190	GZUMRA1EN_009397	GZUMVI1EN_005793
N7.HOG0000080	OG0000008	n132																						GZUMIS1EN_007303	GZUMRA1EN_002196	GZUMVI1EN_003666
N7.HOG0000081	OG0000008	n158																						GZUMIS1EN_006672	GZUMRA1EN_008270	GZUMVI1EN_007642
N7.HOG0000082	OG0000008	n191																						GZUMIS1EN_007312	GZUMRA1EN_002195	GZUMVI1EN_003756
N7.HOG0000083	OG0000008	n229																						GZUMIS1EN_007304	GZUMRA1EN_002197	GZUMVI1EN_003665
N7.HOG0000084	OG0000008	n260																						GZUMIS1EN_006105	GZUMRA1EN_008999	GZUMVI1EN_004330
N7.HOG0000085	OG0000009	n6																						GZUMIS1EN_004038	GZUMRA1EN_003187	GZUMVI1EN_003466
N7.HOG0000086	OG0000009	n37																						GZUMIS1EN_004375	GZUMRA1EN_001771	GZUMVI1EN_002767
N7.HOG0000087	OG0000009	n39																						GZUMIS1EN_004475	GZUMRA1EN_006940	GZUMVI1EN_001613
N7.HOG0000088	OG0000009	n107																							GZUMRA1EN_006991	GZUMVI1EN_002754
N7.HOG0000089	OG0000009	n114																						GZUMIS1EN_007409	GZUMRA1EN_002099, GZUMRA1EN_002090	GZUMVI1EN_003862
N7.HOG0000090	OG0000009	n154																						GZUMIS1EN_006654	GZUMRA1EN_006990	GZUMVI1EN_002755
N7.HOG0000091	OG0000009	n156																						GZUMIS1EN_004531	GZUMRA1EN_008014	GZUMVI1EN_000186
N7.HOG0000092	OG0000009	n159																								GZUMVI1EN_005806
N7.HOG0000093	OG0000009	n220																						GZUMIS1EN_006004	GZUMRA1EN_008755	GZUMVI1EN_004284
N7.HOG0000094	OG0000009	n222																						GZUMIS1EN_007209	GZUMRA1EN_004601, GZUMRA1EN_004599, GZUMRA1EN_004600	GZUMVI1EN_006094
N7.HOG0000095	OG0000009	n226																						GZUMIS1EN_001392	GZUMRA1EN_001497	GZUMVI1EN_006504
N7.HOG0000096	OG0000009	n228																						GZUMIS1EN_005582, GZUMIS1EN_004261	GZUMRA1EN_000724, GZUMRA1EN_008140, GZUMRA1EN_006799	GZUMVI1EN_001029, GZUMVI1EN_001030
N7.HOG0000097	OG0000009	n243																						GZUMIS1EN_003140	GZUMRA1EN_005987	GZUMVI1EN_007506
N7.HOG0000098	OG0000010	n28																						GZUMIS1EN_000899	GZUMRA1EN_007575	GZUMVI1EN_009583
N7.HOG0000099	OG0000010	n33																						GZUMIS1EN_002504	GZUMRA1EN_003681	GZUMVI1EN_002194
N7.HOG0000100	OG0000010	n35																						GZUMIS1EN_001606		GZUMVI1EN_009091
N7.HOG0000101	OG0000010	n91																						GZUMIS1EN_002690	GZUMRA1EN_007841	GZUMVI1EN_005105
N7.HOG0000102	OG0000010	n93																						GZUMIS1EN_002706	GZUMRA1EN_007834	GZUMVI1EN_005111
N7.HOG0000103	OG0000010	n188																						GZUMIS1EN_000348	GZUMRA1EN_006573	GZUMVI1EN_007125
N7.HOG0000104	OG0000010	n244																						GZUMIS1EN_000337	GZUMRA1EN_006562	GZUMVI1EN_007112
N7.HOG0000105	OG0000010	n246																						GZUMIS1EN_002685	GZUMRA1EN_007845	GZUMVI1EN_005101
N7.HOG0000106	OG0000011	n2																						GZUMIS1EN_004142		GZUMVI1EN_008456
N7.HOG0000107	OG0000011	n3																						GZUMIS1EN_007997	GZUMRA1EN_008656, GZUMRA1EN_008690	GZUMVI1EN_008171
N7.HOG0000108	OG0000012	n19																						GZUMIS1EN_005410		GZUMVI1EN_007625
N7.HOG0000109	OG0000012	n117																								GZUMVI1EN_9882, GZUMVI1EN_9934, GZUMVI1EN_9879, GZUMVI1EN_9889, GZUMVI1EN_9923
N7.HOG0000110	OG0000012	n190																								GZUMVI1EN_006859, GZUMVI1EN_005239
N7.HOG0000111	OG0000013	n0																								GZUMVI1EN_003028
N7.HOG0000112	OG0000014	n7																						GZUMIS1EN_006412	GZUMRA1EN_008382	GZUMVI1EN_007939
N7.HOG0000113	OG0000014	n23																						GZUMIS1EN_000397	GZUMRA1EN_006626	GZUMVI1EN_007184
N7.HOG0000114	OG0000014	n60																						GZUMIS1EN_003611	GZUMRA1EN_9718	GZUMVI1EN_002387
N7.HOG0000115	OG0000014	n96																						GZUMIS1EN_000398		GZUMVI1EN_005235
N7.HOG0000116	OG0000014	n117																						GZUMIS1EN_008763	GZUMRA1EN_003412	
N7.HOG0000117	OG0000014	n118																						GZUMIS1EN_004212	GZUMRA1EN_001960	GZUMVI1EN_001812
N7.HOG0000118	OG0000014	n162																						GZUMIS1EN_007698	GZUMRA1EN_003953	GZUMVI1EN_008819
N7.HOG0000119	OG0000014	n194																						GZUMIS1EN_000438	GZUMRA1EN_006675	GZUMVI1EN_007236
N7.HOG0000120	OG0000015	n1																						GZUMIS1EN_001142	GZUMRA1EN_003061	GZUMVI1EN_003598
N7.HOG0000121	OG0000015	n46																						GZUMIS1EN_002182	GZUMRA1EN_007525	GZUMVI1EN_005567
N7.HOG0000122	OG0000015	n83																						GZUMIS1EN_003544	GZUMRA1EN_007972	GZUMVI1EN_000219
N7.HOG0000123	OG0000015	n90																						GZUMIS1EN_006522	GZUMRA1EN_006276	GZUMVI1EN_000360
N7.HOG0000124	OG0000015	n129																						GZUMIS1EN_000821	GZUMRA1EN_002975	GZUMVI1EN_000892
N7.HOG0000125	OG0000015	n144																						GZUMIS1EN_001200	GZUMRA1EN_001609	GZUMVI1EN_006382
N7.HOG0000126	OG0000015	n173																						GZUMIS1EN_009305	GZUMRA1EN_009477	GZUMVI1EN_009299
N7.HOG0000127	OG0000016	n1																						GZUMIS1EN_001309	GZUMRA1EN_001583	GZUMVI1EN_006403
N7.HOG0000128	OG0000016	n36																						GZUMIS1EN_000776	GZUMRA1EN_004840	GZUMVI1EN_003287
N7.HOG0000129	OG0000016	n67																						GZUMIS1EN_000195	GZUMRA1EN_004885	GZUMVI1EN_009025
N7.HOG0000130	OG0000016	n79																						GZUMIS1EN_000938	GZUMRA1EN_007533	GZUMVI1EN_005559, GZUMVI1EN_005558
N7.HOG0000131	OG0000016	n108																						GZUMIS1EN_003762	GZUMRA1EN_003922	GZUMVI1EN_001952, GZUMVI1EN_001954
N7.HOG0000132	OG0000016	n156																						GZUMIS1EN_008994	GZUMRA1EN_007378	GZUMVI1EN_009348
N7.HOG0000133	OG0000016	n160																						GZUMIS1EN_003422, GZUMIS1EN_009448	GZUMRA1EN_009563	GZUMVI1EN_008335
N7.HOG0000134	OG0000016	n174																							GZUMRA1EN_007153	
N7.HOG0000135	OG0000017	n21																						GZUMIS1EN_004793	GZUMRA1EN_001383	GZUMVI1EN_006641
N7.HOG0000136	OG0000017	n55																						GZUMIS1EN_008686	GZUMRA1EN_009080	GZUMVI1EN_004405
N7.HOG0000137	OG0000017	n103																						GZUMIS1EN_004247	GZUMRA1EN_001994	GZUMVI1EN_001777
N7.HOG0000138	OG0000017	n183																						GZUMIS1EN_004248	GZUMRA1EN_001995	GZUMVI1EN_001776
N7.HOG0000139	OG0000017	n185																						GZUMIS1EN_003259	GZUMRA1EN_006121	GZUMVI1EN_000082
N7.HOG0000140	OG0000018	n60																						GZUMIS1EN_000377	GZUMRA1EN_006608	GZUMVI1EN_007159
N7.HOG0000141	OG0000018	n77																						GZUMIS1EN_004985	GZUMRA1EN_002542	GZUMVI1EN_004760
N7.HOG0000142	OG0000018	n96																						GZUMIS1EN_003174	GZUMRA1EN_005953	GZUMVI1EN_007470
N7.HOG0000143	OG0000018	n149																						GZUMIS1EN_003681	GZUMRA1EN_005811	GZUMVI1EN_002320
N7.HOG0000144	OG0000018	n169																						GZUMIS1EN_004040	GZUMRA1EN_003185	GZUMVI1EN_003468
N7.HOG0000145	OG0000019	n16																						GZUMIS1EN_001867		GZUMVI1EN_002895
N7.HOG0000146	OG0000019	n30																						GZUMIS1EN_005326	GZUMRA1EN_000886	GZUMVI1EN_005384
N7.HOG0000147	OG0000019	n85																						GZUMIS1EN_003530	GZUMRA1EN_008911	GZUMVI1EN_004231
N7.HOG0000148	OG0000019	n104																						GZUMIS1EN_001084	GZUMRA1EN_003360	GZUMVI1EN_003315
N7.HOG0000149	OG0000019	n140																						GZUMIS1EN_002806	GZUMRA1EN_002650	GZUMVI1EN_004935
N7.HOG0000150	OG0000019	n152																						GZUMIS1EN_008223	GZUMRA1EN_007939	GZUMVI1EN_004212
N7.HOG0000151	OG0000020	n34																						GZUMIS1EN_007362	GZUMRA1EN_002109	GZUMVI1EN_003846
N7.HOG0000152	OG0000020	n61																						GZUMIS1EN_004707	GZUMRA1EN_007180	
N7.HOG0000153	OG0000020	n78																						GZUMIS1EN_008678, GZUMIS1EN_006655	GZUMRA1EN_009089	GZUMVI1EN_004415
N7.HOG0000154	OG0000020	n98																						GZUMIS1EN_009241	GZUMRA1EN_008918	GZUMVI1EN_002509
N7.HOG0000155	OG0000020	n138																						GZUMIS1EN_004018	GZUMRA1EN_003208	GZUMVI1EN_003444
N7.HOG0000156	OG0000020	n165																						GZUMIS1EN_003142	GZUMRA1EN_005985	GZUMVI1EN_007504
N7.HOG0000157	OG0000021	n4																						GZUMIS1EN_007468	GZUMRA1EN_005218	GZUMVI1EN_003918
N7.HOG0000158	OG0000021	n36																						GZUMIS1EN_003314	GZUMRA1EN_002266	GZUMVI1EN_003118
N7.HOG0000159	OG0000021	n53																						GZUMIS1EN_004609	GZUMRA1EN_007074	GZUMVI1EN_002672
N7.HOG0000160	OG0000022	n10																						GZUMIS1EN_001239	GZUMRA1EN_002035	GZUMVI1EN_001907
N7.HOG0000161	OG0000022	n13																						GZUMIS1EN_001240	GZUMRA1EN_002036	GZUMVI1EN_001908
N7.HOG0000162	OG0000022	n15																						GZUMIS1EN_005847	GZUMRA1EN_000203	GZUMVI1EN_000692
N7.HOG0000163	OG0000023	n33																						GZUMIS1EN_008841	GZUMRA1EN_002376	GZUMVI1EN_004531
N7.HOG0000164	OG0000023	n71																						GZUMIS1EN_004101	GZUMRA1EN_009187, GZUMRA1EN_009186	
N7.HOG0000165	OG0000023	n78																						GZUMIS1EN_007282	GZUMRA1EN_002228	GZUMVI1EN_003692
N7.HOG0000166	OG0000023	n97																						GZUMIS1EN_001299	GZUMRA1EN_001697	GZUMVI1EN_006294
N7.HOG0000167	OG0000023	n129																						GZUMIS1EN_004890	GZUMRA1EN_000181	GZUMVI1EN_000669
N7.HOG0000168	OG0000023	n137																						GZUMIS1EN_002367	GZUMRA1EN_003770	GZUMVI1EN_002020
N7.HOG0000169	OG0000023	n150																								GZUMVI1EN_001929, GZUMVI1EN_003589
N7.HOG0000170	OG0000023	n151																						GZUMIS1EN_003823	GZUMRA1EN_007606	GZUMVI1EN_005718
N7.HOG0000171	OG0000024	n129																						GZUMIS1EN_005275	GZUMRA1EN_000780	GZUMVI1EN_005330
N7.HOG0000172	OG0000024	n131																						GZUMIS1EN_005276	GZUMRA1EN_000783, GZUMRA1EN_000784, GZUMRA1EN_000781	GZUMVI1EN_005329
N7.HOG0000173	OG0000024	n139																								GZUMVI1EN_005331
N7.HOG0000174	OG0000025	n25																						GZUMIS1EN_003128		
N7.HOG0000175	OG0000025	n29																							GZUMRA1EN_001177	GZUMVI1EN_005853
N7.HOG0000176	OG0000025	n66																								GZUMVI1EN_007411
N7.HOG0000177	OG0000025	n137																								GZUMVI1EN_9884, GZUMVI1EN_9909, GZUMVI1EN_9908, GZUMVI1EN_9942, GZUMVI1EN_9925, GZUMVI1EN_9896
N7.HOG0000178	OG0000026	n16																						GZUMIS1EN_009110	GZUMRA1EN_003461	GZUMVI1EN_003002
N7.HOG0000179	OG0000026	n18																						GZUMIS1EN_004397	GZUMRA1EN_001749	GZUMVI1EN_001528
N7.HOG0000180	OG0000026	n61																							GZUMRA1EN_006583	GZUMVI1EN_007134
N7.HOG0000181	OG0000026	n125																							GZUMRA1EN_009321	GZUMVI1EN_001497
N7.HOG0000182	OG0000027	n0																						GZUMIS1EN_002741	GZUMRA1EN_002600, GZUMRA1EN_002837, GZUMRA1EN_002597	GZUMVI1EN_004882, GZUMVI1EN_008529
N7.HOG0000183	OG0000028	n0																								GZUMVI1EN_006932
N7.HOG0000184	OG0000029	n1																								GZUMVI1EN_008183
N7.HOG0000185	OG0000029	n47																								GZUMVI1EN_002284
N7.HOG0000186	OG0000029	n59																								GZUMVI1EN_007757
N7.HOG0000187	OG0000030	n15																						GZUMIS1EN_002887	GZUMRA1EN_002734	GZUMVI1EN_005013
N7.HOG0000188	OG0000030	n41																						GZUMIS1EN_002888	GZUMRA1EN_002735	GZUMVI1EN_005014
N7.HOG0000189	OG0000030	n44																						GZUMIS1EN_004586	GZUMRA1EN_007050	GZUMVI1EN_002696
N7.HOG0000190	OG0000030	n64																						GZUMIS1EN_002889	GZUMRA1EN_002736	GZUMVI1EN_005015
N7.HOG0000191	OG0000030	n100																						GZUMIS1EN_004585	GZUMRA1EN_007049	GZUMVI1EN_002697
N7.HOG0000192	OG0000030	n119																						GZUMIS1EN_002535	GZUMRA1EN_003643	GZUMVI1EN_002227
N7.HOG0000193	OG0000031	n8																						GZUMIS1EN_007686	GZUMRA1EN_003966	GZUMVI1EN_008835
N7.HOG0000194	OG0000031	n47																						GZUMIS1EN_009104	GZUMRA1EN_002339	GZUMVI1EN_003042
N7.HOG0000195	OG0000031	n116																						GZUMIS1EN_005595	GZUMRA1EN_000642	GZUMVI1EN_001044
N7.HOG0000196	OG0000031	n118																						GZUMIS1EN_005263	GZUMRA1EN_000796	GZUMVI1EN_005318
N7.HOG0000197	OG0000031	n120																						GZUMIS1EN_007603	GZUMRA1EN_005353	GZUMVI1EN_004058
N7.HOG0000198	OG0000032	n51																								GZUMVI1EN_003041
N7.HOG0000199	OG0000032	n87																						GZUMIS1EN_9556		GZUMVI1EN_9887
N7.HOG0000200	OG0000033	n73																						GZUMIS1EN_001441		GZUMVI1EN_006600
N7.HOG0000201	OG0000033	n74																						GZUMIS1EN_006730	GZUMRA1EN_003430, GZUMRA1EN_004424, GZUMRA1EN_008859	GZUMVI1EN_006756
N7.HOG0000202	OG0000033	n78																						GZUMIS1EN_005967	GZUMRA1EN_001136	GZUMVI1EN_000488
N7.HOG0000203	OG0000033	n81																							GZUMRA1EN_009386, GZUMRA1EN_004913, GZUMRA1EN_004912	GZUMVI1EN_002955, GZUMVI1EN_003963, GZUMVI1EN_003964
N7.HOG0000204	OG0000033	n96																						GZUMIS1EN_007270, GZUMIS1EN_007269	GZUMRA1EN_002240	GZUMVI1EN_003706
N7.HOG0000205	OG0000033	n142																							GZUMRA1EN_004423	
N7.HOG0000206	OG0000034	n19																								GZUMVI1EN_001366
N7.HOG0000207	OG0000034	n24																						GZUMIS1EN_000513	GZUMRA1EN_000292	GZUMVI1EN_001365
N7.HOG0000208	OG0000034	n105																						GZUMIS1EN_004551, GZUMIS1EN_004552	GZUMRA1EN_007011	GZUMVI1EN_002732
N7.HOG0000209	OG0000035	n19																								GZUMVI1EN_005046, GZUMVI1EN_006690
N7.HOG0000210	OG0000035	n41																								GZUMVI1EN_005385
N7.HOG0000211	OG0000035	n53																								GZUMVI1EN_007168
N7.HOG0000212	OG0000035	n65																								GZUMVI1EN_006594
N7.HOG0000213	OG0000035	n114																								GZUMVI1EN_007486
N7.HOG0000214	OG0000035	n130																								GZUMVI1EN_007487
N7.HOG0000215	OG0000036	n44																						GZUMIS1EN_005030	GZUMRA1EN_002496	GZUMVI1EN_004713
N7.HOG0000216	OG0000036	n46																						GZUMIS1EN_002460	GZUMRA1EN_003694	GZUMVI1EN_002146
N7.HOG0000217	OG0000036	n48																						GZUMIS1EN_002883	GZUMRA1EN_002729	GZUMVI1EN_005010
N7.HOG0000218	OG0000036	n102																						GZUMIS1EN_006006	GZUMRA1EN_008752	GZUMVI1EN_004281
N7.HOG0000219	OG0000036	n104																						GZUMIS1EN_005091	GZUMRA1EN_002468	GZUMVI1EN_004650
N7.HOG0000220	OG0000036	n125																						GZUMIS1EN_003111	GZUMRA1EN_006014	GZUMVI1EN_007603
N7.HOG0000221	OG0000037	n1																						GZUMIS1EN_009297	GZUMRA1EN_009488	
N7.HOG0000222	OG0000037	n16																						GZUMIS1EN_007473	GZUMRA1EN_005223	GZUMVI1EN_003924
N7.HOG0000223	OG0000037	n57																						GZUMIS1EN_006740	GZUMRA1EN_008883	GZUMVI1EN_006781
N7.HOG0000224	OG0000037	n103																						GZUMIS1EN_002083	GZUMRA1EN_000132	GZUMVI1EN_000621
N7.HOG0000225	OG0000037	n106																						GZUMIS1EN_001158	GZUMRA1EN_001654	GZUMVI1EN_006337
N7.HOG0000226	OG0000037	n108																						GZUMIS1EN_003072	GZUMRA1EN_006049	GZUMVI1EN_007563
