HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N1.HOG0000027	OG0000008	n92	ANIA_04750, ANIA_11223, ANIA_00026, ANIA_07050, ANIA_04035		YFR057W																					
N1.HOG0000028	OG0000008	n104			YHR178W																					
N1.HOG0000029	OG0000008	n107	ANIA_04185, ANIA_07379, ANIA_00937		YLR098C, YOR337W																					
N1.HOG0000030	OG0000008	n126	ANIA_04558, ANIA_00689																							
N1.HOG0000031	OG0000009	n2	ANIA_10286																							
N1.HOG0000032	OG0000009	n33	ANIA_03888		YBR293W																					
N1.HOG0000033	OG0000009	n34	ANIA_00201		YMR088C																					
N1.HOG0000034	OG0000009	n107	ANIA_03884																							
N1.HOG0000035	OG0000009	n112	ANIA_07585																							
N1.HOG0000036	OG0000009	n158	ANIA_03254, ANIA_01031, ANIA_05370, ANIA_08459, ANIA_02643, ANIA_08095, ANIA_11217, ANIA_07200, ANIA_03491, ANIA_02985, ANIA_01481, ANIA_03383, ANIA_03264, ANIA_11087, ANIA_04180, ANIA_07112		YKR105C, YCL069W, YGR224W, YPR198W																					
N1.HOG0000037	OG0000010	n1	ANIA_01016		YER020W																					
N1.HOG0000038	OG0000010	n86	ANIA_03090																							
N1.HOG0000039	OG0000010	n149	ANIA_00651																							
N1.HOG0000040	OG0000014	n1	ANIA_03152		YLR013W, YIR013C, YMR136W																					
N1.HOG0000041	OG0000014	n96			YPL021W, YCR018C																					
N1.HOG0000042	OG0000014	n104	ANIA_03607																							
N1.HOG0000043	OG0000015	n1	ANIA_02854		YIL131C, YNL068C, YPR104C																					
N1.HOG0000044	OG0000015	n38	ANIA_08858		YCR065W																					
N1.HOG0000045	OG0000016	n13	ANIA_05890, ANIA_01581, ANIA_03359		YOR348C																					
N1.HOG0000046	OG0000016	n16	ANIA_01732																							
N1.HOG0000047	OG0000016	n20	ANIA_02201, ANIA_07242																							
N1.HOG0000048	OG0000016	n23	ANIA_08279		YNL270C, YEL063C, YNL268W																					
N1.HOG0000049	OG0000016	n27	ANIA_05678, ANIA_01659		YOL020W, YBR069C, YKR039W, YGR191W																					
N1.HOG0000050	OG0000016	n33	ANIA_02781																							
N1.HOG0000051	OG0000016	n158	ANIA_02468		YFL055W																					
N1.HOG0000052	OG0000016	n188	ANIA_08816, ANIA_08659, ANIA_04604, ANIA_04649, ANIA_06118		YPL265W																					
N1.HOG0000053	OG0000017	n0			YNL101W																					
N1.HOG0000054	OG0000018	n0	ANIA_00587, ANIA_02646, ANIA_00866																							
N1.HOG0000055	OG0000019	n1			YMR042W, YMR043W																					
N1.HOG0000056	OG0000019	n47	ANIA_02984		YBR182C, YPL089C																					
N1.HOG0000057	OG0000020	n1	ANIA_08119		YBR199W																					
N1.HOG0000058	OG0000020	n28	ANIA_00086																							
N1.HOG0000059	OG0000020	n165	ANIA_02752		YKR061W, YJL139C, YOR099W, YDR483W, YBR205W																					
N1.HOG0000060	OG0000021	n1	ANIA_04717																							
N1.HOG0000061	OG0000021	n53	ANIA_06305		YJL164C, YKL166C, YPL203W																					
N1.HOG0000062	OG0000022	n0	ANIA_06057, ANIA_07131, ANIA_06321, ANIA_08411, ANIA_09384, ANIA_10617, ANIA_03917																							
N1.HOG0000063	OG0000023	n3	ANIA_02376, ANIA_08302																							
N1.HOG0000064	OG0000023	n124	ANIA_06883, ANIA_10267, ANIA_10487																							
N1.HOG0000065	OG0000023	n151	ANIA_07027, ANIA_02401, ANIA_08936, ANIA_05032, ANIA_08502, ANIA_00208, ANIA_00473, ANIA_09000																							
N1.HOG0000066	OG0000023	n164	ANIA_05650, ANIA_11116, ANIA_08623, ANIA_02282, ANIA_01110, ANIA_09010, ANIA_02729, ANIA_00614, ANIA_01681, ANIA_08955, ANIA_10075, ANIA_00993, ANIA_09392, ANIA_02344, ANIA_11189, ANIA_07648																							
N1.HOG0000067	OG0000024	n1	ANIA_08131																							
N1.HOG0000068	OG0000024	n127	ANIA_06018, ANIA_01786, ANIA_08140, ANIA_11206, ANIA_08378																							
N1.HOG0000069	OG0000024	n139	ANIA_09230																							
N1.HOG0000070	OG0000025	n5	ANIA_02616																							
N1.HOG0000071	OG0000025	n9	ANIA_09237, ANIA_05249, ANIA_08305, ANIA_08295, ANIA_05066, ANIA_07831, ANIA_07846, ANIA_10632, ANIA_03471, ANIA_02713, ANIA_06966, ANIA_05471, ANIA_00537, ANIA_07840																							
N1.HOG0000072	OG0000025	n25	ANIA_11562																							
N1.HOG0000073	OG0000025	n28	ANIA_11490, ANIA_11270, ANIA_08160, ANIA_10654, ANIA_11204, ANIA_10687																							
N1.HOG0000074	OG0000025	n74	ANIA_10653																							
N1.HOG0000075	OG0000025	n78	ANIA_05253																							
N1.HOG0000076	OG0000025	n151	ANIA_06967, ANIA_05254, ANIA_00536, ANIA_05095, ANIA_05065, ANIA_05470, ANIA_07845, ANIA_02670, ANIA_10649, ANIA_10256, ANIA_10846, ANIA_00376, ANIA_08576, ANIA_02714, ANIA_06968, ANIA_03500, ANIA_11025, ANIA_10674, ANIA_07830, ANIA_00535, ANIA_05094, ANIA_05064, ANIA_10275, ANIA_08296, ANIA_05473, ANIA_07841																							
N1.HOG0000077	OG0000026	n1	ANIA_10030		YOR003W, YEL060C																					
N1.HOG0000078	OG0000026	n58	ANIA_05558																							
N1.HOG0000079	OG0000027	n0	ANIA_01185, ANIA_11153																							
N1.HOG0000080	OG0000030	n1	ANIA_10637																							
N1.HOG0000081	OG0000030	n119			YJL012C																					
N1.HOG0000082	OG0000031	n1	ANIA_03074																							
N1.HOG0000083	OG0000031	n56	ANIA_06578		YHR177W, YEL007W																					
N1.HOG0000084	OG0000033	n3	ANIA_06931																							
N1.HOG0000085	OG0000033	n4	ANIA_03305, ANIA_10494, ANIA_10514, ANIA_08603, ANIA_02813, ANIA_03226																							
N1.HOG0000086	OG0000033	n139	ANIA_08324																							
N1.HOG0000087	OG0000036	n1	ANIA_08643, ANIA_06849																							
N1.HOG0000088	OG0000036	n59	ANIA_02911																							
N1.HOG0000089	OG0000036	n149			YNL167C																					
N1.HOG0000090	OG0000037	n1			YBL103C																					
N1.HOG0000091	OG0000037	n3	ANIA_01298		YOL067C																					
N1.HOG0000092	OG0000038	n1	ANIA_04873		YNL027W, YLR131C, YDR146C																					
N1.HOG0000093	OG0000038	n51	ANIA_05583																							
N1.HOG0000094	OG0000039	n1	ANIA_03394																							
N1.HOG0000095	OG0000039	n146	ANIA_08078, ANIA_01397, ANIA_02347																							
N1.HOG0000096	OG0000040	n1	ANIA_01254																							
N1.HOG0000097	OG0000040	n27	ANIA_01265		YJL056C																					
N1.HOG0000098	OG0000042	n4	ANIA_03265, ANIA_04170		YGR068C, YOR018W, YFR022W																					
N1.HOG0000099	OG0000042	n128	ANIA_01741, ANIA_01089		YJL084C, YKR021W																					
N1.HOG0000100	OG0000044	n1	ANIA_02062		YJL034W																					
N1.HOG0000101	OG0000044	n31	ANIA_10202		YDL229W, YNL209W																					
N1.HOG0000102	OG0000044	n74	ANIA_11227																							
N1.HOG0000103	OG0000044	n77	ANIA_05129		YAL005C, YLL024C, YBL075C, YER103W																					
N1.HOG0000104	OG0000045	n6	ANIA_09216, ANIA_00398, ANIA_05990																							
N1.HOG0000105	OG0000045	n104	ANIA_02674, ANIA_00054, ANIA_10657, ANIA_00801, ANIA_00649																							
N1.HOG0000106	OG0000046	n2	ANIA_07032		YBR038W																					
N1.HOG0000107	OG0000046	n3	ANIA_04367, ANIA_02523, ANIA_04566		YNL192W																					
N1.HOG0000108	OG0000047	n1	ANIA_00404, ANIA_06237																							
N1.HOG0000109	OG0000047	n3	ANIA_09342, ANIA_02349, ANIA_04091, ANIA_03608, ANIA_06436, ANIA_02300		YKL209C																					
N1.HOG0000110	OG0000048	n0	ANIA_02682, ANIA_09177, ANIA_04145, ANIA_05228, ANIA_09345		YPL171C, YHR179W																					
N1.HOG0000111	OG0000050	n1	ANIA_03793		YML016C, YDR436W																					
N1.HOG0000112	OG0000050	n90	ANIA_00410		YPL179W, YER133W																					
N1.HOG0000113	OG0000052	n0	ANIA_08813, ANIA_03952, ANIA_08489, ANIA_03329, ANIA_03247, ANIA_08892, ANIA_06581		YNR070W, YDR011W, YPL058C																					
N1.HOG0000114	OG0000053	n0	ANIA_01576, ANIA_03898, ANIA_02679, ANIA_00301																							
N1.HOG0000115	OG0000055	n0	ANIA_03030, ANIA_05355, ANIA_11177, ANIA_02860		YMR318C, YCR105W																					
N1.HOG0000116	OG0000058	n0	ANIA_06523		YIL159W, YNL271C																					
N1.HOG0000117	OG0000059	n1	ANIA_10760																							
N1.HOG0000118	OG0000059	n42	ANIA_09421, ANIA_01658																							
N1.HOG0000119	OG0000059	n44	ANIA_05845, ANIA_05051		YPR093C																					
N1.HOG0000120	OG0000063	n1	ANIA_05874, ANIA_03556, ANIA_08833, ANIA_06749, ANIA_05091, ANIA_08945, ANIA_02165, ANIA_07933, ANIA_08520, ANIA_05416, ANIA_00807																							
N1.HOG0000121	OG0000063	n120	ANIA_02084																							
N1.HOG0000122	OG0000064	n1	ANIA_04630, ANIA_01276, ANIA_05050																							
N1.HOG0000123	OG0000064	n8	ANIA_06098, ANIA_02585, ANIA_08400, ANIA_07938, ANIA_00250, ANIA_03233																							
N1.HOG0000124	OG0000064	n67	ANIA_02466, ANIA_09184, ANIA_02974, ANIA_09173, ANIA_06923																							
N1.HOG0000125	OG0000065	n0	ANIA_07537																							
N1.HOG0000126	OG0000066	n0			YHR071W																					
N1.HOG0000127	OG0000068	n1	ANIA_00666, ANIA_08897																							
N1.HOG0000128	OG0000068	n3	ANIA_01998, ANIA_08522, ANIA_01872																							
N1.HOG0000129	OG0000069	n1	ANIA_06015																							
N1.HOG0000130	OG0000069	n117	ANIA_01414		YHR124W																					
N1.HOG0000131	OG0000070	n0	ANIA_07597, ANIA_07188		YJL212C																					
N1.HOG0000132	OG0000072	n0	ANIA_06908		YHR115C, YNL116W																					
N1.HOG0000133	OG0000073	n0	ANIA_07352		YNL272C																					
N1.HOG0000134	OG0000075	n0	ANIA_03755		YIL050W, YER059W																					
N1.HOG0000135	OG0000076	n0	ANIA_05757		YNL154C, YHR135C, YER123W																					
N1.HOG0000136	OG0000077	n0	ANIA_02730		YBR294W, YLR092W																					
N1.HOG0000137	OG0000079	n0	ANIA_02943, ANIA_08830		YCR008W																					
N1.HOG0000138	OG0000080	n0			YLR308W, YLR307W																					
N1.HOG0000139	OG0000082	n0	ANIA_02130, ANIA_03159		YLR310C																					
N1.HOG0000140	OG0000083	n8	ANIA_05968, ANIA_10905, ANIA_02287		YDL210W																					
N1.HOG0000141	OG0000083	n14	ANIA_03081, ANIA_04124, ANIA_08990, ANIA_01061		YKL174C																					
N1.HOG0000142	OG0000085	n0	ANIA_01073, ANIA_08903, ANIA_08915, ANIA_03408		YKR093W																					
N1.HOG0000143	OG0000087	n0	ANIA_02020		YPL177C, YGL096W																					
N1.HOG0000144	OG0000089	n0	ANIA_03675		YEL009C																					
N1.HOG0000145	OG0000090	n0	ANIA_04640																							
N1.HOG0000146	OG0000093	n1	ANIA_02582, ANIA_04703																							
N1.HOG0000147	OG0000093	n96	ANIA_08466, ANIA_09389, ANIA_07847, ANIA_06965, ANIA_00511, ANIA_06664, ANIA_03977, ANIA_00543, ANIA_05076, ANIA_10104, ANIA_00542																							
N1.HOG0000148	OG0000094	n0	ANIA_04361, ANIA_05218		YNL103W																					
N1.HOG0000149	OG0000095	n2	ANIA_00973, ANIA_00273																							
N1.HOG0000150	OG0000095	n10	ANIA_01652		YKL062W, YMR037C																					
N1.HOG0000151	OG0000095	n13			YER130C																					
N1.HOG0000152	OG0000096	n0	ANIA_06487																							
N1.HOG0000153	OG0000097	n0	ANIA_02047		YBR109C																					
N1.HOG0000154	OG0000098	n2	ANIA_06686, ANIA_06888, ANIA_02157																							
N1.HOG0000155	OG0000098	n6	ANIA_04422																							
N1.HOG0000156	OG0000099	n9	ANIA_01924		YGL166W, YPR008W																					
N1.HOG0000157	OG0000099	n65	ANIA_00658		YMR021C																					
N1.HOG0000158	OG0000100	n1	ANIA_04049, ANIA_01449																							
N1.HOG0000159	OG0000100	n4	ANIA_01532																							
N1.HOG0000160	OG0000101	n0	ANIA_05856, ANIA_11138, ANIA_03231, ANIA_06940		YFL050C, YOL130W																					
N1.HOG0000161	OG0000102	n0	ANIA_04859, ANIA_00318		YGL008C, YPL036W																					
N1.HOG0000162	OG0000103	n0	ANIA_06295																							
N1.HOG0000163	OG0000105	n0	ANIA_01980		YMR192W, YPL249C																					
N1.HOG0000164	OG0000106	n0	ANIA_02827, ANIA_04920, ANIA_08399, ANIA_01189, ANIA_05088, ANIA_05086		YGL006W																					
N1.HOG0000165	OG0000107	n0	ANIA_10557		YPL119C, YOR204W																					
N1.HOG0000166	OG0000108	n2	ANIA_04984		YGL215W																					
N1.HOG0000167	OG0000108	n4	ANIA_01096																							
N1.HOG0000168	OG0000109	n1	ANIA_03154		YDL056W																					
N1.HOG0000169	OG0000109	n46	ANIA_06715		YLR182W																					
N1.HOG0000170	OG0000110	n1	ANIA_01126		YDL192W, YDL137W																					
N1.HOG0000171	OG0000110	n45	ANIA_05912		YBR164C																					
N1.HOG0000172	OG0000110	n71	ANIA_05020		YOR094W																					
N1.HOG0000173	OG0000111	n0	ANIA_01171		YLR096W, YDR122W																					
N1.HOG0000174	OG0000112	n1	ANIA_00979		YNL233W																					
N1.HOG0000175	OG0000112	n40			YDR085C																					
N1.HOG0000176	OG0000113	n0	ANIA_07698		YER118C																					
N1.HOG0000177	OG0000114	n1	ANIA_08957		YKR104W																					
N1.HOG0000178	OG0000114	n12	ANIA_07676																							
N1.HOG0000179	OG0000115	n0	ANIA_02366																							
N1.HOG0000180	OG0000116	n0	ANIA_05836		YKL043W, YMR016C																					
N1.HOG0000181	OG0000117	n0	ANIA_00817		YLR403W																					
N1.HOG0000182	OG0000118	n0	ANIA_09380, ANIA_01852, ANIA_10309																							
N1.HOG0000183	OG0000119	n2	ANIA_05326, ANIA_02602																							
N1.HOG0000184	OG0000119	n7	ANIA_09330, ANIA_05501, ANIA_03191, ANIA_08242																							
N1.HOG0000185	OG0000120	n0	ANIA_10605, ANIA_08046, ANIA_05777		YJR107W																					
N1.HOG0000186	OG0000121	n1	ANIA_08605		YML078W, YDR155C																					
N1.HOG0000187	OG0000121	n38	ANIA_03814																							
N1.HOG0000188	OG0000122	n51	ANIA_05876																							
N1.HOG0000189	OG0000122	n54	ANIA_02876																							
N1.HOG0000190	OG0000122	n88	ANIA_07437, ANIA_07591		YCL038C																					
N1.HOG0000191	OG0000123	n0	ANIA_05504, ANIA_05383, ANIA_07834																							
N1.HOG0000192	OG0000125	n1			YBR082C, YDR059C																					
N1.HOG0000193	OG0000125	n3	ANIA_02761																							
N1.HOG0000194	OG0000125	n35	ANIA_10365																							
N1.HOG0000195	OG0000126	n0	ANIA_03438		YBL060W																					
N1.HOG0000196	OG0000127	n0	ANIA_04699																							
N1.HOG0000197	OG0000128	n0	ANIA_00363																							
N1.HOG0000198	OG0000129	n0	ANIA_01039		YIR033W, YKL020C																					
N1.HOG0000199	OG0000131	n0	ANIA_01555		YBR023C																					
N1.HOG0000200	OG0000132	n0	ANIA_05686		YIL138C, YNL079C																					
N1.HOG0000201	OG0000135	n1	ANIA_02599																							
N1.HOG0000202	OG0000135	n4	ANIA_06652, ANIA_10482, ANIA_04102, ANIA_05976, ANIA_07915, ANIA_03949, ANIA_07396, ANIA_02828																							
N1.HOG0000203	OG0000135	n84	ANIA_02217																							
N1.HOG0000204	OG0000135	n87	ANIA_00479, ANIA_02227, ANIA_07865, ANIA_03903, ANIA_02612, ANIA_00712																							
N1.HOG0000205	OG0000136	n1	ANIA_03667																							
N1.HOG0000206	OG0000136	n16	ANIA_04734, ANIA_03549, ANIA_01962		YPR065W																					
N1.HOG0000207	OG0000137	n4	ANIA_01430, ANIA_10602																							
N1.HOG0000208	OG0000137	n10	ANIA_05435, ANIA_00101																							
N1.HOG0000209	OG0000137	n32			YMR170C, YMR169C																					
N1.HOG0000210	OG0000137	n33	ANIA_09034, ANIA_01689, ANIA_04126, ANIA_00554		YPL061W, YOR374W, YER073W																					
N1.HOG0000211	OG0000138	n1	ANIA_03939		YGR003W																					
N1.HOG0000212	OG0000138	n31	ANIA_10008																							
N1.HOG0000213	OG0000138	n72	ANIA_01019																							
N1.HOG0000214	OG0000139	n1	ANIA_06317																							
N1.HOG0000215	OG0000139	n3	ANIA_06318																							
N1.HOG0000216	OG0000140	n1	ANIA_06391		YDL188C, YDL134C																					
N1.HOG0000217	OG0000140	n48	ANIA_00504		YDL047W																					
N1.HOG0000218	OG0000140	n73			YDR075W																					
N1.HOG0000219	OG0000141	n0	ANIA_01158		YDR293C																					
N1.HOG0000220	OG0000142	n0	ANIA_01099		YAR014C																					
N1.HOG0000221	OG0000145	n3	ANIA_10265		YEL036C																					
N1.HOG0000222	OG0000145	n4	ANIA_04395		YML115C																					
N1.HOG0000223	OG0000145	n5	ANIA_07672		YPL050C																					
N1.HOG0000224	OG0000146	n1	ANIA_08985																							
N1.HOG0000225	OG0000146	n10	ANIA_05644		YMR110C																					
N1.HOG0000226	OG0000147	n1	ANIA_04182		YBR160W																					
N1.HOG0000227	OG0000147	n30	ANIA_01867, ANIA_08261		YPL031C																					
N1.HOG0000228	OG0000148	n0	ANIA_08280		YER015W																					
N1.HOG0000229	OG0000149	n0			YDR464W																					
N1.HOG0000230	OG0000153	n0	ANIA_02067		YHL007C																					
N1.HOG0000231	OG0000154	n1			YPL026C, YDR247W																					
N1.HOG0000232	OG0000154	n3	ANIA_04935																							
N1.HOG0000233	OG0000154	n83	ANIA_02265																							
N1.HOG0000234	OG0000155	n0	ANIA_04483		YGL158W, YLR248W																					
N1.HOG0000235	OG0000156	n0	ANIA_00992																							
N1.HOG0000236	OG0000157	n0	ANIA_00347		YER031C, YGL210W																					
N1.HOG0000237	OG0000159	n0	ANIA_05260, ANIA_08537, ANIA_06683, ANIA_01877, ANIA_07228, ANIA_02787																							
N1.HOG0000238	OG0000160	n0	ANIA_07757, ANIA_05829		YDR150W																					
N1.HOG0000239	OG0000161	n0	ANIA_04496		YER114C, YBL085W																					
N1.HOG0000240	OG0000162	n0	ANIA_03091																							
N1.HOG0000241	OG0000164	n1	ANIA_06817, ANIA_07199		YML131W																					
N1.HOG0000242	OG0000164	n7	ANIA_00895																							
N1.HOG0000243	OG0000165	n0	ANIA_00733		YBR010W, YNL031C																					
N1.HOG0000244	OG0000166	n0			YOL081W, YBR140C																					
N1.HOG0000245	OG0000168	n0	ANIA_10227																							
N1.HOG0000246	OG0000169	n0	ANIA_09474		YPL088W																					
N1.HOG0000247	OG0000172	n8	ANIA_10101																							
N1.HOG0000248	OG0000172	n12	ANIA_10950, ANIA_05837																							
N1.HOG0000249	OG0000172	n63	ANIA_08338, ANIA_06101, ANIA_00606, ANIA_07066, ANIA_07881, ANIA_09007, ANIA_05433																							
N1.HOG0000250	OG0000172	n69	ANIA_07824, ANIA_01703, ANIA_06414, ANIA_10028																							
N1.HOG0000251	OG0000172	n79	ANIA_07818, ANIA_11013, ANIA_07522, ANIA_10811, ANIA_01737, ANIA_06434, ANIA_03281, ANIA_03275, ANIA_02610																							
N1.HOG0000252	OG0000173	n0	ANIA_00485, ANIA_06785, ANIA_03709		YLR380W																					
N1.HOG0000253	OG0000174	n1	ANIA_04953		YNL090W																					
N1.HOG0000254	OG0000174	n34	ANIA_05740		YPR165W																					
N1.HOG0000255	OG0000175	n0	ANIA_00446		YLR177W, YDR505C																					
N1.HOG0000256	OG0000176	n0	ANIA_00585		YJL103C																					
N1.HOG0000257	OG0000177	n0	ANIA_07678																							
N1.HOG0000258	OG0000180	n0	ANIA_11059		YLR286C																					
N1.HOG0000259	OG0000181	n1	ANIA_03842		YKR014C																					
N1.HOG0000260	OG0000181	n38	ANIA_04915		YNL093W, YOR089C																					
N1.HOG0000261	OG0000182	n0	ANIA_10019		YDL214C, YNL183C, YDL025C, YOR267C																					
N1.HOG0000262	OG0000185	n1	ANIA_00302																							
N1.HOG0000263	OG0000185	n53	ANIA_01535		YBR007C																					
N1.HOG0000264	OG0000186	n0	ANIA_01905, ANIA_00348																							
N1.HOG0000265	OG0000187	n20	ANIA_00581		YHR032W, YDR338C																					
N1.HOG0000266	OG0000187	n22	ANIA_06870																							
N1.HOG0000267	OG0000188	n1	ANIA_06508																							
N1.HOG0000268	OG0000188	n79			YMR139W																					
N1.HOG0000269	OG0000189	n0	ANIA_03441		YDR074W																					
N1.HOG0000270	OG0000190	n0	ANIA_03093		YPR089W																					
N1.HOG0000271	OG0000191	n0	ANIA_04761		YDL095W, YDL093W																					
N1.HOG0000272	OG0000192	n0	ANIA_00297		YCR004C, YDR032C																					
N1.HOG0000273	OG0000193	n0	ANIA_07650		YOR134W, YDR389W																					
N1.HOG0000274	OG0000194	n0	ANIA_07474		YJR091C, YPR042C																					
N1.HOG0000275	OG0000195	n1	ANIA_06948, ANIA_03053, ANIA_03914, ANIA_00933		YGR189C																					
N1.HOG0000276	OG0000195	n78	ANIA_04515		YLR213C, YEL040W																					
N1.HOG0000277	OG0000196	n0	ANIA_08862		YOR326W, YAL029C																					
N1.HOG0000278	OG0000198	n1			YML123C																					
N1.HOG0000279	OG0000198	n41	ANIA_01612																							
N1.HOG0000280	OG0000199	n1	ANIA_01629		YGL181W																					
N1.HOG0000281	OG0000199	n37	ANIA_01931		YIL044C																					
N1.HOG0000282	OG0000200	n2	ANIA_07513		YDR423C, YML007W																					
N1.HOG0000283	OG0000200	n5	ANIA_04562		YPR199C, YHL009C																					
N1.HOG0000284	OG0000200	n8	ANIA_08251																							
N1.HOG0000285	OG0000201	n0	ANIA_05893		YLR452C																					
N1.HOG0000286	OG0000202	n2	ANIA_06503		YOR113W																					
N1.HOG0000287	OG0000202	n4			YDR043C, YBR066C																					
N1.HOG0000288	OG0000203	n1	ANIA_07510																							
N1.HOG0000289	OG0000203	n36	ANIA_00471		YDL128W																					
N1.HOG0000290	OG0000204	n4	ANIA_10335																							
N1.HOG0000291	OG0000204	n75	ANIA_03260, ANIA_10169																							
N1.HOG0000292	OG0000204	n78	ANIA_07817, ANIA_00023																							
N1.HOG0000293	OG0000204	n79	ANIA_11024																							
N1.HOG0000294	OG0000204	n80	ANIA_01938, ANIA_08759, ANIA_03279																							
N1.HOG0000295	OG0000205	n0	ANIA_01959																							
N1.HOG0000296	OG0000206	n1	ANIA_02932		YKR059W, YJL138C																					
N1.HOG0000297	OG0000206	n28	ANIA_08016		YDR021W																					
N1.HOG0000298	OG0000207	n0	ANIA_02742		YJR086W																					
N1.HOG0000299	OG0000208	n0	ANIA_07468		YBR239C																					
N1.HOG0000300	OG0000209	n0	ANIA_10676																							
N1.HOG0000301	OG0000211	n1	ANIA_03206																							
N1.HOG0000302	OG0000211	n5	ANIA_07267, ANIA_03531																							
N1.HOG0000303	OG0000211	n8	ANIA_08547, ANIA_00567																							
N1.HOG0000304	OG0000211	n43	ANIA_08329, ANIA_09011, ANIA_09348, ANIA_04006, ANIA_07998																							
N1.HOG0000305	OG0000211	n55	ANIA_10931, ANIA_07056, ANIA_04212, ANIA_03229, ANIA_06445, ANIA_03960, ANIA_07812, ANIA_02704																							
N1.HOG0000306	OG0000211	n64	ANIA_07832																							
N1.HOG0000307	OG0000211	n73	ANIA_07890, ANIA_07408, ANIA_02175, ANIA_08397																							
N1.HOG0000308	OG0000212	n0	ANIA_01418																							
N1.HOG0000309	OG0000213	n1	ANIA_04189		YPL140C, YOR231W																					
N1.HOG0000310	OG0000213	n48	ANIA_03422		YDL159W																					
N1.HOG0000311	OG0000214	n0	ANIA_08182		YHR107C																					
N1.HOG0000312	OG0000215	n0	ANIA_06838, ANIA_01182		YFL037W																					
N1.HOG0000313	OG0000216	n0	ANIA_00144		YCR091W, YNR047W																					
N1.HOG0000314	OG0000217	n0	ANIA_07576		YDL240W																					
N1.HOG0000315	OG0000221	n0	ANIA_09044, ANIA_01882, ANIA_06753, ANIA_00330																							
N1.HOG0000316	OG0000222	n0	ANIA_09149		YML072C, YOR086C, YNL087W																					
N1.HOG0000317	OG0000223	n0	ANIA_07700		YDL224C, YNL197C																					
N1.HOG0000318	OG0000224	n0			YER166W, YDR093W																					
N1.HOG0000319	OG0000226	n6	ANIA_08079, ANIA_10541																							
N1.HOG0000320	OG0000226	n70	ANIA_01927																							
N1.HOG0000321	OG0000226	n71	ANIA_02852																							
N1.HOG0000322	OG0000226	n73	ANIA_00835																							
