HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N12.HOG0000028	OG0000000	n446							GZABCY1EN_004040	GZABGL1EN_005563, GZABGL1EN_009320	GZCUBL1EN_003966	GZCUEC1EN_000566	GZLICO1EN_004632, GZLICO1EN_003404, GZLICO1EN_007189, GZLICO1EN_011823													
N12.HOG0000029	OG0000000	n466							GZABCY1EN_006934, GZABCY1EN_013930	GZABGL1EN_013509, GZABGL1EN_008015	GZCUBL1EN_001780	GZCUEC1EN_007244														
N12.HOG0000030	OG0000000	n475									GZCUBL1EN_000411		GZLICO1EN_003493, GZLICO1EN_000361													
N12.HOG0000031	OG0000000	n518									GZCUBL1EN_008481	GZCUEC1EN_008843														
N12.HOG0000032	OG0000000	n520							GZABCY1EN_007575, GZABCY1EN_006655	GZABGL1EN_013599	GZCUBL1EN_001990	GZCUEC1EN_007492	GZLICO1EN_006911, GZLICO1EN_012051, GZLICO1EN_008969													
N12.HOG0000033	OG0000000	n538							GZABCY1EN_011561, GZABCY1EN_012461	GZABGL1EN_014553, GZABGL1EN_015712																
N12.HOG0000034	OG0000000	n547											GZLICO1EN_010075, GZLICO1EN_000905													
N12.HOG0000035	OG0000001	n5							GZABCY1EN_012553, GZABCY1EN_004016, GZABCY1EN_012144	GZABGL1EN_013723	GZCUBL1EN_002944	GZCUEC1EN_007737	GZLICO1EN_002383													
N12.HOG0000036	OG0000001	n24								GZABGL1EN_015775			GZLICO1EN_001237													
N12.HOG0000037	OG0000001	n25								GZABGL1EN_009276	GZCUBL1EN_003927	GZCUEC1EN_000517														
N12.HOG0000038	OG0000001	n61										GZCUEC1EN_001501	GZLICO1EN_007444													
N12.HOG0000039	OG0000001	n63							GZABCY1EN_011585	GZABGL1EN_005041	GZCUBL1EN_008859	GZCUEC1EN_003680														
N12.HOG0000040	OG0000001	n68							GZABCY1EN_010570, GZABCY1EN_014020, GZABCY1EN_000736, GZABCY1EN_001079	GZABGL1EN_008345, GZABGL1EN_009124, GZABGL1EN_006085	GZCUBL1EN_006816, GZCUBL1EN_009960	GZCUEC1EN_001502, GZCUEC1EN_010809														
N12.HOG0000041	OG0000001	n101											GZLICO1EN_001655													
N12.HOG0000042	OG0000001	n122							GZABCY1EN_010186	GZABGL1EN_003504	GZCUBL1EN_003240, GZCUBL1EN_000658	GZCUEC1EN_001649, GZCUEC1EN_004353	GZLICO1EN_001761													
N12.HOG0000043	OG0000001	n151							GZABCY1EN_012132, GZABCY1EN_014695	GZABGL1EN_009832, GZABGL1EN_010917	GZCUBL1EN_006983	GZCUEC1EN_006524	GZLICO1EN_004708, GZLICO1EN_007416													
N12.HOG0000044	OG0000001	n169							GZABCY1EN_004034	GZABGL1EN_005569, GZABGL1EN_009325	GZCUBL1EN_003958	GZCUEC1EN_000555														
N12.HOG0000045	OG0000001	n185							GZABCY1EN_010360	GZABGL1EN_013332	GZCUBL1EN_001893	GZCUEC1EN_007399														
N12.HOG0000046	OG0000001	n195							GZABCY1EN_013207, GZABCY1EN_012736	GZABGL1EN_003558, GZABGL1EN_013299	GZCUBL1EN_005454	GZCUEC1EN_005822	GZLICO1EN_003847													
N12.HOG0000047	OG0000001	n217							GZABCY1EN_009441, GZABCY1EN_013454	GZABGL1EN_011895, GZABGL1EN_012822	GZCUBL1EN_010754, GZCUBL1EN_003274	GZCUEC1EN_010045, GZCUEC1EN_001679	GZLICO1EN_008023													
N12.HOG0000048	OG0000001	n271							GZABCY1EN_012844	GZABGL1EN_011828, GZABGL1EN_003518	GZCUBL1EN_000794	GZCUEC1EN_004316														
N12.HOG0000049	OG0000001	n277							GZABCY1EN_005775	GZABGL1EN_016150, GZABGL1EN_015757	GZCUBL1EN_009038	GZCUEC1EN_003780	GZLICO1EN_007724													
N12.HOG0000050	OG0000001	n293											GZLICO1EN_007664													
N12.HOG0000051	OG0000001	n303							GZABCY1EN_005871, GZABCY1EN_013526	GZABGL1EN_011462, GZABGL1EN_015058	GZCUBL1EN_006840	GZCUEC1EN_001527	GZLICO1EN_000420													
N12.HOG0000052	OG0000001	n320							GZABCY1EN_008636	GZABGL1EN_009615, GZABGL1EN_006624	GZCUBL1EN_002412	GZCUEC1EN_002825	GZLICO1EN_011950													
N12.HOG0000053	OG0000001	n327							GZABCY1EN_009390		GZCUBL1EN_008452	GZCUEC1EN_008897														
N12.HOG0000054	OG0000001	n349							GZABCY1EN_012566		GZCUBL1EN_008133		GZLICO1EN_007443, GZLICO1EN_006584													
N12.HOG0000055	OG0000001	n363											GZLICO1EN_010235													
N12.HOG0000056	OG0000001	n376							GZABCY1EN_006106, GZABCY1EN_004884	GZABGL1EN_008139	GZCUBL1EN_004115	GZCUEC1EN_000469														
N12.HOG0000057	OG0000001	n400							GZABCY1EN_000405, GZABCY1EN_014182	GZABGL1EN_007311, GZABGL1EN_003792	GZCUBL1EN_002105	GZCUEC1EN_002995	GZLICO1EN_006182													
N12.HOG0000058	OG0000001	n407							GZABCY1EN_001147	GZABGL1EN_011389, GZABGL1EN_005126	GZCUBL1EN_006863	GZCUEC1EN_001556	GZLICO1EN_002423													
N12.HOG0000059	OG0000001	n423											GZLICO1EN_009759													
N12.HOG0000060	OG0000002	n4							GZABCY1EN_006571, GZABCY1EN_007114																	
N12.HOG0000061	OG0000002	n6							GZABCY1EN_006339	GZABGL1EN_014701, GZABGL1EN_010495	GZCUBL1EN_010159	GZCUEC1EN_005636, GZCUEC1EN_010566	GZLICO1EN_009390													
N12.HOG0000062	OG0000002	n27									GZCUBL1EN_000203															
N12.HOG0000063	OG0000002	n30							GZABCY1EN_002127	GZABGL1EN_010843																
N12.HOG0000064	OG0000002	n32							GZABCY1EN_012672	GZABGL1EN_011153	GZCUBL1EN_001225	GZCUEC1EN_008350	GZLICO1EN_011777													
N12.HOG0000065	OG0000002	n62								GZABGL1EN_007553	GZCUBL1EN_002807	GZCUEC1EN_000945	GZLICO1EN_002059													
N12.HOG0000066	OG0000002	n122							GZABCY1EN_004796	GZABGL1EN_009364	GZCUBL1EN_005882	GZCUEC1EN_005637														
N12.HOG0000067	OG0000002	n127							GZABCY1EN_004452, GZABCY1EN_007801, GZABCY1EN_010073, GZABCY1EN_012889	GZABGL1EN_013798, GZABGL1EN_014609, GZABGL1EN_010025	GZCUBL1EN_009773	GZCUEC1EN_010931	GZLICO1EN_008099, GZLICO1EN_004730													
N12.HOG0000068	OG0000002	n147									GZCUBL1EN_008917	GZCUEC1EN_003712														
N12.HOG0000069	OG0000002	n156											GZLICO1EN_012026													
N12.HOG0000070	OG0000002	n167							GZABCY1EN_004769	GZABGL1EN_012053, GZABGL1EN_006516	GZCUBL1EN_001358	GZCUEC1EN_008404	GZLICO1EN_004619													
N12.HOG0000071	OG0000002	n189							GZABCY1EN_013578	GZABGL1EN_009140, GZABGL1EN_008060	GZCUBL1EN_003576	GZCUEC1EN_001196	GZLICO1EN_007163, GZLICO1EN_005427, GZLICO1EN_000760													
N12.HOG0000072	OG0000002	n217							GZABCY1EN_012544, GZABCY1EN_004007	GZABGL1EN_009283, GZABGL1EN_013713	GZCUBL1EN_009046	GZCUEC1EN_003795	GZLICO1EN_011639													
N12.HOG0000073	OG0000002	n241							GZABCY1EN_013593, GZABCY1EN_013630	GZABGL1EN_010326, GZABGL1EN_015126	GZCUBL1EN_000861	GZCUEC1EN_004284	GZLICO1EN_011125, GZLICO1EN_004112													
N12.HOG0000074	OG0000002	n260							GZABCY1EN_002982, GZABCY1EN_000344	GZABGL1EN_003332, GZABGL1EN_013389	GZCUBL1EN_002658	GZCUEC1EN_001950	GZLICO1EN_007257													
N12.HOG0000075	OG0000002	n274							GZABCY1EN_011688, GZABCY1EN_014555	GZABGL1EN_003625, GZABGL1EN_013909	GZCUBL1EN_009084	GZCUEC1EN_003743														
N12.HOG0000076	OG0000002	n294							GZABCY1EN_009190, GZABCY1EN_012453	GZABGL1EN_007858, GZABGL1EN_010696	GZCUBL1EN_008408	GZCUEC1EN_008802	GZLICO1EN_010831													
N12.HOG0000077	OG0000002	n300							GZABCY1EN_013196, GZABCY1EN_011216	GZABGL1EN_011786, GZABGL1EN_014424	GZCUBL1EN_010326	GZCUEC1EN_010399	GZLICO1EN_007009, GZLICO1EN_011675													
N12.HOG0000078	OG0000002	n336											GZLICO1EN_001391													
N12.HOG0000079	OG0000003	n3							GZABCY1EN_002104	GZABGL1EN_015477			GZLICO1EN_000629													
N12.HOG0000080	OG0000003	n79									GZCUBL1EN_005755	GZCUEC1EN_005286	GZLICO1EN_011905, GZLICO1EN_011902, GZLICO1EN_011792, GZLICO1EN_011903													
N12.HOG0000081	OG0000003	n84							GZABCY1EN_007537, GZABCY1EN_007536, GZABCY1EN_007535, GZABCY1EN_013195, GZABCY1EN_013727	GZABGL1EN_005725, GZABGL1EN_005766, GZABGL1EN_009009	GZCUBL1EN_005754	GZCUEC1EN_005285	GZLICO1EN_011699, GZLICO1EN_006970													
N12.HOG0000082	OG0000003	n110							GZABCY1EN_002105	GZABGL1EN_015478, GZABGL1EN_010813	GZCUBL1EN_005241	GZCUEC1EN_009307	GZLICO1EN_000628													
N12.HOG0000083	OG0000003	n138							GZABCY1EN_010946, GZABCY1EN_009637	GZABGL1EN_003444, GZABGL1EN_010413	GZCUBL1EN_003470	GZCUEC1EN_001074														
N12.HOG0000084	OG0000003	n156											GZLICO1EN_004354, GZLICO1EN_009010													
N12.HOG0000085	OG0000003	n158											GZLICO1EN_002126, GZLICO1EN_003391, GZLICO1EN_003393													
N12.HOG0000086	OG0000003	n166							GZABCY1EN_011866, GZABCY1EN_005977, GZABCY1EN_005937, GZABCY1EN_005735, GZABCY1EN_008359, GZABCY1EN_004363	GZABGL1EN_012215, GZABGL1EN_013421, GZABGL1EN_013561, GZABGL1EN_004581, GZABGL1EN_006621	GZCUBL1EN_005817, GZCUBL1EN_005821, GZCUBL1EN_007474	GZCUEC1EN_005508, GZCUEC1EN_005615, GZCUEC1EN_000018	GZLICO1EN_007792													
N12.HOG0000087	OG0000003	n214							GZABCY1EN_011864, GZABCY1EN_005990	GZABGL1EN_006276	GZCUBL1EN_005815	GZCUEC1EN_005507	GZLICO1EN_007585, GZLICO1EN_003437, GZLICO1EN_007181, GZLICO1EN_008659, GZLICO1EN_007750													
N12.HOG0000088	OG0000003	n238							GZABCY1EN_009715, GZABCY1EN_007660	GZABGL1EN_009895, GZABGL1EN_010272	GZCUBL1EN_000011	GZCUEC1EN_010008	GZLICO1EN_005430													
N12.HOG0000089	OG0000003	n244							GZABCY1EN_013464, GZABCY1EN_007980	GZABGL1EN_005575, GZABGL1EN_013809	GZCUBL1EN_006678	GZCUEC1EN_000883	GZLICO1EN_005846													
N12.HOG0000090	OG0000003	n261							GZABCY1EN_013227	GZABGL1EN_007873	GZCUBL1EN_002997	GZCUEC1EN_007771														
N12.HOG0000091	OG0000003	n283							GZABCY1EN_012130	GZABGL1EN_015810	GZCUBL1EN_007823	GZCUEC1EN_006538	GZLICO1EN_005775													
N12.HOG0000092	OG0000004	n30											GZLICO1EN_006981													
N12.HOG0000093	OG0000004	n47							GZABCY1EN_013608, GZABCY1EN_014849, GZABCY1EN_014943, GZABCY1EN_012008, GZABCY1EN_012006, GZABCY1EN_012007	GZABGL1EN_012756, GZABGL1EN_012755, GZABGL1EN_008011, GZABGL1EN_011197, GZABGL1EN_011200, GZABGL1EN_007652, GZABGL1EN_011199	GZCUBL1EN_004690, GZCUBL1EN_004701, GZCUBL1EN_002299, GZCUBL1EN_002300, GZCUBL1EN_006624, GZCUBL1EN_006623, GZCUBL1EN_006619, GZCUBL1EN_006618, GZCUBL1EN_006622, GZCUBL1EN_006620, GZCUBL1EN_009119, GZCUBL1EN_009122, GZCUBL1EN_008870, GZCUBL1EN_008868, GZCUBL1EN_008869, GZCUBL1EN_008867, GZCUBL1EN_009111, GZCUBL1EN_009112, GZCUBL1EN_003833, GZCUBL1EN_003144, GZCUBL1EN_009121, GZCUBL1EN_009120, GZCUBL1EN_003815	GZCUEC1EN_004634, GZCUEC1EN_002760, GZCUEC1EN_004588, GZCUEC1EN_007544, GZCUEC1EN_003924, GZCUEC1EN_003923, GZCUEC1EN_003925, GZCUEC1EN_003653, GZCUEC1EN_003654, GZCUEC1EN_003655, GZCUEC1EN_003652, GZCUEC1EN_003916, GZCUEC1EN_000696, GZCUEC1EN_003922, GZCUEC1EN_000698														
N12.HOG0000094	OG0000004	n120							GZABCY1EN_007553, GZABCY1EN_007461	GZABGL1EN_005767, GZABGL1EN_004365	GZCUBL1EN_005722, GZCUBL1EN_010114	GZCUEC1EN_005288	GZLICO1EN_008871													
N12.HOG0000095	OG0000004	n136											GZLICO1EN_005207, GZLICO1EN_005307, GZLICO1EN_004780, GZLICO1EN_010402, GZLICO1EN_004920, GZLICO1EN_004921, GZLICO1EN_006117, GZLICO1EN_006115, GZLICO1EN_012717, GZLICO1EN_004922, GZLICO1EN_006440, GZLICO1EN_003241													
N12.HOG0000096	OG0000004	n148							GZABCY1EN_009206, GZABCY1EN_015173, GZABCY1EN_007091	GZABGL1EN_011323, GZABGL1EN_009759	GZCUBL1EN_002301	GZCUEC1EN_004587	GZLICO1EN_002772													
N12.HOG0000097	OG0000004	n201							GZABCY1EN_006065			GZCUEC1EN_007515	GZLICO1EN_009614													
N12.HOG0000098	OG0000004	n259							GZABCY1EN_006066, GZABCY1EN_006067	GZABGL1EN_011198	GZCUBL1EN_004689	GZCUEC1EN_004633	GZLICO1EN_009613													
N12.HOG0000099	OG0000005	n1							GZABCY1EN_007569, GZABCY1EN_007119																	
N12.HOG0000100	OG0000005	n12											GZLICO1EN_008057, GZLICO1EN_010580, GZLICO1EN_002721													
N12.HOG0000101	OG0000005	n16											GZLICO1EN_003434													
N12.HOG0000102	OG0000005	n19							GZABCY1EN_015135	GZABGL1EN_011691		GZCUEC1EN_009035														
N12.HOG0000103	OG0000005	n39							GZABCY1EN_015600																	
N12.HOG0000104	OG0000005	n60							GZABCY1EN_015137																	
N12.HOG0000105	OG0000005	n63							GZABCY1EN_015622, GZABCY1EN_015252		GZCUBL1EN_007342															
N12.HOG0000106	OG0000005	n84								GZABGL1EN_011855																
N12.HOG0000107	OG0000005	n102									GZCUBL1EN_001219															
N12.HOG0000108	OG0000005	n107							GZABCY1EN_015130		GZCUBL1EN_007901															
N12.HOG0000109	OG0000005	n112							GZABCY1EN_009931		GZCUBL1EN_007314															
N12.HOG0000110	OG0000005	n119								GZABGL1EN_016103																
N12.HOG0000111	OG0000005	n126								GZABGL1EN_011031																
N12.HOG0000112	OG0000005	n142								GZABGL1EN_011032																
N12.HOG0000113	OG0000005	n149								GZABGL1EN_014442																
N12.HOG0000114	OG0000005	n152							GZABCY1EN_007626																	
N12.HOG0000115	OG0000005	n156								GZABGL1EN_012998																
N12.HOG0000116	OG0000005	n171							GZABCY1EN_010290																	
N12.HOG0000117	OG0000005	n180							GZABCY1EN_007625																	
N12.HOG0000118	OG0000005	n181							GZABCY1EN_000090																	
N12.HOG0000119	OG0000005	n188							GZABCY1EN_015108, GZABCY1EN_015107																	
N12.HOG0000120	OG0000005	n195								GZABGL1EN_016104																
N12.HOG0000121	OG0000005	n200							GZABCY1EN_015127																	
N12.HOG0000122	OG0000005	n204							GZABCY1EN_007921																	
N12.HOG0000123	OG0000005	n205							GZABCY1EN_015672, GZABCY1EN_014656		GZCUBL1EN_003779	GZCUEC1EN_005048														
N12.HOG0000124	OG0000005	n209							GZABCY1EN_015261, GZABCY1EN_015277																	
N12.HOG0000125	OG0000005	n211							GZABCY1EN_010291																	
N12.HOG0000126	OG0000005	n218							GZABCY1EN_011933		GZCUBL1EN_006507, GZCUBL1EN_007227	GZCUEC1EN_009730, GZCUEC1EN_009036														
N12.HOG0000127	OG0000005	n229							GZABCY1EN_003671	GZABGL1EN_014811																
N12.HOG0000128	OG0000005	n233							GZABCY1EN_013355																	
N12.HOG0000129	OG0000005	n234								GZABGL1EN_011683																
N12.HOG0000130	OG0000005	n246								GZABGL1EN_007032																
N12.HOG0000131	OG0000005	n248											GZLICO1EN_008746													
N12.HOG0000132	OG0000005	n262							GZABCY1EN_000676, GZABCY1EN_015280			GZCUEC1EN_007556														
N12.HOG0000133	OG0000005	n269							GZABCY1EN_013339, GZABCY1EN_011934, GZABCY1EN_014883	GZABGL1EN_016028																
N12.HOG0000134	OG0000005	n276									GZCUBL1EN_010753, GZCUBL1EN_006320	GZCUEC1EN_005059														
N12.HOG0000135	OG0000005	n280							GZABCY1EN_015256, GZABCY1EN_008005, GZABCY1EN_015618, GZABCY1EN_015613, GZABCY1EN_008006, GZABCY1EN_015435, GZABCY1EN_014654, GZABCY1EN_015073		GZCUBL1EN_004555, GZCUBL1EN_006520, GZCUBL1EN_010531	GZCUEC1EN_011015, GZCUEC1EN_006046														
N12.HOG0000136	OG0000005	n293									GZCUBL1EN_000158, GZCUBL1EN_010181, GZCUBL1EN_000157, GZCUBL1EN_007248		GZLICO1EN_003433													
N12.HOG0000137	OG0000005	n299							GZABCY1EN_006109, GZABCY1EN_015255		GZCUBL1EN_003973, GZCUBL1EN_006685	GZCUEC1EN_009865														
N12.HOG0000138	OG0000006	n6										GZCUEC1EN_010597														
N12.HOG0000139	OG0000006	n16							GZABCY1EN_003510, GZABCY1EN_008468	GZABGL1EN_010141	GZCUBL1EN_007036	GZCUEC1EN_009575	GZLICO1EN_011070													
N12.HOG0000140	OG0000006	n34									GZCUBL1EN_004339	GZCUEC1EN_002613														
N12.HOG0000141	OG0000006	n45											GZLICO1EN_007926, GZLICO1EN_008377													
N12.HOG0000142	OG0000006	n47							GZABCY1EN_007371	GZABGL1EN_013256	GZCUBL1EN_002769	GZCUEC1EN_000936														
N12.HOG0000143	OG0000006	n63							GZABCY1EN_014338, GZABCY1EN_001215	GZABGL1EN_004221, GZABGL1EN_009771																
N12.HOG0000144	OG0000006	n73											GZLICO1EN_012782, GZLICO1EN_008300													
N12.HOG0000145	OG0000006	n86							GZABCY1EN_004456	GZABGL1EN_013024	GZCUBL1EN_002389	GZCUEC1EN_002798	GZLICO1EN_009861													
N12.HOG0000146	OG0000006	n110							GZABCY1EN_008753	GZABGL1EN_015769	GZCUBL1EN_007570	GZCUEC1EN_005777	GZLICO1EN_007647													
N12.HOG0000147	OG0000006	n118							GZABCY1EN_004356	GZABGL1EN_013822	GZCUBL1EN_003363	GZCUEC1EN_001775														
N12.HOG0000148	OG0000006	n129							GZABCY1EN_003006	GZABGL1EN_003822, GZABGL1EN_007122			GZLICO1EN_004872													
N12.HOG0000149	OG0000006	n155							GZABCY1EN_012964, GZABCY1EN_014611	GZABGL1EN_013874	GZCUBL1EN_000188	GZCUEC1EN_009820	GZLICO1EN_003943													
N12.HOG0000150	OG0000006	n212							GZABCY1EN_012765, GZABCY1EN_008692	GZABGL1EN_014067, GZABGL1EN_010897	GZCUBL1EN_010414	GZCUEC1EN_010322	GZLICO1EN_012241													
N12.HOG0000151	OG0000006	n229							GZABCY1EN_006103, GZABCY1EN_004886	GZABGL1EN_012764, GZABGL1EN_008142	GZCUBL1EN_004118	GZCUEC1EN_000472	GZLICO1EN_001887, GZLICO1EN_006795, GZLICO1EN_010233													
N12.HOG0000152	OG0000006	n278								GZABGL1EN_003738			GZLICO1EN_007566													
N12.HOG0000153	OG0000006	n279							GZABCY1EN_008335, GZABCY1EN_004612	GZABGL1EN_009233, GZABGL1EN_013976			GZLICO1EN_011176													
N12.HOG0000154	OG0000006	n294									GZCUBL1EN_008986	GZCUEC1EN_003874														
N12.HOG0000155	OG0000006	n295							GZABCY1EN_002200, GZABCY1EN_012304	GZABGL1EN_010707, GZABGL1EN_007853	GZCUBL1EN_008419	GZCUEC1EN_008813	GZLICO1EN_011452, GZLICO1EN_007567													
N12.HOG0000156	OG0000007	n4							GZABCY1EN_013439, GZABCY1EN_014642, GZABCY1EN_015597, GZABCY1EN_015064, GZABCY1EN_006183, GZABCY1EN_015649, GZABCY1EN_014801, GZABCY1EN_015235, GZABCY1EN_015234, GZABCY1EN_015257		GZCUBL1EN_007332, GZCUBL1EN_007257															
N12.HOG0000157	OG0000007	n62							GZABCY1EN_000077																	
N12.HOG0000158	OG0000007	n116							GZABCY1EN_013310, GZABCY1EN_006062, GZABCY1EN_006070, GZABCY1EN_011986, GZABCY1EN_004485, GZABCY1EN_007930, GZABCY1EN_007929, GZABCY1EN_008095, GZABCY1EN_015124, GZABCY1EN_16022, GZABCY1EN_008101, GZABCY1EN_008122, GZABCY1EN_014854		GZCUBL1EN_008494		GZLICO1EN_009773, GZLICO1EN_010981, GZLICO1EN_010980													
N12.HOG0000159	OG0000007	n158							GZABCY1EN_015488, GZABCY1EN_003790, GZABCY1EN_012045			GZCUEC1EN_007349, GZCUEC1EN_009650, GZCUEC1EN_011004, GZCUEC1EN_010514	GZLICO1EN_009542													
N12.HOG0000160	OG0000007	n201									GZCUBL1EN_000911, GZCUBL1EN_008493															
N12.HOG0000161	OG0000007	n203											GZLICO1EN_009598, GZLICO1EN_001585, GZLICO1EN_002807, GZLICO1EN_000416, GZLICO1EN_000495, GZLICO1EN_012404, GZLICO1EN_004677, GZLICO1EN_008499													
N12.HOG0000162	OG0000007	n213											GZLICO1EN_010982													
N12.HOG0000163	OG0000007	n261							GZABCY1EN_015037, GZABCY1EN_013377, GZABCY1EN_015804, GZABCY1EN_008094, GZABCY1EN_013309																	
N12.HOG0000164	OG0000007	n269							GZABCY1EN_005973																	
N12.HOG0000165	OG0000007	n278							GZABCY1EN_015677																	
N12.HOG0000166	OG0000007	n283											GZLICO1EN_000494													
N12.HOG0000167	OG0000007	n290							GZABCY1EN_012120																	
N12.HOG0000168	OG0000007	n293							GZABCY1EN_015262				GZLICO1EN_002814													
N12.HOG0000169	OG0000007	n294											GZLICO1EN_011156													
N12.HOG0000170	OG0000007	n295											GZLICO1EN_009776, GZLICO1EN_007534, GZLICO1EN_011758													
N12.HOG0000171	OG0000008	n7							GZABCY1EN_000504	GZABGL1EN_014827	GZCUBL1EN_003784	GZCUEC1EN_001272	GZLICO1EN_003281													
N12.HOG0000172	OG0000008	n22							GZABCY1EN_011943, GZABCY1EN_000459	GZABGL1EN_008251	GZCUBL1EN_003683	GZCUEC1EN_001901	GZLICO1EN_006862													
N12.HOG0000173	OG0000008	n50							GZABCY1EN_004173, GZABCY1EN_001732	GZABGL1EN_014648	GZCUBL1EN_010107	GZCUEC1EN_010617	GZLICO1EN_005129													
