HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N8.HOG0000021	OG0000000	n331					GGMULA1EN_008630		GZABCY1EN_004968, GZABCY1EN_006268	GZABGL1EN_013586			GZLICO1EN_004277			GZMUCI1EN_005228	GZMUCI2EN_004610	GZMUFR1EN_007746	GZMUHI1EN_004197	GZMUPL2EN_003541						
N8.HOG0000022	OG0000000	n343					GGMULA1EN_010379	GGRHOR1EN_000328, GGRHOR1EN_000879	GZABCY1EN_009215, GZABCY1EN_007705	GZABGL1EN_009718, GZABGL1EN_006224	GZCUBL1EN_002818	GZCUEC1EN_003105				GZMUCI1EN_005274	GZMUCI2EN_004565	GZMUFR1EN_007707	GZMUHI1EN_002618	GZMUPL2EN_003404		GZRHMI1EN_008992	GZRHST1EN_009315, GZRHST1EN_009638			
N8.HOG0000023	OG0000000	n359					GGMULA1EN_005582												GZMUHI1EN_001482							
N8.HOG0000024	OG0000000	n363					GGMULA1EN_001365						GZLICO1EN_000561, GZLICO1EN_005236			GZMUCI1EN_000050	GZMUCI2EN_003126	GZMUFR1EN_003076	GZMUHI1EN_005360	GZMUPL2EN_010603						
N8.HOG0000025	OG0000000	n375					GGMULA1EN_004859		GZABCY1EN_014223, GZABCY1EN_014402	GZABGL1EN_008639, GZABGL1EN_007661	GZCUBL1EN_008588	GZCUEC1EN_005520	GZLICO1EN_007544			GZMUCI1EN_000346		GZMUFR1EN_005095	GZMUHI1EN_010697							
N8.HOG0000026	OG0000000	n390								GZABGL1EN_010821			GZLICO1EN_011066													
N8.HOG0000027	OG0000000	n397											GZLICO1EN_005044							GZMUPL2EN_005175						
N8.HOG0000028	OG0000000	n405																	GZMUHI1EN_000493							
N8.HOG0000029	OG0000000	n418									GZCUBL1EN_005610	GZCUEC1EN_005245							GZMUHI1EN_003211							
N8.HOG0000030	OG0000000	n432						GGRHOR1EN_000475														GZRHMI1EN_008381	GZRHST1EN_008177			
N8.HOG0000031	OG0000000	n435					GGMULA1EN_007142	GGRHOR1EN_001427, GGRHOR1EN_009942								GZMUCI1EN_003655	GZMUCI2EN_001962	GZMUFR1EN_004137	GZMUHI1EN_007367	GZMUPL2EN_002254		GZRHMI1EN_010048	GZRHST1EN_002719, GZRHST1EN_010206			
N8.HOG0000032	OG0000000	n446					GGMULA1EN_000458	GGRHOR1EN_003308	GZABCY1EN_004040	GZABGL1EN_005563, GZABGL1EN_009320	GZCUBL1EN_003966	GZCUEC1EN_000566	GZLICO1EN_004632, GZLICO1EN_003404, GZLICO1EN_007189, GZLICO1EN_011823			GZMUCI1EN_003625	GZMUCI2EN_001994	GZMUFR1EN_004077	GZMUHI1EN_005622	GZMUPL2EN_002430		GZRHMI1EN_005660	GZRHST1EN_001078			
N8.HOG0000033	OG0000000	n466					GGMULA1EN_011028		GZABCY1EN_006934, GZABCY1EN_013930	GZABGL1EN_013509, GZABGL1EN_008015	GZCUBL1EN_001780	GZCUEC1EN_007244				GZMUCI1EN_004782	GZMUCI2EN_005093		GZMUHI1EN_007059							
N8.HOG0000034	OG0000000	n475					GGMULA1EN_006119				GZCUBL1EN_000411		GZLICO1EN_003493, GZLICO1EN_000361			GZMUCI1EN_004742	GZMUCI2EN_005054	GZMUFR1EN_009803		GZMUPL2EN_008109						
N8.HOG0000035	OG0000000	n482					GGMULA1EN_009041	GGRHOR1EN_011948								GZMUCI1EN_003055	GZMUCI2EN_002582	GZMUFR1EN_003439	GZMUHI1EN_006430	GZMUPL2EN_006356		GZRHMI1EN_002604	GZRHST1EN_006608, GZRHST1EN_001102			
N8.HOG0000036	OG0000000	n516						GGRHOR1EN_001514														GZRHMI1EN_010120				
N8.HOG0000037	OG0000000	n518									GZCUBL1EN_008481	GZCUEC1EN_008843														
N8.HOG0000038	OG0000000	n520					GGMULA1EN_001125	GGRHOR1EN_003003, GGRHOR1EN_009609	GZABCY1EN_007575, GZABCY1EN_006655	GZABGL1EN_013599	GZCUBL1EN_001990	GZCUEC1EN_007492	GZLICO1EN_006911, GZLICO1EN_012051, GZLICO1EN_008969			GZMUCI1EN_000269	GZMUCI2EN_003325	GZMUFR1EN_011121	GZMUHI1EN_007701	GZMUPL2EN_003321		GZRHMI1EN_008113	GZRHST1EN_007509, GZRHST1EN_002227			
N8.HOG0000039	OG0000000	n538					GGMULA1EN_006159		GZABCY1EN_011561, GZABCY1EN_012461	GZABGL1EN_014553, GZABGL1EN_015712						GZMUCI1EN_005731	GZMUCI2EN_006176	GZMUFR1EN_001798	GZMUHI1EN_007479	GZMUPL2EN_002927						
N8.HOG0000040	OG0000000	n547					GGMULA1EN_006381						GZLICO1EN_010075, GZLICO1EN_000905			GZMUCI1EN_007818	GZMUCI2EN_008579		GZMUHI1EN_000393	GZMUPL2EN_008825						
N8.HOG0000041	OG0000001	n2					GGMULA1EN_002560	GGRHOR1EN_010616, GGRHOR1EN_004602	GZABCY1EN_012553, GZABCY1EN_004016, GZABCY1EN_012144	GZABGL1EN_013723, GZABGL1EN_015775, GZABGL1EN_009276	GZCUBL1EN_002944, GZCUBL1EN_003927	GZCUEC1EN_007737, GZCUEC1EN_000517	GZLICO1EN_002383, GZLICO1EN_001237			GZMUCI1EN_009243	GZMUCI2EN_002794	GZMUFR1EN_003316		GZMUPL2EN_002294		GZRHMI1EN_000620	GZRHST1EN_008717, GZRHST1EN_13100			
N8.HOG0000042	OG0000001	n37					GGMULA1EN_002298									GZMUCI1EN_006790	GZMUCI2EN_006879	GZMUFR1EN_000507	GZMUHI1EN_010994	GZMUPL2EN_009180						
N8.HOG0000043	OG0000001	n44					GGMULA1EN_008816, GGMULA1EN_005177	GGRHOR1EN_012525								GZMUCI1EN_006235, GZMUCI1EN_002703	GZMUCI2EN_007413, GZMUCI2EN_003769	GZMUFR1EN_005726, GZMUFR1EN_007438	GZMUHI1EN_004788, GZMUHI1EN_010071	GZMUPL2EN_004940, GZMUPL2EN_004281		GZRHMI1EN_002129	GZRHST1EN_009260, GZRHST1EN_003019			
N8.HOG0000044	OG0000001	n61										GZCUEC1EN_001501	GZLICO1EN_007444													
N8.HOG0000045	OG0000001	n63							GZABCY1EN_011585	GZABGL1EN_005041	GZCUBL1EN_008859	GZCUEC1EN_003680														
N8.HOG0000046	OG0000001	n68					GGMULA1EN_001321, GGMULA1EN_001500	GGRHOR1EN_009783	GZABCY1EN_010570, GZABCY1EN_014020, GZABCY1EN_000736, GZABCY1EN_001079	GZABGL1EN_008345, GZABGL1EN_009124, GZABGL1EN_006085	GZCUBL1EN_006816, GZCUBL1EN_009960	GZCUEC1EN_001502, GZCUEC1EN_010809				GZMUCI1EN_000139, GZMUCI1EN_007757	GZMUCI2EN_003213, GZMUCI2EN_009010	GZMUFR1EN_002085, GZMUFR1EN_002938	GZMUHI1EN_009133, GZMUHI1EN_004925	GZMUPL2EN_010352, GZMUPL2EN_010538		GZRHMI1EN_009663	GZRHST1EN_000707, GZRHST1EN_012015			
N8.HOG0000047	OG0000001	n101											GZLICO1EN_001655						GZMUHI1EN_000588							
N8.HOG0000048	OG0000001	n102						GGRHOR1EN_001489, GGRHOR1EN_008098														GZRHMI1EN_008743	GZRHST1EN_008932, GZRHST1EN_002396			
N8.HOG0000049	OG0000001	n122					GGMULA1EN_002030	GGRHOR1EN_002900	GZABCY1EN_010186	GZABGL1EN_003504	GZCUBL1EN_003240, GZCUBL1EN_000658	GZCUEC1EN_001649, GZCUEC1EN_004353	GZLICO1EN_001761			GZMUCI1EN_005087	GZMUCI2EN_004761	GZMUFR1EN_009532	GZMUHI1EN_009424	GZMUPL2EN_008216		GZRHMI1EN_004275	GZRHST1EN_008675, GZRHST1EN_006792			
N8.HOG0000050	OG0000001	n142					GGMULA1EN_001787	GGRHOR1EN_004262								GZMUCI1EN_004273	GZMUCI2EN_010670	GZMUFR1EN_005622	GZMUHI1EN_008573	GZMUPL2EN_005760		GZRHMI1EN_004642	GZRHST1EN_002349			
N8.HOG0000051	OG0000001	n151					GGMULA1EN_009159	GGRHOR1EN_009465, GGRHOR1EN_005943	GZABCY1EN_012132, GZABCY1EN_014695	GZABGL1EN_009832, GZABGL1EN_010917	GZCUBL1EN_006983	GZCUEC1EN_006524	GZLICO1EN_004708, GZLICO1EN_007416			GZMUCI1EN_007723	GZMUCI2EN_008976	GZMUFR1EN_002864	GZMUHI1EN_010091	GZMUPL2EN_010302		GZRHMI1EN_003289	GZRHST1EN_007988, GZRHST1EN_000839			
N8.HOG0000052	OG0000001	n169					GGMULA1EN_007912	GGRHOR1EN_003843, GGRHOR1EN_010453	GZABCY1EN_004034	GZABGL1EN_005569, GZABGL1EN_009325	GZCUBL1EN_003958	GZCUEC1EN_000555				GZMUCI1EN_006305	GZMUCI2EN_007337	GZMUFR1EN_003007	GZMUHI1EN_005282	GZMUPL2EN_010250		GZRHMI1EN_009954	GZRHST1EN_003281			
N8.HOG0000053	OG0000001	n185							GZABCY1EN_010360	GZABGL1EN_013332	GZCUBL1EN_001893	GZCUEC1EN_007399														
N8.HOG0000054	OG0000001	n195					GGMULA1EN_008012	GGRHOR1EN_007606, GGRHOR1EN_004044	GZABCY1EN_013207, GZABCY1EN_012736	GZABGL1EN_003558, GZABGL1EN_013299	GZCUBL1EN_005454	GZCUEC1EN_005822	GZLICO1EN_003847			GZMUCI1EN_005865	GZMUCI2EN_006297	GZMUFR1EN_002522	GZMUHI1EN_011174	GZMUPL2EN_003094		GZRHMI1EN_000703	GZRHST1EN_000925, GZRHST1EN_001425			
N8.HOG0000055	OG0000001	n217					GGMULA1EN_009346, GGMULA1EN_001542	GGRHOR1EN_010949, GGRHOR1EN_006130	GZABCY1EN_009441, GZABCY1EN_013454	GZABGL1EN_011895, GZABGL1EN_012822	GZCUBL1EN_010754, GZCUBL1EN_003274	GZCUEC1EN_010045, GZCUEC1EN_001679	GZLICO1EN_008023			GZMUCI1EN_001276, GZMUCI1EN_007838	GZMUCI2EN_000316, GZMUCI2EN_008560	GZMUFR1EN_008338, GZMUFR1EN_001052	GZMUHI1EN_006293	GZMUPL2EN_002165, GZMUPL2EN_000826		GZRHMI1EN_002315, GZRHMI1EN_009748	GZRHST1EN_009714, GZRHST1EN_007958, GZRHST1EN_000889			
N8.HOG0000056	OG0000001	n271							GZABCY1EN_012844	GZABGL1EN_011828, GZABGL1EN_003518	GZCUBL1EN_000794	GZCUEC1EN_004316														
N8.HOG0000057	OG0000001	n277					GGMULA1EN_009479	GGRHOR1EN_004633, GGRHOR1EN_004998	GZABCY1EN_005775	GZABGL1EN_016150, GZABGL1EN_015757	GZCUBL1EN_009038	GZCUEC1EN_003780	GZLICO1EN_007724			GZMUCI1EN_011263	GZMUCI2EN_011343	GZMUFR1EN_001019	GZMUHI1EN_000823	GZMUPL2EN_001641		GZRHMI1EN_004442	GZRHST1EN_000392, GZRHST1EN_002880			
N8.HOG0000058	OG0000001	n293					GGMULA1EN_010200	GGRHOR1EN_007827					GZLICO1EN_007664			GZMUCI1EN_002390	GZMUCI2EN_003590	GZMUFR1EN_007379	GZMUHI1EN_001333	GZMUPL2EN_003837		GZRHMI1EN_000891	GZRHST1EN_009779			
N8.HOG0000059	OG0000001	n302					GGMULA1EN_004996	GGRHOR1EN_003871, GGRHOR1EN_004216	GZABCY1EN_005871, GZABCY1EN_013526, GZABCY1EN_008636	GZABGL1EN_011462, GZABGL1EN_015058, GZABGL1EN_009615, GZABGL1EN_006624	GZCUBL1EN_006840, GZCUBL1EN_002412	GZCUEC1EN_001527, GZCUEC1EN_002825	GZLICO1EN_000420, GZLICO1EN_011950			GZMUCI1EN_008300	GZMUCI2EN_008010	GZMUFR1EN_006024	GZMUHI1EN_000783	GZMUPL2EN_001164		GZRHMI1EN_000541	GZRHST1EN_009115, GZRHST1EN_003239			
N8.HOG0000060	OG0000001	n327					GGMULA1EN_005032	GGRHOR1EN_010972, GGRHOR1EN_005282	GZABCY1EN_009390		GZCUBL1EN_008452	GZCUEC1EN_008897				GZMUCI1EN_007907	GZMUCI2EN_008498	GZMUFR1EN_000675	GZMUHI1EN_000102	GZMUPL2EN_000766		GZRHMI1EN_006787	GZRHST1EN_004766			
N8.HOG0000061	OG0000001	n349							GZABCY1EN_012566		GZCUBL1EN_008133		GZLICO1EN_007443, GZLICO1EN_006584						GZMUHI1EN_006748			GZRHMI1EN_009662	GZRHST1EN_008237, GZRHST1EN_009713			
N8.HOG0000062	OG0000001	n363					GGMULA1EN_005382	GGRHOR1EN_008434, GGRHOR1EN_000490					GZLICO1EN_010235			GZMUCI1EN_010615	GZMUCI2EN_010380	GZMUFR1EN_010382	GZMUHI1EN_012266	GZMUPL2EN_009375		GZRHMI1EN_005199	GZRHST1EN_003877			
N8.HOG0000063	OG0000001	n376					GGMULA1EN_000501		GZABCY1EN_006106, GZABCY1EN_004884	GZABGL1EN_008139	GZCUBL1EN_004115	GZCUEC1EN_000469				GZMUCI1EN_003289	GZMUCI2EN_002353	GZMUFR1EN_003515	GZMUHI1EN_002479	GZMUPL2EN_006981						
N8.HOG0000064	OG0000001	n400							GZABCY1EN_000405, GZABCY1EN_014182	GZABGL1EN_007311, GZABGL1EN_003792	GZCUBL1EN_002105	GZCUEC1EN_002995	GZLICO1EN_006182													
N8.HOG0000065	OG0000001	n407					GGMULA1EN_008448	GGRHOR1EN_011888, GGRHOR1EN_002305	GZABCY1EN_001147	GZABGL1EN_011389, GZABGL1EN_005126	GZCUBL1EN_006863	GZCUEC1EN_001556	GZLICO1EN_002423			GZMUCI1EN_008615	GZMUCI2EN_007846	GZMUFR1EN_006126	GZMUHI1EN_010311	GZMUPL2EN_001363		GZRHMI1EN_002779	GZRHST1EN_006617, GZRHST1EN_011265			
N8.HOG0000066	OG0000001	n423						GGRHOR1EN_14088, GGRHOR1EN_010014					GZLICO1EN_009759									GZRHMI1EN_000063	GZRHST1EN_009967			
N8.HOG0000067	OG0000002	n4							GZABCY1EN_006571, GZABCY1EN_007114																	
N8.HOG0000068	OG0000002	n6					GGMULA1EN_009038	GGRHOR1EN_006791, GGRHOR1EN_011949	GZABCY1EN_006339	GZABGL1EN_014701, GZABGL1EN_010495	GZCUBL1EN_010159	GZCUEC1EN_005636, GZCUEC1EN_010566	GZLICO1EN_009390			GZMUCI1EN_003052	GZMUCI2EN_002584	GZMUFR1EN_003437	GZMUHI1EN_006433	GZMUPL2EN_006353		GZRHMI1EN_002606	GZRHST1EN_006607			
N8.HOG0000069	OG0000002	n27					GGMULA1EN_004776				GZCUBL1EN_000203											GZRHMI1EN_000398				
N8.HOG0000070	OG0000002	n30							GZABCY1EN_002127	GZABGL1EN_010843																
N8.HOG0000071	OG0000002	n32					GGMULA1EN_005192, GGMULA1EN_003551	GGRHOR1EN_002220, GGRHOR1EN_009715	GZABCY1EN_012672	GZABGL1EN_011153	GZCUBL1EN_001225	GZCUEC1EN_008350	GZLICO1EN_011777			GZMUCI1EN_005189, GZMUCI1EN_009824	GZMUCI2EN_004651, GZMUCI2EN_009711	GZMUFR1EN_007866, GZMUFR1EN_006606	GZMUHI1EN_009752, GZMUHI1EN_008851	GZMUPL2EN_004677, GZMUPL2EN_000182		GZRHMI1EN_003971, GZRHMI1EN_003829	GZRHST1EN_012216, GZRHST1EN_000480			
N8.HOG0000072	OG0000002	n62					GGMULA1EN_007306, GGMULA1EN_002674	GGRHOR1EN_008702		GZABGL1EN_007553	GZCUBL1EN_002807	GZCUEC1EN_000945	GZLICO1EN_002059			GZMUCI1EN_003250, GZMUCI1EN_010503	GZMUCI2EN_002394, GZMUCI2EN_010240	GZMUFR1EN_003465, GZMUFR1EN_010617	GZMUHI1EN_002823, GZMUHI1EN_005970	GZMUPL2EN_006957, GZMUPL2EN_006956, GZMUPL2EN_009896		GZRHMI1EN_009936	GZRHST1EN_012380			
N8.HOG0000073	OG0000002	n117														GZMUCI1EN_009549	GZMUCI2EN_003022	GZMUFR1EN_003229		GZMUPL2EN_006475						
N8.HOG0000074	OG0000002	n122							GZABCY1EN_004796	GZABGL1EN_009364	GZCUBL1EN_005882	GZCUEC1EN_005637														
N8.HOG0000075	OG0000002	n127					GGMULA1EN_009467	GGRHOR1EN_010057	GZABCY1EN_004452, GZABCY1EN_007801, GZABCY1EN_010073, GZABCY1EN_012889	GZABGL1EN_013798, GZABGL1EN_014609, GZABGL1EN_010025	GZCUBL1EN_009773	GZCUEC1EN_010931	GZLICO1EN_008099, GZLICO1EN_004730			GZMUCI1EN_008576	GZMUCI2EN_007891	GZMUFR1EN_006054	GZMUHI1EN_000840	GZMUPL2EN_001057		GZRHMI1EN_005301	GZRHST1EN_010155, GZRHST1EN_004072			
N8.HOG0000076	OG0000002	n147					GGMULA1EN_010191				GZCUBL1EN_008917	GZCUEC1EN_003712				GZMUCI1EN_002294	GZMUCI2EN_003542	GZMUFR1EN_011233	GZMUHI1EN_001323	GZMUPL2EN_003826						
N8.HOG0000077	OG0000002	n156					GGMULA1EN_010222	GGRHOR1EN_009150, GGRHOR1EN_013007					GZLICO1EN_012026			GZMUCI1EN_008248	GZMUCI2EN_008061	GZMUFR1EN_005973	GZMUHI1EN_003720	GZMUPL2EN_009138		GZRHMI1EN_006934	GZRHST1EN_003184, GZRHST1EN_000230			
N8.HOG0000078	OG0000002	n167						GGRHOR1EN_000298	GZABCY1EN_004769	GZABGL1EN_012053, GZABGL1EN_006516	GZCUBL1EN_001358	GZCUEC1EN_008404	GZLICO1EN_004619			GZMUCI1EN_008356	GZMUCI2EN_007951		GZMUHI1EN_008373	GZMUPL2EN_001297		GZRHMI1EN_003588	GZRHST1EN_011028, GZRHST1EN_008569			
N8.HOG0000079	OG0000002	n189					GGMULA1EN_007440	GGRHOR1EN_003929, GGRHOR1EN_008556	GZABCY1EN_013578	GZABGL1EN_009140, GZABGL1EN_008060	GZCUBL1EN_003576	GZCUEC1EN_001196	GZLICO1EN_007163, GZLICO1EN_005427, GZLICO1EN_000760			GZMUCI1EN_006402	GZMUCI2EN_007243	GZMUFR1EN_001452	GZMUHI1EN_005921	GZMUPL2EN_008791		GZRHMI1EN_001706	GZRHST1EN_009099, GZRHST1EN_012302			
N8.HOG0000080	OG0000002	n217					GGMULA1EN_005969	GGRHOR1EN_012462	GZABCY1EN_012544, GZABCY1EN_004007	GZABGL1EN_009283, GZABGL1EN_013713	GZCUBL1EN_009046	GZCUEC1EN_003795	GZLICO1EN_011639			GZMUCI1EN_005093	GZMUCI2EN_004756	GZMUFR1EN_009536	GZMUHI1EN_009796	GZMUPL2EN_008212		GZRHMI1EN_001476	GZRHST1EN_004886, GZRHST1EN_009224			
N8.HOG0000081	OG0000002	n241					GGMULA1EN_007340	GGRHOR1EN_006224, GGRHOR1EN_010297	GZABCY1EN_013593, GZABCY1EN_013630	GZABGL1EN_010326, GZABGL1EN_015126	GZCUBL1EN_000861	GZCUEC1EN_004284	GZLICO1EN_011125, GZLICO1EN_004112			GZMUCI1EN_007198	GZMUCI2EN_009204	GZMUFR1EN_009256	GZMUHI1EN_009920	GZMUPL2EN_007361		GZRHMI1EN_010017	GZRHST1EN_009618, GZRHST1EN_008889, GZRHST1EN_009619			
