HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N6.HOG0000040	OG0000003	n328				GGMOZO1EN_003916, GGMOZO1EN_003920								GZLIHY1EN_004669, GZLIHY1EN_004665	GZMOAL1EN_005216											
N6.HOG0000041	OG0000006	n12													GZMOAL1EN_006210											
N6.HOG0000042	OG0000006	n179				GGMOZO1EN_008747								GZLIHY1EN_008605	GZMOAL1EN_005236											
N6.HOG0000043	OG0000006	n182				GGMOZO1EN_000181								GZLIHY1EN_001190	GZMOAL1EN_007209											
N6.HOG0000044	OG0000006	n186				GGMOZO1EN_005476								GZLIHY1EN_005176	GZMOAL1EN_001435											
N6.HOG0000045	OG0000006	n189												GZLIHY1EN_003882												
N6.HOG0000046	OG0000006	n190													GZMOAL1EN_002529											
N6.HOG0000047	OG0000006	n192				GGMOZO1EN_000453								GZLIHY1EN_000920	GZMOAL1EN_006996, GZMOAL1EN_005113											
N6.HOG0000048	OG0000006	n196				GGMOZO1EN_004322								GZLIHY1EN_004265												
N6.HOG0000049	OG0000006	n199				GGMOZO1EN_007531								GZLIHY1EN_002224	GZMOAL1EN_008549											
N6.HOG0000050	OG0000006	n202				GGMOZO1EN_009918								GZLIHY1EN_001761	GZMOAL1EN_002086											
N6.HOG0000051	OG0000007	n0				GGMOZO1EN_011175, GGMOZO1EN_001701, GGMOZO1EN_005794								GZLIHY1EN_005499												
N6.HOG0000052	OG0000008	n77				GGMOZO1EN_001739								GZLIHY1EN_002933	GZMOAL1EN_000929											
N6.HOG0000053	OG0000008	n80				GGMOZO1EN_008121								GZLIHY1EN_008105	GZMOAL1EN_003121											
N6.HOG0000054	OG0000008	n84				GGMOZO1EN_008536								GZLIHY1EN_008813	GZMOAL1EN_006517											
N6.HOG0000055	OG0000008	n87				GGMOZO1EN_012063								GZLIHY1EN_012074	GZMOAL1EN_010200											
N6.HOG0000056	OG0000008	n118				GGMOZO1EN_008689								GZLIHY1EN_008664	GZMOAL1EN_010288											
N6.HOG0000057	OG0000008	n121				GGMOZO1EN_003271								GZLIHY1EN_009623												
N6.HOG0000058	OG0000008	n123				GGMOZO1EN_008787								GZLIHY1EN_008562	GZMOAL1EN_010355, GZMOAL1EN_009269											
N6.HOG0000059	OG0000008	n278				GGMOZO1EN_006877								GZLIHY1EN_007477	GZMOAL1EN_002373											
N6.HOG0000060	OG0000008	n281				GGMOZO1EN_009739								GZLIHY1EN_001578	GZMOAL1EN_000191											
N6.HOG0000061	OG0000009	n89				GGMOZO1EN_011625								GZLIHY1EN_011229	GZMOAL1EN_009596											
N6.HOG0000062	OG0000009	n92				GGMOZO1EN_008823								GZLIHY1EN_008525	GZMOAL1EN_011150											
N6.HOG0000063	OG0000009	n192				GGMOZO1EN_003835								GZLIHY1EN_004744	GZMOAL1EN_005288											
N6.HOG0000064	OG0000009	n195				GGMOZO1EN_000214								GZLIHY1EN_001159												
N6.HOG0000065	OG0000009	n198				GGMOZO1EN_000215								GZLIHY1EN_001158												
N6.HOG0000066	OG0000009	n199				GGMOZO1EN_010255								GZLIHY1EN_010260	GZMOAL1EN_007934											
N6.HOG0000067	OG0000009	n203				GGMOZO1EN_011739								GZLIHY1EN_011991	GZMOAL1EN_006347											
N6.HOG0000068	OG0000009	n206				GGMOZO1EN_012339								GZLIHY1EN_012354	GZMOAL1EN_006348											
N6.HOG0000069	OG0000009	n245				GGMOZO1EN_011694								GZLIHY1EN_012034	GZMOAL1EN_004066, GZMOAL1EN_006266											
N6.HOG0000070	OG0000009	n250				GGMOZO1EN_010639, GGMOZO1EN_003447								GZLIHY1EN_010598, GZLIHY1EN_012714	GZMOAL1EN_009382, GZMOAL1EN_008232											
N6.HOG0000071	OG0000009	n257				GGMOZO1EN_002932, GGMOZO1EN_002007, GGMOZO1EN_001940, GGMOZO1EN_001985, GGMOZO1EN_002010								GZLIHY1EN_009955, GZLIHY1EN_003173, GZLIHY1EN_003199												
N6.HOG0000072	OG0000010	n38				GGMOZO1EN_004991								GZLIHY1EN_005807	GZMOAL1EN_005974, GZMOAL1EN_003942											
N6.HOG0000073	OG0000010	n48				GGMOZO1EN_006130								GZLIHY1EN_006583												
N6.HOG0000074	OG0000010	n141				GGMOZO1EN_009829								GZLIHY1EN_001668	GZMOAL1EN_007399											
N6.HOG0000075	OG0000010	n143				GGMOZO1EN_007064								GZLIHY1EN_007284	GZMOAL1EN_002156											
N6.HOG0000076	OG0000010	n153				GGMOZO1EN_000846								GZLIHY1EN_000514	GZMOAL1EN_004675, GZMOAL1EN_004922											
N6.HOG0000077	OG0000010	n157				GGMOZO1EN_005818								GZLIHY1EN_005525												
N6.HOG0000078	OG0000014	n7				GGMOZO1EN_000459								GZLIHY1EN_000914	GZMOAL1EN_007002											
N6.HOG0000079	OG0000014	n28				GGMOZO1EN_012547								GZLIHY1EN_012552	GZMOAL1EN_010769											
N6.HOG0000080	OG0000014	n31				GGMOZO1EN_008913								GZLIHY1EN_008433	GZMOAL1EN_010643											
N6.HOG0000081	OG0000014	n155				GGMOZO1EN_009568								GZLIHY1EN_001404	GZMOAL1EN_000028											
N6.HOG0000082	OG0000015	n11				GGMOZO1EN_004070								GZLIHY1EN_004518	GZMOAL1EN_005394											
N6.HOG0000083	OG0000015	n14													GZMOAL1EN_007031											
N6.HOG0000084	OG0000015	n90													GZMOAL1EN_005791											
N6.HOG0000085	OG0000015	n129				GGMOZO1EN_007596								GZLIHY1EN_002160	GZMOAL1EN_009212											
N6.HOG0000086	OG0000015	n136				GGMOZO1EN_006868								GZLIHY1EN_007485	GZMOAL1EN_002259											
N6.HOG0000087	OG0000015	n139				GGMOZO1EN_009720								GZLIHY1EN_001556	GZMOAL1EN_000165											
N6.HOG0000088	OG0000016	n1				GGMOZO1EN_010878								GZLIHY1EN_010844	GZMOAL1EN_011298											
N6.HOG0000089	OG0000016	n72				GGMOZO1EN_005645								GZLIHY1EN_005343	GZMOAL1EN_000468											
N6.HOG0000090	OG0000016	n75				GGMOZO1EN_001161								GZLIHY1EN_000191	GZMOAL1EN_004716											
N6.HOG0000091	OG0000016	n78				GGMOZO1EN_001162								GZLIHY1EN_000190												
N6.HOG0000092	OG0000016	n79				GGMOZO1EN_009000								GZLIHY1EN_008352	GZMOAL1EN_010421											
N6.HOG0000093	OG0000016	n147				GGMOZO1EN_012331								GZLIHY1EN_012347	GZMOAL1EN_006237											
N6.HOG0000094	OG0000016	n151				GGMOZO1EN_011771								GZLIHY1EN_011962												
N6.HOG0000095	OG0000016	n153				GGMOZO1EN_004752								GZLIHY1EN_006056	GZMOAL1EN_003599											
N6.HOG0000096	OG0000017	n17				GGMOZO1EN_009050								GZLIHY1EN_008964	GZMOAL1EN_008903											
N6.HOG0000097	OG0000017	n21				GGMOZO1EN_004175								GZLIHY1EN_004418	GZMOAL1EN_006788, GZMOAL1EN_000616											
N6.HOG0000098	OG0000017	n42													GZMOAL1EN_010237											
N6.HOG0000099	OG0000017	n43				GGMOZO1EN_008498								GZLIHY1EN_008846	GZMOAL1EN_006384											
N6.HOG0000100	OG0000017	n46				GGMOZO1EN_003842								GZLIHY1EN_004736												
N6.HOG0000101	OG0000017	n49				GGMOZO1EN_006064								GZLIHY1EN_006521	GZMOAL1EN_006019											
N6.HOG0000102	OG0000017	n52				GGMOZO1EN_008764								GZLIHY1EN_008588												
N6.HOG0000103	OG0000018	n7				GGMOZO1EN_007093								GZLIHY1EN_007252	GZMOAL1EN_002127											
N6.HOG0000104	OG0000018	n12				GGMOZO1EN_001041								GZLIHY1EN_000316	GZMOAL1EN_004572											
N6.HOG0000105	OG0000018	n15				GGMOZO1EN_005676								GZLIHY1EN_005376	GZMOAL1EN_000569											
N6.HOG0000106	OG0000018	n20				GGMOZO1EN_010369								GZLIHY1EN_010145	GZMOAL1EN_007953											
N6.HOG0000107	OG0000018	n22				GGMOZO1EN_002310								GZLIHY1EN_003503	GZMOAL1EN_001545											
N6.HOG0000108	OG0000018	n25				GGMOZO1EN_011244								GZLIHY1EN_011348	GZMOAL1EN_011184											
N6.HOG0000109	OG0000018	n28				GGMOZO1EN_011629								GZLIHY1EN_011233	GZMOAL1EN_009598											
N6.HOG0000110	OG0000018	n34												GZLIHY1EN_004846	GZMOAL1EN_007088											
N6.HOG0000111	OG0000018	n36				GGMOZO1EN_000282, GGMOZO1EN_003734								GZLIHY1EN_001088	GZMOAL1EN_005332											
N6.HOG0000112	OG0000018	n40				GGMOZO1EN_003733									GZMOAL1EN_005333											
N6.HOG0000113	OG0000018	n41				GGMOZO1EN_010866, GGMOZO1EN_010864								GZLIHY1EN_010829, GZLIHY1EN_010827	GZMOAL1EN_004883, GZMOAL1EN_002789											
N6.HOG0000114	OG0000019	n3				GGMOZO1EN_011006								GZLIHY1EN_011595	GZMOAL1EN_011015											
N6.HOG0000115	OG0000019	n77				GGMOZO1EN_005388								GZLIHY1EN_005087	GZMOAL1EN_000235											
N6.HOG0000116	OG0000019	n80				GGMOZO1EN_003062								GZLIHY1EN_009823	GZMOAL1EN_010058											
N6.HOG0000117	OG0000020	n32				GGMOZO1EN_006950, GGMOZO1EN_005075								GZLIHY1EN_007400, GZLIHY1EN_007401, GZLIHY1EN_005717	GZMOAL1EN_003877											
N6.HOG0000118	OG0000020	n134												GZLIHY1EN_007399	GZMOAL1EN_002181											
N6.HOG0000119	OG0000020	n136												GZLIHY1EN_005718	GZMOAL1EN_003876											
N6.HOG0000120	OG0000021	n30				GGMOZO1EN_004437								GZLIHY1EN_004155	GZMOAL1EN_005512											
N6.HOG0000121	OG0000021	n33				GGMOZO1EN_000073								GZLIHY1EN_001297	GZMOAL1EN_007271											
N6.HOG0000122	OG0000021	n115				GGMOZO1EN_003446, GGMOZO1EN_010637								GZLIHY1EN_012713, GZLIHY1EN_010597	GZMOAL1EN_009380											
N6.HOG0000123	OG0000021	n121				GGMOZO1EN_004712								GZLIHY1EN_006096	GZMOAL1EN_003757											
N6.HOG0000124	OG0000022	n108				GGMOZO1EN_006063								GZLIHY1EN_006520	GZMOAL1EN_006020											
N6.HOG0000125	OG0000022	n111				GGMOZO1EN_005110								GZLIHY1EN_005681	GZMOAL1EN_004182											
N6.HOG0000126	OG0000022	n114				GGMOZO1EN_008277								GZLIHY1EN_007933	GZMOAL1EN_003296											
N6.HOG0000127	OG0000022	n123				GGMOZO1EN_010496, GGMOZO1EN_010497								GZLIHY1EN_010014, GZLIHY1EN_010013	GZMOAL1EN_008085											
N6.HOG0000128	OG0000022	n128				GGMOZO1EN_010498								GZLIHY1EN_010012	GZMOAL1EN_008084											
N6.HOG0000129	OG0000022	n132				GGMOZO1EN_011068, GGMOZO1EN_011092								GZLIHY1EN_011528	GZMOAL1EN_010946											
N6.HOG0000130	OG0000022	n137				GGMOZO1EN_001092, GGMOZO1EN_001098								GZLIHY1EN_000262, GZLIHY1EN_000260	GZMOAL1EN_004595, GZMOAL1EN_004597, GZMOAL1EN_004596											
N6.HOG0000131	OG0000022	n144				GGMOZO1EN_005659								GZLIHY1EN_005358	GZMOAL1EN_000488											
N6.HOG0000132	OG0000022	n147				GGMOZO1EN_005213, GGMOZO1EN_005266, GGMOZO1EN_005217								GZLIHY1EN_004912, GZLIHY1EN_004705, GZLIHY1EN_004915, GZLIHY1EN_004966, GZLIHY1EN_004917	GZMOAL1EN_007337, GZMOAL1EN_002810, GZMOAL1EN_000842											
N6.HOG0000133	OG0000022	n166				GGMOZO1EN_000146								GZLIHY1EN_001224	GZMOAL1EN_007150											
N6.HOG0000134	OG0000022	n169				GGMOZO1EN_000147								GZLIHY1EN_001223	GZMOAL1EN_007149											
N6.HOG0000135	OG0000022	n173				GGMOZO1EN_001691, GGMOZO1EN_001690								GZLIHY1EN_002889, GZLIHY1EN_002888												
N6.HOG0000136	OG0000022	n177				GGMOZO1EN_005506								GZLIHY1EN_005205	GZMOAL1EN_000310											
N6.HOG0000137	OG0000023	n8				GGMOZO1EN_010047								GZLIHY1EN_010467	GZMOAL1EN_002246											
N6.HOG0000138	OG0000023	n12				GGMOZO1EN_005590								GZLIHY1EN_005286	GZMOAL1EN_000386											
N6.HOG0000139	OG0000023	n17				GGMOZO1EN_002870								GZLIHY1EN_004076	GZMOAL1EN_001798											
N6.HOG0000140	OG0000023	n19				GGMOZO1EN_005588								GZLIHY1EN_005284	GZMOAL1EN_000407											
N6.HOG0000141	OG0000023	n27												GZLIHY1EN_010108												
N6.HOG0000142	OG0000023	n28				GGMOZO1EN_010407								GZLIHY1EN_010107	GZMOAL1EN_000406											
N6.HOG0000143	OG0000023	n161				GGMOZO1EN_003239								GZLIHY1EN_009656	GZMOAL1EN_010015											
N6.HOG0000144	OG0000024	n5													GZMOAL1EN_002021											
N6.HOG0000145	OG0000024	n11													GZMOAL1EN_005752											
N6.HOG0000146	OG0000024	n23													GZMOAL1EN_006656											
N6.HOG0000147	OG0000024	n24													GZMOAL1EN_006655											
N6.HOG0000148	OG0000024	n27				GGMOZO1EN_008744, GGMOZO1EN_008745								GZLIHY1EN_008609, GZLIHY1EN_008608	GZMOAL1EN_010439											
N6.HOG0000149	OG0000024	n32				GGMOZO1EN_000758, GGMOZO1EN_000984, GGMOZO1EN_012272								GZLIHY1EN_000597, GZLIHY1EN_000371, GZLIHY1EN_012291	GZMOAL1EN_006434											
N6.HOG0000150	OG0000024	n38				GGMOZO1EN_002177								GZLIHY1EN_003362	GZMOAL1EN_001951											
N6.HOG0000151	OG0000024	n40				GGMOZO1EN_007214								GZLIHY1EN_007119	GZMOAL1EN_011301, GZMOAL1EN_010811, GZMOAL1EN_010828, GZMOAL1EN_008924, GZMOAL1EN_011303, GZMOAL1EN_011302											
N6.HOG0000152	OG0000024	n47				GGMOZO1EN_005835, GGMOZO1EN_005833, GGMOZO1EN_005841, GGMOZO1EN_005842								GZLIHY1EN_005546, GZLIHY1EN_005542, GZLIHY1EN_005552, GZLIHY1EN_005553	GZMOAL1EN_010363, GZMOAL1EN_004786, GZMOAL1EN_006672, GZMOAL1EN_007595											
N6.HOG0000153	OG0000024	n64				GGMOZO1EN_007789								GZLIHY1EN_001971	GZMOAL1EN_008291, GZMOAL1EN_008292											
N6.HOG0000154	OG0000024	n67				GGMOZO1EN_004108, GGMOZO1EN_004109, GGMOZO1EN_003327, GGMOZO1EN_003324, GGMOZO1EN_003326, GGMOZO1EN_003325								GZLIHY1EN_004481, GZLIHY1EN_004480, GZLIHY1EN_009570, GZLIHY1EN_009568, GZLIHY1EN_009571, GZLIHY1EN_009572	GZMOAL1EN_000736, GZMOAL1EN_000697											
N6.HOG0000155	OG0000024	n80				GGMOZO1EN_007198								GZLIHY1EN_007141	GZMOAL1EN_002022, GZMOAL1EN_002025											
N6.HOG0000156	OG0000024	n85				GGMOZO1EN_007709, GGMOZO1EN_007749, GGMOZO1EN_007710, GGMOZO1EN_007766, GGMOZO1EN_007765, GGMOZO1EN_007753, GGMOZO1EN_007751, GGMOZO1EN_007746, GGMOZO1EN_007745, GGMOZO1EN_007741, GGMOZO1EN_007743, GGMOZO1EN_007768, GGMOZO1EN_007767, GGMOZO1EN_007708, GGMOZO1EN_007756, GGMOZO1EN_007744, GGMOZO1EN_005208, GGMOZO1EN_001442, GGMOZO1EN_007754								GZLIHY1EN_002047, GZLIHY1EN_002012, GZLIHY1EN_002044, GZLIHY1EN_001994, GZLIHY1EN_001995, GZLIHY1EN_002009, GZLIHY1EN_002010, GZLIHY1EN_001992, GZLIHY1EN_001993, GZLIHY1EN_002048, GZLIHY1EN_002015, GZLIHY1EN_002013, GZLIHY1EN_002016, GZLIHY1EN_002008, GZLIHY1EN_002007												
N6.HOG0000157	OG0000024	n118				GGMOZO1EN_007755								GZLIHY1EN_002646, GZLIHY1EN_004907, GZLIHY1EN_001991, GZLIHY1EN_002017, GZLIHY1EN_002014												
N6.HOG0000158	OG0000024	n148				GGMOZO1EN_009919								GZLIHY1EN_001762	GZMOAL1EN_007623											
N6.HOG0000159	OG0000024	n151				GGMOZO1EN_007138								GZLIHY1EN_007205	GZMOAL1EN_002087											
N6.HOG0000160	OG0000024	n155													GZMOAL1EN_004560, GZMOAL1EN_009796, GZMOAL1EN_010373											
N6.HOG0000161	OG0000024	n158				GGMOZO1EN_010450								GZLIHY1EN_010059	GZMOAL1EN_008043											
N6.HOG0000162	OG0000024	n163				GGMOZO1EN_001346								GZLIHY1EN_002544	GZMOAL1EN_001206											
N6.HOG0000163	OG0000024	n167				GGMOZO1EN_010567								GZLIHY1EN_010526	GZMOAL1EN_009392											
N6.HOG0000164	OG0000024	n170				GGMOZO1EN_007847								GZLIHY1EN_001902	GZMOAL1EN_008195											
N6.HOG0000165	OG0000024	n173				GGMOZO1EN_002436								GZLIHY1EN_003636	GZMOAL1EN_000601, GZMOAL1EN_001511											
N6.HOG0000166	OG0000024	n176				GGMOZO1EN_004158									GZMOAL1EN_010845											
N6.HOG0000167	OG0000025	n25				GGMOZO1EN_005347																				
N6.HOG0000168	OG0000025	n29				GGMOZO1EN_12889, GGMOZO1EN_12887, GGMOZO1EN_12856, GGMOZO1EN_12881, GGMOZO1EN_12874									GZMOAL1EN_006097											
N6.HOG0000169	OG0000025	n97				GGMOZO1EN_12863								GZLIHY1EN_13103, GZLIHY1EN_13157												
N6.HOG0000170	OG0000025	n107				GGMOZO1EN_12895, GGMOZO1EN_12838																				
N6.HOG0000171	OG0000025	n109				GGMOZO1EN_12934								GZLIHY1EN_13098												
N6.HOG0000172	OG0000025	n112												GZLIHY1EN_13102, GZLIHY1EN_13160, GZLIHY1EN_13150												
N6.HOG0000173	OG0000025	n123				GGMOZO1EN_12847								GZLIHY1EN_13112, GZLIHY1EN_13126	GZMOAL1EN_11563											
N6.HOG0000174	OG0000025	n126				GGMOZO1EN_12903, GGMOZO1EN_12832, GGMOZO1EN_12904								GZLIHY1EN_13132, GZLIHY1EN_13117	GZMOAL1EN_11564, GZMOAL1EN_11572, GZMOAL1EN_11647, GZMOAL1EN_11576, GZMOAL1EN_11620, GZMOAL1EN_11594, GZMOAL1EN_11587											
N6.HOG0000175	OG0000025	n137												GZLIHY1EN_13097												
N6.HOG0000176	OG0000026	n8				GGMOZO1EN_012288								GZLIHY1EN_012304	GZMOAL1EN_006253											
N6.HOG0000177	OG0000026	n10				GGMOZO1EN_011738								GZLIHY1EN_011992	GZMOAL1EN_004048											
N6.HOG0000178	OG0000026	n125				GGMOZO1EN_010456								GZLIHY1EN_010053	GZMOAL1EN_008038											
N6.HOG0000179	OG0000026	n145				GGMOZO1EN_007911								GZLIHY1EN_008304	GZMOAL1EN_002820, GZMOAL1EN_006108, GZMOAL1EN_002821, GZMOAL1EN_002824, GZMOAL1EN_002823											
N6.HOG0000180	OG0000026	n153				GGMOZO1EN_002017, GGMOZO1EN_002016, GGMOZO1EN_002020, GGMOZO1EN_002019								GZLIHY1EN_003205, GZLIHY1EN_003204, GZLIHY1EN_003208, GZLIHY1EN_003207												
N6.HOG0000181	OG0000026	n161													GZMOAL1EN_002920											
N6.HOG0000182	OG0000026	n166													GZMOAL1EN_006540, GZMOAL1EN_002892, GZMOAL1EN_002891, GZMOAL1EN_006539											
N6.HOG0000183	OG0000026	n173													GZMOAL1EN_006533, GZMOAL1EN_006599											
N6.HOG0000184	OG0000030	n1													GZMOAL1EN_001269											
N6.HOG0000185	OG0000030	n121				GGMOZO1EN_000130								GZLIHY1EN_001240	GZMOAL1EN_007238											
N6.HOG0000186	OG0000030	n124				GGMOZO1EN_004426								GZLIHY1EN_004165	GZMOAL1EN_005502											
N6.HOG0000187	OG0000030	n127				GGMOZO1EN_004605								GZLIHY1EN_006166	GZMOAL1EN_003743											
N6.HOG0000188	OG0000031	n50				GGMOZO1EN_002684								GZLIHY1EN_003886	GZMOAL1EN_001432											
N6.HOG0000189	OG0000031	n53				GGMOZO1EN_005470								GZLIHY1EN_005170	GZMOAL1EN_000325											
N6.HOG0000190	OG0000031	n67				GGMOZO1EN_012598								GZLIHY1EN_012602	GZMOAL1EN_010728											
N6.HOG0000191	OG0000031	n70				GGMOZO1EN_008852								GZLIHY1EN_008495	GZMOAL1EN_010578											
N6.HOG0000192	OG0000032	n33												GZLIHY1EN_011269												
N6.HOG0000193	OG0000032	n34				GGMOZO1EN_012448, GGMOZO1EN_12941, GGMOZO1EN_002913, GGMOZO1EN_011592, GGMOZO1EN_002196, GGMOZO1EN_011665, GGMOZO1EN_001273, GGMOZO1EN_12884, GGMOZO1EN_12871								GZLIHY1EN_011267, GZLIHY1EN_011876												
N6.HOG0000194	OG0000032	n87				GGMOZO1EN_12873, GGMOZO1EN_12885									GZMOAL1EN_11610, GZMOAL1EN_11583, GZMOAL1EN_11640											
N6.HOG0000195	OG0000033	n18				GGMOZO1EN_008591, GGMOZO1EN_008588, GGMOZO1EN_008587, GGMOZO1EN_008586								GZLIHY1EN_008764, GZLIHY1EN_008766, GZLIHY1EN_004000, GZLIHY1EN_008767, GZLIHY1EN_003999, GZLIHY1EN_003998, GZLIHY1EN_008768												
N6.HOG0000196	OG0000033	n29				GGMOZO1EN_012456								GZLIHY1EN_012470												
N6.HOG0000197	OG0000033	n35				GGMOZO1EN_010620								GZLIHY1EN_010581	GZMOAL1EN_009441											
N6.HOG0000198	OG0000033	n38				GGMOZO1EN_008590, GGMOZO1EN_008589								GZLIHY1EN_008765												
N6.HOG0000199	OG0000033	n40				GGMOZO1EN_008583, GGMOZO1EN_003552								GZLIHY1EN_008769, GZLIHY1EN_012817												
N6.HOG0000200	OG0000033	n45													GZMOAL1EN_009419											
N6.HOG0000201	OG0000033	n50				GGMOZO1EN_005853								GZLIHY1EN_005563	GZMOAL1EN_006622											
N6.HOG0000202	OG0000033	n130				GGMOZO1EN_009223								GZLIHY1EN_009140	GZMOAL1EN_008975											
N6.HOG0000203	OG0000033	n135				GGMOZO1EN_002562								GZLIHY1EN_003762	GZMOAL1EN_001328											
N6.HOG0000204	OG0000033	n137				GGMOZO1EN_011817								GZLIHY1EN_011910	GZMOAL1EN_004264											
N6.HOG0000205	OG0000033	n141				GGMOZO1EN_008584																				
N6.HOG0000206	OG0000033	n142				GGMOZO1EN_008582, GGMOZO1EN_008585																				
N6.HOG0000207	OG0000034	n3				GGMOZO1EN_008295								GZLIHY1EN_007914	GZMOAL1EN_003204											
