HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N15.HOG0000014	OG0000000	n231							GZABCY1EN_005825, GZABCY1EN_002169	GZABGL1EN_006868	GZCUBL1EN_002440	GZCUEC1EN_004560														
N15.HOG0000015	OG0000000	n260							GZABCY1EN_001281, GZABCY1EN_012431	GZABGL1EN_004170, GZABGL1EN_015261	GZCUBL1EN_009217, GZCUBL1EN_005238	GZCUEC1EN_003588, GZCUEC1EN_009304														
N15.HOG0000016	OG0000000	n271							GZABCY1EN_000740, GZABCY1EN_004865	GZABGL1EN_010197, GZABGL1EN_011655																
N15.HOG0000017	OG0000000	n287							GZABCY1EN_003379, GZABCY1EN_008497	GZABGL1EN_006390, GZABGL1EN_010124	GZCUBL1EN_001234	GZCUEC1EN_008345														
N15.HOG0000018	OG0000000	n331							GZABCY1EN_004968, GZABCY1EN_006268	GZABGL1EN_013586																
N15.HOG0000019	OG0000000	n343							GZABCY1EN_009215, GZABCY1EN_007705	GZABGL1EN_009718, GZABGL1EN_006224	GZCUBL1EN_002818	GZCUEC1EN_003105														
N15.HOG0000020	OG0000000	n375							GZABCY1EN_014223, GZABCY1EN_014402	GZABGL1EN_008639, GZABGL1EN_007661	GZCUBL1EN_008588	GZCUEC1EN_005520														
N15.HOG0000021	OG0000000	n390								GZABGL1EN_010821																
N15.HOG0000022	OG0000000	n418									GZCUBL1EN_005610	GZCUEC1EN_005245														
N15.HOG0000023	OG0000000	n446							GZABCY1EN_004040	GZABGL1EN_005563, GZABGL1EN_009320	GZCUBL1EN_003966	GZCUEC1EN_000566														
N15.HOG0000024	OG0000000	n466							GZABCY1EN_006934, GZABCY1EN_013930	GZABGL1EN_013509, GZABGL1EN_008015	GZCUBL1EN_001780	GZCUEC1EN_007244														
N15.HOG0000025	OG0000000	n475									GZCUBL1EN_000411															
N15.HOG0000026	OG0000000	n518									GZCUBL1EN_008481	GZCUEC1EN_008843														
N15.HOG0000027	OG0000000	n521							GZABCY1EN_007575	GZABGL1EN_013599																
N15.HOG0000028	OG0000000	n536							GZABCY1EN_006655		GZCUBL1EN_001990	GZCUEC1EN_007492														
N15.HOG0000029	OG0000000	n538							GZABCY1EN_011561, GZABCY1EN_012461	GZABGL1EN_014553, GZABGL1EN_015712																
N15.HOG0000030	OG0000001	n5							GZABCY1EN_012553, GZABCY1EN_004016, GZABCY1EN_012144	GZABGL1EN_013723	GZCUBL1EN_002944	GZCUEC1EN_007737														
N15.HOG0000031	OG0000001	n24								GZABGL1EN_015775																
N15.HOG0000032	OG0000001	n25								GZABGL1EN_009276	GZCUBL1EN_003927	GZCUEC1EN_000517														
N15.HOG0000033	OG0000001	n61										GZCUEC1EN_001501														
N15.HOG0000034	OG0000001	n63							GZABCY1EN_011585	GZABGL1EN_005041	GZCUBL1EN_008859	GZCUEC1EN_003680														
N15.HOG0000035	OG0000001	n92							GZABCY1EN_010570, GZABCY1EN_014020	GZABGL1EN_008345, GZABGL1EN_009124	GZCUBL1EN_006816	GZCUEC1EN_001502														
N15.HOG0000036	OG0000001	n97							GZABCY1EN_000736, GZABCY1EN_001079	GZABGL1EN_006085	GZCUBL1EN_009960	GZCUEC1EN_010809														
N15.HOG0000037	OG0000001	n122							GZABCY1EN_010186	GZABGL1EN_003504	GZCUBL1EN_003240, GZCUBL1EN_000658	GZCUEC1EN_001649, GZCUEC1EN_004353														
N15.HOG0000038	OG0000001	n151							GZABCY1EN_012132, GZABCY1EN_014695	GZABGL1EN_009832, GZABGL1EN_010917	GZCUBL1EN_006983	GZCUEC1EN_006524														
N15.HOG0000039	OG0000001	n169							GZABCY1EN_004034	GZABGL1EN_005569, GZABGL1EN_009325	GZCUBL1EN_003958	GZCUEC1EN_000555														
N15.HOG0000040	OG0000001	n185							GZABCY1EN_010360	GZABGL1EN_013332	GZCUBL1EN_001893	GZCUEC1EN_007399														
N15.HOG0000041	OG0000001	n195							GZABCY1EN_013207, GZABCY1EN_012736	GZABGL1EN_003558, GZABGL1EN_013299	GZCUBL1EN_005454	GZCUEC1EN_005822														
N15.HOG0000042	OG0000001	n218							GZABCY1EN_009441	GZABGL1EN_011895	GZCUBL1EN_010754	GZCUEC1EN_010045														
N15.HOG0000043	OG0000001	n254							GZABCY1EN_013454	GZABGL1EN_012822	GZCUBL1EN_003274	GZCUEC1EN_001679														
N15.HOG0000044	OG0000001	n271							GZABCY1EN_012844	GZABGL1EN_011828, GZABGL1EN_003518	GZCUBL1EN_000794	GZCUEC1EN_004316														
N15.HOG0000045	OG0000001	n277							GZABCY1EN_005775	GZABGL1EN_016150, GZABGL1EN_015757	GZCUBL1EN_009038	GZCUEC1EN_003780														
N15.HOG0000046	OG0000001	n303							GZABCY1EN_005871, GZABCY1EN_013526	GZABGL1EN_011462, GZABGL1EN_015058	GZCUBL1EN_006840	GZCUEC1EN_001527														
N15.HOG0000047	OG0000001	n320							GZABCY1EN_008636	GZABGL1EN_009615, GZABGL1EN_006624	GZCUBL1EN_002412	GZCUEC1EN_002825														
N15.HOG0000048	OG0000001	n327							GZABCY1EN_009390		GZCUBL1EN_008452	GZCUEC1EN_008897														
N15.HOG0000049	OG0000001	n349							GZABCY1EN_012566		GZCUBL1EN_008133															
N15.HOG0000050	OG0000001	n376							GZABCY1EN_006106, GZABCY1EN_004884	GZABGL1EN_008139	GZCUBL1EN_004115	GZCUEC1EN_000469														
N15.HOG0000051	OG0000001	n400							GZABCY1EN_000405, GZABCY1EN_014182	GZABGL1EN_007311, GZABGL1EN_003792	GZCUBL1EN_002105	GZCUEC1EN_002995														
N15.HOG0000052	OG0000001	n407							GZABCY1EN_001147	GZABGL1EN_011389, GZABGL1EN_005126	GZCUBL1EN_006863	GZCUEC1EN_001556														
N15.HOG0000053	OG0000002	n4							GZABCY1EN_006571, GZABCY1EN_007114																	
N15.HOG0000054	OG0000002	n6							GZABCY1EN_006339	GZABGL1EN_014701, GZABGL1EN_010495	GZCUBL1EN_010159	GZCUEC1EN_005636, GZCUEC1EN_010566														
N15.HOG0000055	OG0000002	n27									GZCUBL1EN_000203															
N15.HOG0000056	OG0000002	n30							GZABCY1EN_002127	GZABGL1EN_010843																
N15.HOG0000057	OG0000002	n32							GZABCY1EN_012672	GZABGL1EN_011153	GZCUBL1EN_001225	GZCUEC1EN_008350														
N15.HOG0000058	OG0000002	n62								GZABGL1EN_007553	GZCUBL1EN_002807	GZCUEC1EN_000945														
N15.HOG0000059	OG0000002	n122							GZABCY1EN_004796	GZABGL1EN_009364	GZCUBL1EN_005882	GZCUEC1EN_005637														
N15.HOG0000060	OG0000002	n127							GZABCY1EN_004452, GZABCY1EN_007801, GZABCY1EN_010073, GZABCY1EN_012889	GZABGL1EN_013798, GZABGL1EN_014609, GZABGL1EN_010025	GZCUBL1EN_009773	GZCUEC1EN_010931														
N15.HOG0000061	OG0000002	n147									GZCUBL1EN_008917	GZCUEC1EN_003712														
N15.HOG0000062	OG0000002	n167							GZABCY1EN_004769	GZABGL1EN_012053, GZABGL1EN_006516	GZCUBL1EN_001358	GZCUEC1EN_008404														
N15.HOG0000063	OG0000002	n189							GZABCY1EN_013578	GZABGL1EN_009140, GZABGL1EN_008060	GZCUBL1EN_003576	GZCUEC1EN_001196														
N15.HOG0000064	OG0000002	n217							GZABCY1EN_012544, GZABCY1EN_004007	GZABGL1EN_009283, GZABGL1EN_013713	GZCUBL1EN_009046	GZCUEC1EN_003795														
N15.HOG0000065	OG0000002	n241							GZABCY1EN_013593, GZABCY1EN_013630	GZABGL1EN_010326, GZABGL1EN_015126	GZCUBL1EN_000861	GZCUEC1EN_004284														
N15.HOG0000066	OG0000002	n260							GZABCY1EN_002982, GZABCY1EN_000344	GZABGL1EN_003332, GZABGL1EN_013389	GZCUBL1EN_002658	GZCUEC1EN_001950														
N15.HOG0000067	OG0000002	n274							GZABCY1EN_011688, GZABCY1EN_014555	GZABGL1EN_003625, GZABGL1EN_013909	GZCUBL1EN_009084	GZCUEC1EN_003743														
N15.HOG0000068	OG0000002	n294							GZABCY1EN_009190, GZABCY1EN_012453	GZABGL1EN_007858, GZABGL1EN_010696	GZCUBL1EN_008408	GZCUEC1EN_008802														
N15.HOG0000069	OG0000002	n300							GZABCY1EN_013196, GZABCY1EN_011216	GZABGL1EN_011786, GZABGL1EN_014424	GZCUBL1EN_010326	GZCUEC1EN_010399														
N15.HOG0000070	OG0000003	n3							GZABCY1EN_002104	GZABGL1EN_015477																
N15.HOG0000071	OG0000003	n79									GZCUBL1EN_005755	GZCUEC1EN_005286														
N15.HOG0000072	OG0000003	n85							GZABCY1EN_007537, GZABCY1EN_007536, GZABCY1EN_007535	GZABGL1EN_005725, GZABGL1EN_005766	GZCUBL1EN_005754	GZCUEC1EN_005285														
N15.HOG0000073	OG0000003	n91							GZABCY1EN_013195, GZABCY1EN_013727	GZABGL1EN_009009																
N15.HOG0000074	OG0000003	n110							GZABCY1EN_002105	GZABGL1EN_015478, GZABGL1EN_010813	GZCUBL1EN_005241	GZCUEC1EN_009307														
N15.HOG0000075	OG0000003	n138							GZABCY1EN_010946, GZABCY1EN_009637	GZABGL1EN_003444, GZABGL1EN_010413	GZCUBL1EN_003470	GZCUEC1EN_001074														
N15.HOG0000076	OG0000003	n200							GZABCY1EN_011866, GZABCY1EN_005977	GZABGL1EN_012215	GZCUBL1EN_005817	GZCUEC1EN_005508														
N15.HOG0000077	OG0000003	n204							GZABCY1EN_005937, GZABCY1EN_005735	GZABGL1EN_013421, GZABGL1EN_013561, GZABGL1EN_004581	GZCUBL1EN_005821	GZCUEC1EN_005615														
N15.HOG0000078	OG0000003	n210							GZABCY1EN_008359, GZABCY1EN_004363	GZABGL1EN_006621	GZCUBL1EN_007474	GZCUEC1EN_000018														
N15.HOG0000079	OG0000003	n214							GZABCY1EN_011864, GZABCY1EN_005990	GZABGL1EN_006276	GZCUBL1EN_005815	GZCUEC1EN_005507														
N15.HOG0000080	OG0000003	n238							GZABCY1EN_009715, GZABCY1EN_007660	GZABGL1EN_009895, GZABGL1EN_010272	GZCUBL1EN_000011	GZCUEC1EN_010008														
N15.HOG0000081	OG0000003	n244							GZABCY1EN_013464, GZABCY1EN_007980	GZABGL1EN_005575, GZABGL1EN_013809	GZCUBL1EN_006678	GZCUEC1EN_000883														
N15.HOG0000082	OG0000003	n261							GZABCY1EN_013227	GZABGL1EN_007873	GZCUBL1EN_002997	GZCUEC1EN_007771														
N15.HOG0000083	OG0000003	n283							GZABCY1EN_012130	GZABGL1EN_015810	GZCUBL1EN_007823	GZCUEC1EN_006538														
N15.HOG0000084	OG0000004	n49							GZABCY1EN_013608, GZABCY1EN_014849, GZABCY1EN_014943	GZABGL1EN_012756, GZABGL1EN_012755, GZABGL1EN_008011	GZCUBL1EN_004690, GZCUBL1EN_004701, GZCUBL1EN_002299, GZCUBL1EN_002300, GZCUBL1EN_006624, GZCUBL1EN_006623, GZCUBL1EN_006619, GZCUBL1EN_006618, GZCUBL1EN_006622, GZCUBL1EN_006620	GZCUEC1EN_004634, GZCUEC1EN_002760, GZCUEC1EN_004588, GZCUEC1EN_007544														
N15.HOG0000085	OG0000004	n70							GZABCY1EN_012008	GZABGL1EN_011197	GZCUBL1EN_009119	GZCUEC1EN_003924														
N15.HOG0000086	OG0000004	n73							GZABCY1EN_012006	GZABGL1EN_011200, GZABGL1EN_007652	GZCUBL1EN_009122, GZCUBL1EN_008870, GZCUBL1EN_008868, GZCUBL1EN_008869, GZCUBL1EN_008867, GZCUBL1EN_009111, GZCUBL1EN_009112, GZCUBL1EN_003833, GZCUBL1EN_003144, GZCUBL1EN_009121	GZCUEC1EN_003923, GZCUEC1EN_003925, GZCUEC1EN_003653, GZCUEC1EN_003654, GZCUEC1EN_003655, GZCUEC1EN_003652, GZCUEC1EN_003916, GZCUEC1EN_000696, GZCUEC1EN_003922														
N15.HOG0000087	OG0000004	n94							GZABCY1EN_012007	GZABGL1EN_011199	GZCUBL1EN_009120, GZCUBL1EN_003815	GZCUEC1EN_000698														
N15.HOG0000088	OG0000004	n120							GZABCY1EN_007553, GZABCY1EN_007461	GZABGL1EN_005767, GZABGL1EN_004365	GZCUBL1EN_005722, GZCUBL1EN_010114	GZCUEC1EN_005288														
N15.HOG0000089	OG0000004	n148							GZABCY1EN_009206, GZABCY1EN_015173, GZABCY1EN_007091	GZABGL1EN_011323, GZABGL1EN_009759	GZCUBL1EN_002301	GZCUEC1EN_004587														
N15.HOG0000090	OG0000004	n201							GZABCY1EN_006065			GZCUEC1EN_007515														
N15.HOG0000091	OG0000004	n259							GZABCY1EN_006066, GZABCY1EN_006067	GZABGL1EN_011198	GZCUBL1EN_004689	GZCUEC1EN_004633														
N15.HOG0000092	OG0000005	n1							GZABCY1EN_007569, GZABCY1EN_007119																	
N15.HOG0000093	OG0000005	n19							GZABCY1EN_015135	GZABGL1EN_011691		GZCUEC1EN_009035														
N15.HOG0000094	OG0000005	n39							GZABCY1EN_015600																	
N15.HOG0000095	OG0000005	n60							GZABCY1EN_015137																	
N15.HOG0000096	OG0000005	n63							GZABCY1EN_015622, GZABCY1EN_015252		GZCUBL1EN_007342															
N15.HOG0000097	OG0000005	n84								GZABGL1EN_011855																
N15.HOG0000098	OG0000005	n102									GZCUBL1EN_001219															
N15.HOG0000099	OG0000005	n107							GZABCY1EN_015130		GZCUBL1EN_007901															
N15.HOG0000100	OG0000005	n112							GZABCY1EN_009931		GZCUBL1EN_007314															
N15.HOG0000101	OG0000005	n119								GZABGL1EN_016103																
N15.HOG0000102	OG0000005	n126								GZABGL1EN_011031																
N15.HOG0000103	OG0000005	n142								GZABGL1EN_011032																
N15.HOG0000104	OG0000005	n149								GZABGL1EN_014442																
N15.HOG0000105	OG0000005	n152							GZABCY1EN_007626																	
N15.HOG0000106	OG0000005	n156								GZABGL1EN_012998																
N15.HOG0000107	OG0000005	n171							GZABCY1EN_010290																	
N15.HOG0000108	OG0000005	n180							GZABCY1EN_007625																	
N15.HOG0000109	OG0000005	n181							GZABCY1EN_000090																	
N15.HOG0000110	OG0000005	n188							GZABCY1EN_015108, GZABCY1EN_015107																	
N15.HOG0000111	OG0000005	n195								GZABGL1EN_016104																
N15.HOG0000112	OG0000005	n200							GZABCY1EN_015127																	
N15.HOG0000113	OG0000005	n204							GZABCY1EN_007921																	
N15.HOG0000114	OG0000005	n205							GZABCY1EN_015672, GZABCY1EN_014656		GZCUBL1EN_003779	GZCUEC1EN_005048														
N15.HOG0000115	OG0000005	n209							GZABCY1EN_015261, GZABCY1EN_015277																	
N15.HOG0000116	OG0000005	n211							GZABCY1EN_010291																	
N15.HOG0000117	OG0000005	n218							GZABCY1EN_011933		GZCUBL1EN_006507, GZCUBL1EN_007227	GZCUEC1EN_009730, GZCUEC1EN_009036														
N15.HOG0000118	OG0000005	n229							GZABCY1EN_003671	GZABGL1EN_014811																
N15.HOG0000119	OG0000005	n233							GZABCY1EN_013355																	
N15.HOG0000120	OG0000005	n234								GZABGL1EN_011683																
N15.HOG0000121	OG0000005	n246								GZABGL1EN_007032																
N15.HOG0000122	OG0000005	n262							GZABCY1EN_000676, GZABCY1EN_015280			GZCUEC1EN_007556														
N15.HOG0000123	OG0000005	n269							GZABCY1EN_013339, GZABCY1EN_011934, GZABCY1EN_014883	GZABGL1EN_016028																
N15.HOG0000124	OG0000005	n276									GZCUBL1EN_010753, GZCUBL1EN_006320	GZCUEC1EN_005059														
N15.HOG0000125	OG0000005	n281							GZABCY1EN_015256, GZABCY1EN_008005, GZABCY1EN_015618, GZABCY1EN_015613, GZABCY1EN_008006, GZABCY1EN_015435		GZCUBL1EN_004555	GZCUEC1EN_011015														
N15.HOG0000126	OG0000005	n288							GZABCY1EN_014654, GZABCY1EN_015073		GZCUBL1EN_006520, GZCUBL1EN_010531	GZCUEC1EN_006046														
N15.HOG0000127	OG0000005	n293									GZCUBL1EN_000158, GZCUBL1EN_010181, GZCUBL1EN_000157, GZCUBL1EN_007248															
N15.HOG0000128	OG0000005	n299							GZABCY1EN_006109, GZABCY1EN_015255		GZCUBL1EN_003973, GZCUBL1EN_006685	GZCUEC1EN_009865														
N15.HOG0000129	OG0000006	n6										GZCUEC1EN_010597														
N15.HOG0000130	OG0000006	n16							GZABCY1EN_003510, GZABCY1EN_008468	GZABGL1EN_010141	GZCUBL1EN_007036	GZCUEC1EN_009575														
N15.HOG0000131	OG0000006	n34									GZCUBL1EN_004339	GZCUEC1EN_002613														
N15.HOG0000132	OG0000006	n47							GZABCY1EN_007371	GZABGL1EN_013256	GZCUBL1EN_002769	GZCUEC1EN_000936														
N15.HOG0000133	OG0000006	n63							GZABCY1EN_014338, GZABCY1EN_001215	GZABGL1EN_004221, GZABGL1EN_009771																
N15.HOG0000134	OG0000006	n86							GZABCY1EN_004456	GZABGL1EN_013024	GZCUBL1EN_002389	GZCUEC1EN_002798														
N15.HOG0000135	OG0000006	n110							GZABCY1EN_008753	GZABGL1EN_015769	GZCUBL1EN_007570	GZCUEC1EN_005777														
N15.HOG0000136	OG0000006	n118							GZABCY1EN_004356	GZABGL1EN_013822	GZCUBL1EN_003363	GZCUEC1EN_001775														
N15.HOG0000137	OG0000006	n129							GZABCY1EN_003006	GZABGL1EN_003822, GZABGL1EN_007122																
N15.HOG0000138	OG0000006	n155							GZABCY1EN_012964, GZABCY1EN_014611	GZABGL1EN_013874	GZCUBL1EN_000188	GZCUEC1EN_009820														
N15.HOG0000139	OG0000006	n212							GZABCY1EN_012765, GZABCY1EN_008692	GZABGL1EN_014067, GZABGL1EN_010897	GZCUBL1EN_010414	GZCUEC1EN_010322														
N15.HOG0000140	OG0000006	n229							GZABCY1EN_006103, GZABCY1EN_004886	GZABGL1EN_012764, GZABGL1EN_008142	GZCUBL1EN_004118	GZCUEC1EN_000472														
N15.HOG0000141	OG0000006	n278								GZABGL1EN_003738																
N15.HOG0000142	OG0000006	n279							GZABCY1EN_008335, GZABCY1EN_004612	GZABGL1EN_009233, GZABGL1EN_013976																
N15.HOG0000143	OG0000006	n294									GZCUBL1EN_008986	GZCUEC1EN_003874														
N15.HOG0000144	OG0000006	n295							GZABCY1EN_002200, GZABCY1EN_012304	GZABGL1EN_010707, GZABGL1EN_007853	GZCUBL1EN_008419	GZCUEC1EN_008813														
N15.HOG0000145	OG0000007	n4							GZABCY1EN_013439, GZABCY1EN_014642, GZABCY1EN_015597, GZABCY1EN_015064, GZABCY1EN_006183, GZABCY1EN_015649, GZABCY1EN_014801, GZABCY1EN_015235, GZABCY1EN_015234, GZABCY1EN_015257		GZCUBL1EN_007332, GZCUBL1EN_007257															
N15.HOG0000146	OG0000007	n62							GZABCY1EN_000077																	
N15.HOG0000147	OG0000007	n116							GZABCY1EN_013310, GZABCY1EN_006062, GZABCY1EN_006070, GZABCY1EN_011986, GZABCY1EN_004485, GZABCY1EN_007930, GZABCY1EN_007929, GZABCY1EN_008095, GZABCY1EN_015124, GZABCY1EN_16022, GZABCY1EN_008101, GZABCY1EN_008122, GZABCY1EN_014854		GZCUBL1EN_008494															
N15.HOG0000148	OG0000007	n161							GZABCY1EN_015488, GZABCY1EN_003790			GZCUEC1EN_007349, GZCUEC1EN_009650														
N15.HOG0000149	OG0000007	n164							GZABCY1EN_012045			GZCUEC1EN_011004, GZCUEC1EN_010514														
N15.HOG0000150	OG0000007	n201									GZCUBL1EN_000911, GZCUBL1EN_008493															
N15.HOG0000151	OG0000007	n261							GZABCY1EN_015037, GZABCY1EN_013377, GZABCY1EN_015804, GZABCY1EN_008094, GZABCY1EN_013309																	
N15.HOG0000152	OG0000007	n269							GZABCY1EN_005973																	
N15.HOG0000153	OG0000007	n278							GZABCY1EN_015677																	
N15.HOG0000154	OG0000007	n290							GZABCY1EN_012120																	
N15.HOG0000155	OG0000007	n293							GZABCY1EN_015262																	
N15.HOG0000156	OG0000008	n7							GZABCY1EN_000504	GZABGL1EN_014827	GZCUBL1EN_003784	GZCUEC1EN_001272														
N15.HOG0000157	OG0000008	n22							GZABCY1EN_011943, GZABCY1EN_000459	GZABGL1EN_008251	GZCUBL1EN_003683	GZCUEC1EN_001901														
N15.HOG0000158	OG0000008	n50							GZABCY1EN_004173, GZABCY1EN_001732	GZABGL1EN_014648	GZCUBL1EN_010107	GZCUEC1EN_010617														
N15.HOG0000159	OG0000008	n55							GZABCY1EN_006590, GZABCY1EN_009233	GZABGL1EN_008626	GZCUBL1EN_008853	GZCUEC1EN_004076														
N15.HOG0000160	OG0000008	n132							GZABCY1EN_002078, GZABCY1EN_009020	GZABGL1EN_004993, GZABGL1EN_015481	GZCUBL1EN_009487	GZCUEC1EN_008078														
N15.HOG0000161	OG0000008	n160							GZABCY1EN_002527	GZABGL1EN_005969	GZCUBL1EN_004495	GZCUEC1EN_002536														
N15.HOG0000162	OG0000008	n172							GZABCY1EN_000746, GZABCY1EN_004853, GZABCY1EN_004854	GZABGL1EN_015238, GZABGL1EN_008353	GZCUBL1EN_001737	GZCUEC1EN_007258														
N15.HOG0000163	OG0000008	n193							GZABCY1EN_010678, GZABCY1EN_010679, GZABCY1EN_000357	GZABGL1EN_007253, GZABGL1EN_003904	GZCUBL1EN_008064	GZCUEC1EN_006927														
N15.HOG0000164	OG0000008	n210							GZABCY1EN_009406	GZABGL1EN_004943	GZCUBL1EN_002874	GZCUEC1EN_004775														
N15.HOG0000165	OG0000008	n233							GZABCY1EN_009602, GZABCY1EN_013847	GZABGL1EN_003476, GZABGL1EN_007260	GZCUBL1EN_004382															
N15.HOG0000166	OG0000008	n248							GZABCY1EN_001925	GZABGL1EN_013487	GZCUBL1EN_002875	GZCUEC1EN_004776														
N15.HOG0000167	OG0000008	n260							GZABCY1EN_006926	GZABGL1EN_011456, GZABGL1EN_008167	GZCUBL1EN_002595	GZCUEC1EN_002100														
N15.HOG0000168	OG0000009	n7							GZABCY1EN_007615	GZABGL1EN_011435	GZCUBL1EN_000876	GZCUEC1EN_004267														
N15.HOG0000169	OG0000009	n28							GZABCY1EN_007614																	
N15.HOG0000170	OG0000009	n42							GZABCY1EN_014354	GZABGL1EN_003933	GZCUBL1EN_005535, GZCUBL1EN_005536	GZCUEC1EN_006383, GZCUEC1EN_006384														
N15.HOG0000171	OG0000009	n57							GZABCY1EN_009748	GZABGL1EN_010109, GZABGL1EN_009952	GZCUBL1EN_003537	GZCUEC1EN_001139														
N15.HOG0000172	OG0000009	n71							GZABCY1EN_010272, GZABCY1EN_001804	GZABGL1EN_012136, GZABGL1EN_009500	GZCUBL1EN_010725	GZCUEC1EN_010068														
N15.HOG0000173	OG0000009	n87							GZABCY1EN_002213, GZABCY1EN_009035, GZABCY1EN_002214, GZABCY1EN_009036	GZABGL1EN_010675, GZABGL1EN_007226	GZCUBL1EN_004170	GZCUEC1EN_000255														
N15.HOG0000174	OG0000009	n107								GZABGL1EN_005271	GZCUBL1EN_010519															
N15.HOG0000175	OG0000009	n136								GZABGL1EN_005270, GZABGL1EN_005272	GZCUBL1EN_010518															
N15.HOG0000176	OG0000009	n138							GZABCY1EN_009456	GZABGL1EN_005273, GZABGL1EN_005269, GZABGL1EN_005268	GZCUBL1EN_010514, GZCUBL1EN_010517, GZCUBL1EN_010516, GZCUBL1EN_010515	GZCUEC1EN_010253, GZCUEC1EN_010059														
N15.HOG0000177	OG0000010	n6								GZABGL1EN_010497	GZCUBL1EN_010161	GZCUEC1EN_010564														
N15.HOG0000178	OG0000010	n11							GZABCY1EN_007906, GZABCY1EN_003758	GZABGL1EN_014461	GZCUBL1EN_003206	GZCUEC1EN_001612														
N15.HOG0000179	OG0000010	n52							GZABCY1EN_015610, GZABCY1EN_011362	GZABGL1EN_003564	GZCUBL1EN_002200	GZCUEC1EN_004663														
N15.HOG0000180	OG0000010	n66							GZABCY1EN_002863	GZABGL1EN_007723, GZABGL1EN_005244	GZCUBL1EN_008841	GZCUEC1EN_004088														
N15.HOG0000181	OG0000010	n79							GZABCY1EN_009574			GZCUEC1EN_002935, GZCUEC1EN_006658														
N15.HOG0000182	OG0000010	n97							GZABCY1EN_006273	GZABGL1EN_014915	GZCUBL1EN_000982	GZCUEC1EN_003330														
N15.HOG0000183	OG0000010	n109							GZABCY1EN_012164	GZABGL1EN_015788	GZCUBL1EN_007811	GZCUEC1EN_006663														
N15.HOG0000184	OG0000010	n123							GZABCY1EN_010876, GZABCY1EN_005012	GZABGL1EN_008921, GZABGL1EN_011663	GZCUBL1EN_003671	GZCUEC1EN_001887														
N15.HOG0000185	OG0000010	n160							GZABCY1EN_003367	GZABGL1EN_011906, GZABGL1EN_007485	GZCUBL1EN_006336	GZCUEC1EN_004937														
