HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N16.HOG0000049	OG0000002	n6						GGRHOR1EN_006791, GGRHOR1EN_011949															GZRHST1EN_006607			
N16.HOG0000050	OG0000002	n46						GGRHOR1EN_002220															GZRHST1EN_012216			
N16.HOG0000051	OG0000002	n54						GGRHOR1EN_009715															GZRHST1EN_000480			
N16.HOG0000052	OG0000002	n62						GGRHOR1EN_008702															GZRHST1EN_012380			
N16.HOG0000053	OG0000002	n127						GGRHOR1EN_010057															GZRHST1EN_010155, GZRHST1EN_004072			
N16.HOG0000054	OG0000002	n156						GGRHOR1EN_009150, GGRHOR1EN_013007															GZRHST1EN_003184, GZRHST1EN_000230			
N16.HOG0000055	OG0000002	n167						GGRHOR1EN_000298															GZRHST1EN_011028, GZRHST1EN_008569			
N16.HOG0000056	OG0000002	n206						GGRHOR1EN_003929															GZRHST1EN_009099			
N16.HOG0000057	OG0000002	n207						GGRHOR1EN_008556															GZRHST1EN_012302			
N16.HOG0000058	OG0000002	n217						GGRHOR1EN_012462															GZRHST1EN_004886, GZRHST1EN_009224			
N16.HOG0000059	OG0000002	n257						GGRHOR1EN_006224															GZRHST1EN_009618			
N16.HOG0000060	OG0000002	n259						GGRHOR1EN_010297															GZRHST1EN_008889			
N16.HOG0000061	OG0000002	n260																					GZRHST1EN_001358			
N16.HOG0000062	OG0000002	n302						GGRHOR1EN_009632, GGRHOR1EN_002297															GZRHST1EN_011197			
N16.HOG0000063	OG0000002	n311																					GZRHST1EN_006651			
N16.HOG0000064	OG0000002	n324						GGRHOR1EN_011448															GZRHST1EN_007029			
N16.HOG0000065	OG0000002	n336						GGRHOR1EN_009990															GZRHST1EN_005102, GZRHST1EN_012041			
N16.HOG0000066	OG0000003	n68						GGRHOR1EN_004711, GGRHOR1EN_010988																		
N16.HOG0000067	OG0000003	n119						GGRHOR1EN_000027															GZRHST1EN_012095			
N16.HOG0000068	OG0000003	n120						GGRHOR1EN_006991															GZRHST1EN_007630, GZRHST1EN_007625, GZRHST1EN_007620			
N16.HOG0000069	OG0000003	n138						GGRHOR1EN_007333, GGRHOR1EN_007576															GZRHST1EN_000463, GZRHST1EN_006160			
N16.HOG0000070	OG0000003	n173						GGRHOR1EN_007715															GZRHST1EN_004834			
N16.HOG0000071	OG0000003	n186						GGRHOR1EN_000727, GGRHOR1EN_000714															GZRHST1EN_011289			
N16.HOG0000072	OG0000003	n188						GGRHOR1EN_006527															GZRHST1EN_011898			
N16.HOG0000073	OG0000003	n214						GGRHOR1EN_013026, GGRHOR1EN_009138															GZRHST1EN_009054			
N16.HOG0000074	OG0000003	n237						GGRHOR1EN_000363															GZRHST1EN_002175			
N16.HOG0000075	OG0000003	n261						GGRHOR1EN_008481															GZRHST1EN_008667			
N16.HOG0000076	OG0000003	n283						GGRHOR1EN_013692															GZRHST1EN_011476			
N16.HOG0000077	OG0000004	n30						GGRHOR1EN_007111															GZRHST1EN_011052			
N16.HOG0000078	OG0000004	n120						GGRHOR1EN_004254															GZRHST1EN_001906			
N16.HOG0000079	OG0000004	n172						GGRHOR1EN_006736																		
N16.HOG0000080	OG0000004	n173																					GZRHST1EN_002945			
N16.HOG0000081	OG0000004	n176						GGRHOR1EN_002694, GGRHOR1EN_006497, GGRHOR1EN_006500, GGRHOR1EN_006502, GGRHOR1EN_006504															GZRHST1EN_000772			
N16.HOG0000082	OG0000004	n181						GGRHOR1EN_004828, GGRHOR1EN_008345, GGRHOR1EN_006898															GZRHST1EN_002944, GZRHST1EN_008952, GZRHST1EN_002943, GZRHST1EN_002889, GZRHST1EN_002946, GZRHST1EN_002907			
N16.HOG0000083	OG0000004	n190																					GZRHST1EN_007160, GZRHST1EN_007161			
N16.HOG0000084	OG0000004	n259						GGRHOR1EN_006735																		
N16.HOG0000085	OG0000005	n1						GGRHOR1EN_008696															GZRHST1EN_002905			
N16.HOG0000086	OG0000005	n28						GGRHOR1EN_007409																		
N16.HOG0000087	OG0000005	n30						GGRHOR1EN_009373, GGRHOR1EN_009369																		
N16.HOG0000088	OG0000005	n32						GGRHOR1EN_004674																		
N16.HOG0000089	OG0000005	n34						GGRHOR1EN_009545															GZRHST1EN_011340			
N16.HOG0000090	OG0000005	n39						GGRHOR1EN_007621																		
N16.HOG0000091	OG0000005	n63						GGRHOR1EN_004304																		
N16.HOG0000092	OG0000005	n78						GGRHOR1EN_007863																		
N16.HOG0000093	OG0000005	n79						GGRHOR1EN_007338																		
N16.HOG0000094	OG0000005	n86						GGRHOR1EN_008789															GZRHST1EN_007275			
N16.HOG0000095	OG0000005	n89						GGRHOR1EN_007759, GGRHOR1EN_009461																		
N16.HOG0000096	OG0000005	n96						GGRHOR1EN_000129															GZRHST1EN_012113			
N16.HOG0000097	OG0000005	n97						GGRHOR1EN_002073, GGRHOR1EN_002768																		
N16.HOG0000098	OG0000005	n99						GGRHOR1EN_002074															GZRHST1EN_000163, GZRHST1EN_007853			
N16.HOG0000099	OG0000005	n102						GGRHOR1EN_001472															GZRHST1EN_002615			
N16.HOG0000100	OG0000005	n107						GGRHOR1EN_009053, GGRHOR1EN_003062															GZRHST1EN_007130			
N16.HOG0000101	OG0000005	n112						GGRHOR1EN_004200															GZRHST1EN_010487			
N16.HOG0000102	OG0000005	n118						GGRHOR1EN_013489																		
N16.HOG0000103	OG0000005	n119						GGRHOR1EN_002333																		
N16.HOG0000104	OG0000005	n131						GGRHOR1EN_013427, GGRHOR1EN_005970															GZRHST1EN_010363			
N16.HOG0000105	OG0000005	n138						GGRHOR1EN_008366															GZRHST1EN_007326			
N16.HOG0000106	OG0000005	n142						GGRHOR1EN_008703, GGRHOR1EN_003824																		
N16.HOG0000107	OG0000005	n149						GGRHOR1EN_004096, GGRHOR1EN_004094																		
N16.HOG0000108	OG0000005	n152						GGRHOR1EN_003512															GZRHST1EN_006285			
N16.HOG0000109	OG0000005	n157						GGRHOR1EN_012887																		
N16.HOG0000110	OG0000005	n160						GGRHOR1EN_001846																		
N16.HOG0000111	OG0000005	n166						GGRHOR1EN_011071															GZRHST1EN_002942			
N16.HOG0000112	OG0000005	n169						GGRHOR1EN_000537																		
N16.HOG0000113	OG0000005	n171						GGRHOR1EN_001536																		
N16.HOG0000114	OG0000005	n174																					GZRHST1EN_011259			
N16.HOG0000115	OG0000005	n180																					GZRHST1EN_011909			
N16.HOG0000116	OG0000005	n184						GGRHOR1EN_011079																		
N16.HOG0000117	OG0000005	n186						GGRHOR1EN_007674																		
N16.HOG0000118	OG0000005	n188						GGRHOR1EN_003030																		
N16.HOG0000119	OG0000005	n195						GGRHOR1EN_007100, GGRHOR1EN_011983															GZRHST1EN_003530			
N16.HOG0000120	OG0000005	n200						GGRHOR1EN_013488, GGRHOR1EN_010159															GZRHST1EN_002169			
N16.HOG0000121	OG0000005	n204						GGRHOR1EN_006116																		
N16.HOG0000122	OG0000005	n205																					GZRHST1EN_007350			
N16.HOG0000123	OG0000005	n236						GGRHOR1EN_012626															GZRHST1EN_000870			
N16.HOG0000124	OG0000005	n249						GGRHOR1EN_000066															GZRHST1EN_008182			
N16.HOG0000125	OG0000005	n256						GGRHOR1EN_008806																		
N16.HOG0000126	OG0000005	n257						GGRHOR1EN_001852																		
N16.HOG0000127	OG0000005	n269						GGRHOR1EN_003160, GGRHOR1EN_000388, GGRHOR1EN_000659																		
N16.HOG0000128	OG0000005	n276						GGRHOR1EN_011622																		
N16.HOG0000129	OG0000005	n293						GGRHOR1EN_013721, GGRHOR1EN_003623																		
N16.HOG0000130	OG0000005	n299						GGRHOR1EN_011188																		
N16.HOG0000131	OG0000005	n306																					GZRHST1EN_001167			
N16.HOG0000132	OG0000005	n307						GGRHOR1EN_005429, GGRHOR1EN_008506, GGRHOR1EN_006688, GGRHOR1EN_005018, GGRHOR1EN_003788															GZRHST1EN_008508, GZRHST1EN_003554			
N16.HOG0000133	OG0000006	n16						GGRHOR1EN_007625															GZRHST1EN_005561			
N16.HOG0000134	OG0000006	n47						GGRHOR1EN_009182															GZRHST1EN_001127, GZRHST1EN_005520			
N16.HOG0000135	OG0000006	n73						GGRHOR1EN_007920, GGRHOR1EN_008353															GZRHST1EN_003900			
N16.HOG0000136	OG0000006	n92						GGRHOR1EN_010140															GZRHST1EN_008997			
N16.HOG0000137	OG0000006	n106						GGRHOR1EN_013447, GGRHOR1EN_013459, GGRHOR1EN_001012															GZRHST1EN_003224			
N16.HOG0000138	OG0000006	n109						GGRHOR1EN_005692															GZRHST1EN_012004			
N16.HOG0000139	OG0000006	n118						GGRHOR1EN_007402																		
N16.HOG0000140	OG0000006	n136						GGRHOR1EN_001976															GZRHST1EN_012189, GZRHST1EN_012220			
N16.HOG0000141	OG0000006	n138						GGRHOR1EN_012669															GZRHST1EN_004894			
N16.HOG0000142	OG0000006	n155						GGRHOR1EN_002208															GZRHST1EN_012250			
N16.HOG0000143	OG0000006	n226						GGRHOR1EN_008287															GZRHST1EN_003871			
N16.HOG0000144	OG0000006	n227						GGRHOR1EN_006635															GZRHST1EN_007185			
N16.HOG0000145	OG0000006	n239						GGRHOR1EN_008359															GZRHST1EN_003165			
N16.HOG0000146	OG0000006	n240						GGRHOR1EN_007918															GZRHST1EN_010441			
N16.HOG0000147	OG0000006	n253						GGRHOR1EN_008412															GZRHST1EN_003914			
N16.HOG0000148	OG0000006	n254						GGRHOR1EN_000481															GZRHST1EN_010719			
N16.HOG0000149	OG0000006	n272						GGRHOR1EN_000522															GZRHST1EN_005110			
N16.HOG0000150	OG0000007	n4						GGRHOR1EN_007337, GGRHOR1EN_003154																		
N16.HOG0000151	OG0000007	n24						GGRHOR1EN_005900															GZRHST1EN_003564			
N16.HOG0000152	OG0000007	n33						GGRHOR1EN_010428															GZRHST1EN_010985			
N16.HOG0000153	OG0000007	n37						GGRHOR1EN_011674																		
N16.HOG0000154	OG0000007	n38						GGRHOR1EN_009458																		
N16.HOG0000155	OG0000007	n39						GGRHOR1EN_006645															GZRHST1EN_002108			
N16.HOG0000156	OG0000007	n42																					GZRHST1EN_008810			
N16.HOG0000157	OG0000007	n77						GGRHOR1EN_010789, GGRHOR1EN_003647															GZRHST1EN_000741			
N16.HOG0000158	OG0000007	n81																					GZRHST1EN_009308			
N16.HOG0000159	OG0000007	n82																					GZRHST1EN_005422			
N16.HOG0000160	OG0000007	n83						GGRHOR1EN_010153, GGRHOR1EN_000861															GZRHST1EN_012313, GZRHST1EN_006647, GZRHST1EN_006646			
N16.HOG0000161	OG0000007	n90						GGRHOR1EN_003118, GGRHOR1EN_011115																		
N16.HOG0000162	OG0000007	n94						GGRHOR1EN_003646, GGRHOR1EN_007626															GZRHST1EN_009307			
N16.HOG0000163	OG0000007	n102						GGRHOR1EN_008385															GZRHST1EN_009509			
N16.HOG0000164	OG0000007	n105						GGRHOR1EN_008418, GGRHOR1EN_008417, GGRHOR1EN_007166																		
N16.HOG0000165	OG0000007	n108						GGRHOR1EN_012784, GGRHOR1EN_001368															GZRHST1EN_006020			
N16.HOG0000166	OG0000007	n111																					GZRHST1EN_003565			
N16.HOG0000167	OG0000007	n113																					GZRHST1EN_004065			
N16.HOG0000168	OG0000007	n137						GGRHOR1EN_008781																		
N16.HOG0000169	OG0000007	n139																					GZRHST1EN_011458			
N16.HOG0000170	OG0000007	n140																					GZRHST1EN_009199			
N16.HOG0000171	OG0000007	n146						GGRHOR1EN_000863																		
N16.HOG0000172	OG0000007	n147						GGRHOR1EN_009107, GGRHOR1EN_000447																		
N16.HOG0000173	OG0000007	n150						GGRHOR1EN_006862, GGRHOR1EN_009217																		
N16.HOG0000174	OG0000007	n152						GGRHOR1EN_005637																		
N16.HOG0000175	OG0000007	n175																					GZRHST1EN_008586			
N16.HOG0000176	OG0000007	n177						GGRHOR1EN_007964															GZRHST1EN_006842			
N16.HOG0000177	OG0000007	n179						GGRHOR1EN_005638															GZRHST1EN_008527, GZRHST1EN_000177, GZRHST1EN_000176			
N16.HOG0000178	OG0000007	n185																					GZRHST1EN_007678			
N16.HOG0000179	OG0000007	n186						GGRHOR1EN_007664															GZRHST1EN_001138			
N16.HOG0000180	OG0000007	n203																					GZRHST1EN_012450			
N16.HOG0000181	OG0000007	n214						GGRHOR1EN_009108, GGRHOR1EN_000864, GGRHOR1EN_010021																		
N16.HOG0000182	OG0000007	n240						GGRHOR1EN_011034															GZRHST1EN_005114			
N16.HOG0000183	OG0000007	n246																					GZRHST1EN_002445			
N16.HOG0000184	OG0000007	n249						GGRHOR1EN_005674															GZRHST1EN_004249, GZRHST1EN_005286			
N16.HOG0000185	OG0000007	n257						GGRHOR1EN_001094																		
N16.HOG0000186	OG0000007	n259						GGRHOR1EN_004407																		
N16.HOG0000187	OG0000007	n260						GGRHOR1EN_004000, GGRHOR1EN_011618																		
N16.HOG0000188	OG0000007	n269						GGRHOR1EN_011036, GGRHOR1EN_011035, GGRHOR1EN_005588, GGRHOR1EN_005673															GZRHST1EN_003342			
N16.HOG0000189	OG0000007	n283																					GZRHST1EN_002444			
N16.HOG0000190	OG0000007	n295																					GZRHST1EN_010624			
N16.HOG0000191	OG0000008	n11						GGRHOR1EN_009164															GZRHST1EN_007345			
N16.HOG0000192	OG0000008	n13						GGRHOR1EN_012977															GZRHST1EN_001254			
N16.HOG0000193	OG0000008	n22						GGRHOR1EN_004670															GZRHST1EN_004714			
N16.HOG0000194	OG0000008	n40						GGRHOR1EN_007237															GZRHST1EN_009142			
N16.HOG0000195	OG0000008	n60						GGRHOR1EN_007859, GGRHOR1EN_013460															GZRHST1EN_009754			
N16.HOG0000196	OG0000008	n92																					GZRHST1EN_011383			
N16.HOG0000197	OG0000008	n107																					GZRHST1EN_010536			
N16.HOG0000198	OG0000008	n132						GGRHOR1EN_009241, GGRHOR1EN_010503															GZRHST1EN_006029			
N16.HOG0000199	OG0000008	n160						GGRHOR1EN_006358															GZRHST1EN_010537, GZRHST1EN_010755			
N16.HOG0000200	OG0000008	n172						GGRHOR1EN_001546															GZRHST1EN_006314			
N16.HOG0000201	OG0000008	n193						GGRHOR1EN_011169															GZRHST1EN_003014			
N16.HOG0000202	OG0000008	n210						GGRHOR1EN_005824, GGRHOR1EN_005849, GGRHOR1EN_005954															GZRHST1EN_000820, GZRHST1EN_006072, GZRHST1EN_13119			
N16.HOG0000203	OG0000008	n233						GGRHOR1EN_013043															GZRHST1EN_001275, GZRHST1EN_007257			
N16.HOG0000204	OG0000008	n248						GGRHOR1EN_009595															GZRHST1EN_008148			
N16.HOG0000205	OG0000008	n260						GGRHOR1EN_011299															GZRHST1EN_006787			
N16.HOG0000206	OG0000009	n6						GGRHOR1EN_007384															GZRHST1EN_000494			
N16.HOG0000207	OG0000009	n42						GGRHOR1EN_002174															GZRHST1EN_005322			
N16.HOG0000208	OG0000009	n57						GGRHOR1EN_010299															GZRHST1EN_001928			
N16.HOG0000209	OG0000009	n71						GGRHOR1EN_006336															GZRHST1EN_010793			
N16.HOG0000210	OG0000009	n119						GGRHOR1EN_002732															GZRHST1EN_003364			
N16.HOG0000211	OG0000009	n120						GGRHOR1EN_001620, GGRHOR1EN_001604															GZRHST1EN_004798			
N16.HOG0000212	OG0000010	n11						GGRHOR1EN_004475															GZRHST1EN_011485			
N16.HOG0000213	OG0000010	n37						GGRHOR1EN_004474																		
N16.HOG0000214	OG0000010	n52						GGRHOR1EN_003877															GZRHST1EN_003238, GZRHST1EN_009119			
N16.HOG0000215	OG0000010	n97						GGRHOR1EN_012304															GZRHST1EN_006297			
N16.HOG0000216	OG0000010	n118						GGRHOR1EN_001091															GZRHST1EN_003428			
N16.HOG0000217	OG0000010	n119						GGRHOR1EN_008171															GZRHST1EN_002308			
N16.HOG0000218	OG0000010	n123						GGRHOR1EN_013842, GGRHOR1EN_005599															GZRHST1EN_010424			
N16.HOG0000219	OG0000010	n185						GGRHOR1EN_007434															GZRHST1EN_011201			
N16.HOG0000220	OG0000010	n186						GGRHOR1EN_000858															GZRHST1EN_012699			
N16.HOG0000221	OG0000010	n190						GGRHOR1EN_010642, GGRHOR1EN_004394															GZRHST1EN_003820			
N16.HOG0000222	OG0000010	n207																					GZRHST1EN_010899			
N16.HOG0000223	OG0000010	n217						GGRHOR1EN_001080															GZRHST1EN_002297, GZRHST1EN_003419			
N16.HOG0000224	OG0000011	n11						GGRHOR1EN_009860															GZRHST1EN_010237			
N16.HOG0000225	OG0000011	n217						GGRHOR1EN_009178, GGRHOR1EN_009210															GZRHST1EN_007517			
N16.HOG0000226	OG0000011	n229						GGRHOR1EN_005518															GZRHST1EN_009834, GZRHST1EN_009835, GZRHST1EN_009836, GZRHST1EN_004492, GZRHST1EN_004491			
N16.HOG0000227	OG0000012	n6						GGRHOR1EN_004357																		
N16.HOG0000228	OG0000012	n7						GGRHOR1EN_14238															GZRHST1EN_13139			
N16.HOG0000229	OG0000012	n24						GGRHOR1EN_14193, GGRHOR1EN_009261, GGRHOR1EN_000053															GZRHST1EN_010962, GZRHST1EN_13224			
N16.HOG0000230	OG0000012	n43						GGRHOR1EN_008961															GZRHST1EN_13146			
N16.HOG0000231	OG0000012	n46						GGRHOR1EN_012692															GZRHST1EN_007821			
N16.HOG0000232	OG0000012	n61						GGRHOR1EN_006689															GZRHST1EN_13188			
N16.HOG0000233	OG0000012	n63						GGRHOR1EN_14078, GGRHOR1EN_14233, GGRHOR1EN_14225, GGRHOR1EN_14099, GGRHOR1EN_14181, GGRHOR1EN_002240															GZRHST1EN_13186, GZRHST1EN_13222, GZRHST1EN_13135			
N16.HOG0000234	OG0000012	n77																					GZRHST1EN_13115			
N16.HOG0000235	OG0000012	n84						GGRHOR1EN_001485															GZRHST1EN_005473			
N16.HOG0000236	OG0000012	n91																					GZRHST1EN_13201			
N16.HOG0000237	OG0000012	n93																					GZRHST1EN_001569, GZRHST1EN_13147			
N16.HOG0000238	OG0000012	n95						GGRHOR1EN_012758, GGRHOR1EN_012753																		
N16.HOG0000239	OG0000012	n96						GGRHOR1EN_005712																		
N16.HOG0000240	OG0000012	n100						GGRHOR1EN_14057, GGRHOR1EN_004692																		
N16.HOG0000241	OG0000012	n109						GGRHOR1EN_005154, GGRHOR1EN_009678																		
N16.HOG0000242	OG0000012	n112						GGRHOR1EN_007620, GGRHOR1EN_008261																		
N16.HOG0000243	OG0000012	n125																					GZRHST1EN_13178			
N16.HOG0000244	OG0000012	n133																					GZRHST1EN_13153			
N16.HOG0000245	OG0000012	n134																					GZRHST1EN_13177			
N16.HOG0000246	OG0000012	n139						GGRHOR1EN_001185, GGRHOR1EN_013849, GGRHOR1EN_013072																		
N16.HOG0000247	OG0000012	n151						GGRHOR1EN_000042															GZRHST1EN_001740			
N16.HOG0000248	OG0000012	n154																					GZRHST1EN_001702			
N16.HOG0000249	OG0000012	n156																					GZRHST1EN_13216			
N16.HOG0000250	OG0000012	n158																					GZRHST1EN_13129, GZRHST1EN_007707, GZRHST1EN_13159			
N16.HOG0000251	OG0000012	n162						GGRHOR1EN_14072																		
N16.HOG0000252	OG0000012	n166						GGRHOR1EN_14267, GGRHOR1EN_14041																		
N16.HOG0000253	OG0000012	n170						GGRHOR1EN_14048, GGRHOR1EN_14244																		
N16.HOG0000254	OG0000012	n173						GGRHOR1EN_002072															GZRHST1EN_13105			
N16.HOG0000255	OG0000012	n180						GGRHOR1EN_009282															GZRHST1EN_13130			
N16.HOG0000256	OG0000012	n185						GGRHOR1EN_006006																		
N16.HOG0000257	OG0000012	n187						GGRHOR1EN_006729, GGRHOR1EN_011038															GZRHST1EN_011127			
N16.HOG0000258	OG0000012	n201						GGRHOR1EN_008373															GZRHST1EN_13145, GZRHST1EN_009696			
N16.HOG0000259	OG0000012	n207						GGRHOR1EN_008986, GGRHOR1EN_011892																		
N16.HOG0000260	OG0000012	n217						GGRHOR1EN_000290																		
N16.HOG0000261	OG0000012	n226						GGRHOR1EN_002524, GGRHOR1EN_001188, GGRHOR1EN_008637															GZRHST1EN_13142, GZRHST1EN_006515, GZRHST1EN_13144			
N16.HOG0000262	OG0000013	n7						GGRHOR1EN_010631															GZRHST1EN_004146, GZRHST1EN_010202			
N16.HOG0000263	OG0000013	n12						GGRHOR1EN_003395																		
N16.HOG0000264	OG0000013	n18																					GZRHST1EN_008735, GZRHST1EN_010096, GZRHST1EN_011429, GZRHST1EN_010226, GZRHST1EN_010001			
N16.HOG0000265	OG0000013	n48																					GZRHST1EN_002498			
N16.HOG0000266	OG0000013	n51						GGRHOR1EN_008159, GGRHOR1EN_007578															GZRHST1EN_012499			
N16.HOG0000267	OG0000013	n54						GGRHOR1EN_007577																		
N16.HOG0000268	OG0000013	n68						GGRHOR1EN_002958															GZRHST1EN_005495			
N16.HOG0000269	OG0000013	n71						GGRHOR1EN_004247															GZRHST1EN_011525			
N16.HOG0000270	OG0000013	n73						GGRHOR1EN_004925															GZRHST1EN_011852			
N16.HOG0000271	OG0000013	n77						GGRHOR1EN_006345															GZRHST1EN_001733			
N16.HOG0000272	OG0000013	n81						GGRHOR1EN_005278															GZRHST1EN_005274, GZRHST1EN_002802			
N16.HOG0000273	OG0000013	n87																					GZRHST1EN_011286			
N16.HOG0000274	OG0000013	n90						GGRHOR1EN_008158															GZRHST1EN_003890			
N16.HOG0000275	OG0000013	n94																					GZRHST1EN_012881			
N16.HOG0000276	OG0000013	n96																					GZRHST1EN_012880			
N16.HOG0000277	OG0000013	n101																					GZRHST1EN_000589			
